name,0.csv,1.csv,10.csv,11.csv,12.csv,13.csv,14.csv,15.csv,16.csv,17.csv,18.csv,19.csv,2.csv,20.csv,21.csv,22.csv,23.csv,24.csv,25.csv,26.csv,27.csv,28.csv,29.csv,3.csv,30.csv,31.csv,32.csv,33.csv,34.csv,35.csv,36.csv,37.csv,38.csv,39.csv,4.csv,40.csv,41.csv,42.csv,43.csv,44.csv,45.csv,46.csv,47.csv,48.csv,49.csv,5.csv,50.csv,51.csv,52.csv,53.csv,54.csv,55.csv,56.csv,57.csv,58.csv,59.csv,6.csv,60.csv,61.csv,62.csv,63.csv,64.csv,65.csv,66.csv,67.csv,68.csv,69.csv,7.csv,70.csv,71.csv,72.csv,73.csv,74.csv,75.csv,76.csv,77.csv,78.csv,79.csv,8.csv,9.csv
18.csv,0.077619,0.077619,0.0816827,0.0816519,0.0912055,0.0931053,0.08083,0.0812442,0.091255,0.0951806,1,0.525,0.0779013,0.334977,0.116865,0.234303,0.217304,0.197549,0.137631,0.113383,0.133112,0,0.117,0.077619,0.11894,0.00909091,0.0186869,0.0364219,0.139963,0.0520203,0.159432,0.0282828,0.0296296,0.0268398,0.0786146,0.0234519,0.0317726,0.0428007,0.059529,0.057154,0.0552308,0.056976,0.0540286,0.0587443,0.0560884,0.0743436,0.0558111,0.0558779,0.0536195,0.0571316,0.0573642,0.0564537,0.0518582,0.0616685,0.0550201,0.040651,0.0774165,0.0329784,0.0572511,0.0336119,0.0366185,0.0343997,0.0289837,0.0493058,0.0377369,0.00483092,0.0368028,0.077619,0.0417858,0.0577039,0.0563159,0.0386443,0.0411743,0.011544,0.0267045,0.0233535,0.0133333,0.0133333,0.0815,0.0745708
19.csv,0.052381,0.052381,0.0551015,0.0550506,0.0613298,0.0622545,0.0541044,0.0548776,0.0613847,0.0627145,0.525,1,0.052564,0.568254,0.174167,0.307977,0.273433,0.248575,0.157024,0.105455,0.133542,0.00757576,0.100046,0.052381,0.117212,0.012987,0.0194805,0.0227273,0.128879,0.045267,0.161372,0.00649351,0.00680272,0.00595238,0.0528002,0.0150966,0.0187747,0.0207348,0.0402309,0.0422869,0.041854,0.040212,0.0377825,0.0423831,0.040649,0.0498246,0.0400354,0.0406998,0.0414331,0.0429539,0.0417293,0.0416604,0.037993,0.0443804,0.0394819,0.0339585,0.0519109,0.0227273,0.0460055,0.0194805,0.0229908,0.0237882,0.025167,0.0418061,0.0282609,0.00724638,0.0253623,0.052381,0.0227053,0.0437143,0.0406403,0.0302198,0.026921,0,0.00925926,0.01,0,0,0.055,0.0507729
2.csv,0.951161,0.97082,0.909491,0.908538,0.822381,0.730394,0.832381,0.829524,0.820952,0.76619,0.0779013,0.052564,1,0.0688238,0.0090823,0.140079,0.158669,0.144872,0.220814,0.13528,0.283527,0.00829254,0.404464,0.983542,0.296378,0.0165851,0.0165851,0.0400983,0.308332,0.0956636,0.240753,0.0165851,0.0164298,0.0232811,0.969737,0.0271649,0.047238,0.0986942,0.273547,0.268262,0.185226,0.354776,0.242637,0.35957,0.337045,0.926867,0.302373,0.336371,0.306629,0.360214,0.507371,0.414167,0.403333,0.295915,0.27103,0.0571355,0.972282,0.0362453,0.050605,0.0641752,0.110876,0.0870612,0.0757808,0.0763466,0.0347351,0.00711368,0.0284547,0.966326,0.0355684,0.108997,0.197555,0.0641189,0.0737379,0.00698819,0.0273165,0.0196994,0.00656647,0.00656647,0.917524,0.916207
20.csv,0.0685714,0.0685714,0.0720811,0.0720253,0.0762512,0.0762841,0.0698601,0.0701544,0.0769047,0.077957,0.334977,0.568254,0.0688238,1,0.13244,0.490993,0.433137,0.393761,0.235374,0.15972,0.200248,0.0121753,0.139664,0.0685714,0.175515,0.0164141,0.0178571,0.0245179,0.165481,0.0562307,0.190369,0.00505051,0.00529101,0.0142857,0.0688623,0.0205534,0.0260392,0.0307656,0.0505837,0.0545581,0.0534521,0.0516677,0.0478738,0.0538422,0.0553043,0.06567,0.0529616,0.0511603,0.0593768,0.0520124,0.055221,0.0582348,0.0527496,0.0641529,0.0621151,0.0475025,0.0672452,0.0275482,0.0496587,0.0232955,0.0319264,0.0338782,0.0356089,0.0452376,0.024484,0.00621118,0.0215195,0.0685714,0.0274704,0.0513432,0.047144,0.0388528,0.0291741,0,0.0155303,0.00844444,0,0,0.072,0.0662323
21.csv,0.00904762,0.00904762,0.0095203,0.0095,0.0106273,0.010805,0.00938049,0.00943129,0.0106315,0.0114411,0.116865,0.174167,0.0090823,0.13244,1,0.0648004,0.0571635,0.0519668,0.0306815,0.0083779,0.0264093,0,0.0183973,0.00904762,0.0231715,0,0.0227273,0.00909091,0.0242421,0.0139353,0.0311319,0.0227273,0.0238095,0.015873,0.00925328,0,0.00621118,0.00645007,0.00667253,0.00690438,0.00900275,0.00697793,0.00748755,0.00861837,0.00640254,0.00863698,0.00708475,0.00846324,0.00805561,0.00786659,0.00669078,0.00730695,0.00632559,0.01022,0.0112322,0.0113636,0.00866123,0.0181818,0.0270563,0.010101,0.00527494,0.00621118,0.00668896,0.0191919,0.0195652,0,0.0217391,0.00904762,0.0173913,0.0221112,0.0124904,0.010101,0.00826446,0,0,0,0,0,0.0095,0.00889639
22.csv,0.139524,0.139524,0.146581,0.146525,0.150038,0.142871,0.138616,0.140535,0.15089,0.145441,0.234303,0.307977,0.140079,0.490993,0.0648004,1,0.353014,0.320922,0.236445,0.149893,0.219566,0.0121483,0.181143,0.139524,0.197394,0.0195744,0.0172794,0.0369602,0.194057,0.0621086,0.20108,0.0142677,0.0149471,0.0220138,0.140656,0.0208896,0.0293949,0.049997,0.0862743,0.0954074,0.080707,0.101494,0.0826549,0.0986814,0.0998484,0.133333,0.0928834,0.0943203,0.0979072,0.09751,0.109602,0.100436,0.0951919,0.102082,0.0999932,0.0493667,0.138305,0.0358548,0.0583512,0.0421693,0.0608195,0.046805,0.0468847,0.0690875,0.0428426,0.0057971,0.0421202,0.139524,0.0446336,0.0862815,0.0882778,0.047048,0.0398521,0.00284091,0.0325661,0.0208746,0.00235294,0.00235294,0.1465,0.134661
23.csv,0.158095,0.158095,0.166081,0.166025,0.173238,0.169793,0.159995,0.160649,0.174703,0.171856,0.217304,0.273433,0.158669,0.433137,0.0571635,0.353014,1,0.909091,0.541213,0.372555,0.462555,0.00802139,0.322186,0.158095,0.405722,0.0147528,0.0149355,0.0344946,0.335525,0.0704509,0.333855,0.0123737,0.012963,0.0198254,0.158889,0.028085,0.0508922,0.0660035,0.114252,0.117155,0.0971756,0.1171,0.10876,0.120226,0.116208,0.149883,0.11424,0.11444,0.117645,0.116377,0.123058,0.124913,0.114134,0.125721,0.107878,0.057505,0.156445,0.0370806,0.0477803,0.0469066,0.0657057,0.0617274,0.0569698,0.0657125,0.0317009,0.00753055,0.0278721,0.158095,0.0309658,0.0759601,0.0825043,0.0445238,0.0379371,0,0.0241698,0.0195439,0.00235294,0.00235294,0.166,0.151093
24.csv,0.144348,0.144348,0.150982,0.150932,0.15749,0.154357,0.14545,0.146045,0.15882,0.156233,0.197549,0.248575,0.144872,0.393761,0.0519668,0.320922,0.909091,1,0.594252,0.403376,0.504419,0.00802139,0.351948,0.144348,0.442834,0.0147528,0.0149355,0.0344946,0.363736,0.0704509,0.35964,0.0123737,0.0123737,0.0189242,0.145072,0.0269148,0.0487717,0.0632533,0.110249,0.113031,0.0942641,0.112862,0.105014,0.115821,0.112017,0.13685,0.110211,0.11045,0.112744,0.112277,0.118557,0.120229,0.1099,0.115244,0.098888,0.0527129,0.142841,0.0339905,0.0437986,0.0429977,0.0604492,0.0567892,0.0524122,0.0602365,0.0291648,0.0069281,0.0256423,0.144348,0.0284885,0.0696301,0.0756289,0.0408135,0.0347757,0,0.023203,0.0187922,0.00226244,0.00226244,0.150909,0.138502
25.csv,0.22,0.22,0.230073,0.230023,0.232071,0.220119,0.215956,0.219014,0.23105,0.231857,0.137631,0.157024,0.220814,0.235374,0.0306815,0.236445,0.541213,0.594252,1,0.611728,0.436139,0.00831319,0.359669,0.22,0.396598,0.0161019,0.0159278,0.0359978,0.334888,0.0895034,0.31381,0.0107699,0.00925475,0.0167172,0.219333,0.0365964,0.0578473,0.0798898,0.161145,0.159099,0.128014,0.166058,0.146851,0.174766,0.159602,0.207446,0.148076,0.163491,0.157558,0.169931,0.187215,0.180824,0.169554,0.156552,0.138688,0.0542106,0.218606,0.0309906,0.0399399,0.0518211,0.0818084,0.0695078,0.0653822,0.0622509,0.0300319,0.00570574,0.0266129,0.22,0.0296986,0.0751203,0.107996,0.0475856,0.0496392,0.00612239,0.024959,0.0192378,0.00291005,0.00291005,0.23,0.21001
26.csv,0.134783,0.134783,0.140946,0.140932,0.144378,0.138637,0.132836,0.135297,0.143418,0.143982,0.113383,0.105455,0.13528,0.15972,0.0083779,0.149893,0.372555,0.403376,0.611728,1,0.278309,0.00787285,0.222494,0.134783,0.251865,0.0147528,0.0128655,0.0350701,0.232548,0.0853722,0.231152,0.0152711,0.0129984,0.0149488,0.134724,0.0402168,0.0515012,0.0670383,0.112585,0.110239,0.0907569,0.111931,0.104521,0.118396,0.114388,0.126809,0.107747,0.110806,0.105067,0.116054,0.122188,0.111875,0.106411,0.10533,0.08961,0.0400138,0.134252,0.02772,0.0312422,0.0407,0.0645981,0.0598135,0.0556581,0.0490955,0.0262843,0.00490196,0.0229264,0.134783,0.0265909,0.056447,0.0742835,0.0370515,0.0422322,0.00753055,0.0236004,0.0198931,0.00285714,0.00285714,0.140909,0.128567
27.csv,0.283043,0.283043,0.295982,0.295932,0.290589,0.267503,0.278376,0.279276,0.295525,0.28214,0.133112,0.133542,0.283527,0.200248,0.0264093,0.219566,0.462555,0.504419,0.436139,0.278309,1,0.0288033,0.699203,0.283043,0.878111,0.0389498,0.0181735,0.0438419,0.648757,0.228335,0.545031,0.0166536,0.0166536,0.0237992,0.284531,0.0234159,0.0420578,0.0758407,0.154039,0.152201,0.114976,0.178904,0.138193,0.186939,0.177656,0.269472,0.170187,0.178366,0.174989,0.182535,0.216718,0.204496,0.195869,0.16843,0.144701,0.0428509,0.280861,0.0269507,0.0393053,0.0498234,0.0766337,0.0680681,0.0607672,0.0577042,0.0307135,0.00826055,0.0243842,0.283043,0.0326587,0.079316,0.113086,0.0466935,0.0516717,0.00332863,0.0231052,0.0174146,0.00462476,0.00462476,0.295909,0.271628
28.csv,0.00826087,0.00826087,0.00863636,0.00863636,0.00898221,0.00852362,0.00840075,0.00798311,0.00898838,0.00751795,0,0.00757576,0.00829254,0.0121753,0,0.0121483,0.00802139,0.00802139,0.00831319,0.00787285,0.0288033,1,0.0201002,0.00826087,0.0252936,0.5,0,0.0272727,0.0265469,0.00757576,0.0341656,0,0,0,0.00844865,0.0104167,0.00694444,0.0119353,0.00774575,0.00698647,0.00604444,0.00761354,0.00747773,0.00733927,0.00696773,0.00788594,0.0078364,0.0071846,0.00569367,0.00751709,0.00746081,0.00776175,0.00680215,0.00622841,0.0103243,0.00520833,0.00835631,0,0,0.00520833,0.00266667,0,0,0.00378788,0.008,0.04,0,0.00826087,0,0.00520833,0.00287698,0,0,0,0,0,0,0,0.00863636,0.00815503
29.csv,0.404348,0.404348,0.422799,0.42275,0.40737,0.370898,0.393169,0.397976,0.412347,0.389209,0.117,0.100046,0.404464,0.139664,0.0183973,0.181143,0.322186,0.351948,0.359669,0.222494,0.699203,0.0201002,1,0.404348,0.652902,0.0289784,0.0170906,0.0441541,0.75743,0.180221,0.588979,0.0402005,0.0366831,0.0410389,0.405013,0.0256653,0.0466465,0.086458,0.199542,0.196513,0.140792,0.235976,0.182186,0.245559,0.234277,0.382379,0.220877,0.231108,0.225075,0.240951,0.303586,0.270389,0.262298,0.206437,0.18357,0.0458285,0.401585,0.0291916,0.0456069,0.0571575,0.088013,0.0756158,0.0682898,0.0645384,0.0333635,0.00667075,0.0278777,0.404348,0.0332065,0.0860787,0.134639,0.0537623,0.0590789,0.00663504,0.0223277,0.017192,0.0040472,0.0040472,0.422727,0.386921
3.csv,0.95444,0.969943,0.912097,0.911136,0.825714,0.732381,0.835238,0.830476,0.824286,0.769524,0.077619,0.052381,0.983542,0.0685714,0.00904762,0.139524,0.158095,0.144348,0.22,0.134783,0.283043,0.00826087,0.404348,1,0.295833,0.0165217,0.0165217,0.0404348,0.307826,0.09625,0.240435,0.0165217,0.0163636,0.0231818,0.960451,0.0275,0.0475,0.09875,0.274167,0.268333,0.186,0.354583,0.243333,0.36,0.3375,0.921892,0.302917,0.3368,0.308333,0.3612,0.5088,0.417083,0.40625,0.296522,0.271739,0.0573913,0.963519,0.036087,0.0508696,0.063913,0.110417,0.0866667,0.0754167,0.0765217,0.0345833,0.00708333,0.0283333,0.966629,0.0354167,0.109565,0.197826,0.0643478,0.073913,0.00695652,0.0272,0.0196154,0.00653846,0.00653846,0.918196,0.908245
30.csv,0.295833,0.295833,0.308765,0.308717,0.301458,0.277151,0.290043,0.291432,0.304982,0.289897,0.11894,0.117212,0.296378,0.175515,0.0231715,0.197394,0.405722,0.442834,0.396598,0.251865,0.878111,0.0252936,0.652902,0.295833,1,0.0355144,0.0173158,0.0434421,0.590005,0.222671,0.493895,0.014543,0.014543,0.0220676,0.296771,0.0215794,0.0429789,0.0771122,0.163421,0.161274,0.124405,0.190385,0.144886,0.196641,0.18725,0.281063,0.179116,0.187848,0.187621,0.192448,0.234081,0.219407,0.211926,0.175922,0.153226,0.0468402,0.293324,0.0301709,0.0424079,0.0534524,0.0805639,0.0726712,0.0659959,0.0614555,0.0313161,0.00864853,0.0233637,0.295833,0.0329531,0.0826193,0.11691,0.0494009,0.0540514,0.00305755,0.0241511,0.0168695,0.00419034,0.00419034,0.308696,0.283999
31.csv,0.0165217,0.0165217,0.0172727,0.0172727,0.0174376,0.0169959,0.0168015,0.0164254,0.0169672,0.0166041,0.00909091,0.012987,0.0165851,0.0164141,0,0.0195744,0.0147528,0.0147528,0.0161019,0.0147528,0.0389498,0.5,0.0289784,0.0165217,0.0355144,1,0.333333,0.201515,0.0368573,0.0201465,0.0410033,0,0,0,0.0168973,0.00833333,0.0119048,0.0170883,0.0109406,0.0114118,0.00864889,0.0117515,0.00835663,0.0154332,0.0146945,0.0157719,0.0145846,0.0151704,0.01214,0.0149933,0.0132701,0.0146586,0.012797,0.0122564,0.0159832,0.00983796,0.0167126,0.00694444,0.00520833,0.0138889,0.00735294,0.00571429,0.00307692,0.0072601,0.00666667,0.02,0,0.0165217,0.00666667,0.00767974,0.00735158,0.00462963,0.0107323,0,0.008,0.00961538,0.0192308,0.0192308,0.0172727,0.0163101
32.csv,0.0165217,0.0165217,0.0172727,0.0172727,0.0174266,0.0170209,0.0168015,0.0168939,0.0164566,0.0181699,0.0186869,0.0194805,0.0165851,0.0178571,0.0227273,0.0172794,0.0149355,0.0149355,0.0159278,0.0128655,0.0181735,0,0.0170906,0.0165217,0.0173158,0.333333,1,0.409091,0.0214962,0.026079,0.0166844,0,0,0,0.0168973,0,0.0119048,0.0111359,0.0105507,0.0120336,0.0125861,0.0108468,0.0080463,0.0163079,0.0129461,0.0157719,0.0125279,0.0160472,0.0141532,0.0165038,0.0138178,0.0145611,0.0140676,0.0140565,0.0122505,0.0144676,0.0167126,0.0138889,0.0104167,0.0134259,0.00720588,0.00857143,0.00615385,0.00795455,0.008,0,0.008,0.0165217,0.0133333,0.00575397,0.00896042,0.00925926,0.0145202,0.0208333,0.008,0.00961538,0.0192308,0.0192308,0.0172727,0.0163101
33.csv,0.0404348,0.0404348,0.0422727,0.0422727,0.0436767,0.0434903,0.041076,0.0412736,0.0422423,0.0430448,0.0364219,0.0227273,0.0400983,0.0245179,0.00909091,0.0369602,0.0344946,0.0344946,0.0359978,0.0350701,0.0438419,0.0272727,0.0441541,0.0404348,0.0434421,0.201515,0.409091,1,0.0504916,0.0323529,0.0367953,0,0,0.012987,0.0403052,0.0208333,0.0234848,0.0239087,0.0251569,0.0249917,0.02618,0.028842,0.0232871,0.0284499,0.0278238,0.0385513,0.0280021,0.0279327,0.034505,0.0314127,0.0324811,0.0355796,0.0337192,0.0302993,0.0289674,0.0224747,0.0399296,0.0202546,0.0238636,0.0206148,0.0165597,0.0165033,0.0125196,0.0275336,0.0333333,0.024,0.0207143,0.0404348,0.0177778,0.0229331,0.0262559,0.0145688,0.0211233,0.00833333,0.01,0.010989,0.00769231,0.00769231,0.0422727,0.0379978
34.csv,0.307826,0.307826,0.321891,0.321841,0.314607,0.29434,0.302157,0.305235,0.317861,0.304771,0.139963,0.128879,0.308332,0.165481,0.0242421,0.194057,0.335525,0.363736,0.334888,0.232548,0.648757,0.0265469,0.75743,0.307826,0.590005,0.0368573,0.0214962,0.0504916,1,0.181916,0.777555,0.0530938,0.0485455,0.0527006,0.310041,0.0268082,0.0453219,0.0822503,0.167534,0.168496,0.123222,0.198859,0.152556,0.206039,0.196036,0.291665,0.18805,0.194583,0.179761,0.201958,0.235857,0.214929,0.208829,0.170389,0.154704,0.041334,0.306977,0.0293563,0.0462197,0.0512509,0.0816947,0.0688424,0.0595479,0.0632916,0.0349229,0.00863141,0.0279549,0.307826,0.0316769,0.0847516,0.121796,0.0481014,0.0496492,0.0067719,0.0208059,0.01531,0.00334857,0.00334857,0.321818,0.296101
35.csv,0.09625,0.09625,0.100435,0.100435,0.0972379,0.0898269,0.0947537,0.0943168,0.0965073,0.102007,0.0520203,0.045267,0.0956636,0.0562307,0.0139353,0.0621086,0.0704509,0.0704509,0.0895034,0.0853722,0.228335,0.00757576,0.180221,0.09625,0.222671,0.0201465,0.026079,0.0323529,0.181916,1,0.14546,0.0201972,0.0201972,0.023019,0.0963751,0.0220982,0.0287793,0.0435501,0.0648491,0.0677456,0.0483423,0.0737775,0.0570019,0.0786566,0.0778066,0.0910635,0.0747679,0.0724757,0.0823759,0.0734362,0.0800354,0.0894973,0.0896655,0.0789718,0.0693664,0.0173367,0.0958821,0.00750613,0.0237385,0.0214042,0.0344267,0.0367661,0.0329817,0.0406809,0.0252059,0.0200466,0.0105,0.09625,0.0197059,0.0540945,0.0608033,0.0279083,0.0420139,0.00320513,0.0156667,0.00787546,0.00295858,0.00295858,0.100435,0.0931087
