,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4888,96,10,79,59,55,15,51,17,54,92,31,21,11,96,73,2,21,39,45,80
10231,80,69,27,76,47,66,68,92,98,2,63,96,12,81,60,2,14,44,61,63
11090,70,21,46,53,54,33,40,37,58,39,33,4,9,0,61,2,15,21,61,45
10848,81,88,62,9,3,81,27,70,99,25,25,59,43,43,35,2,58,34,2,70
10846,23,25,60,4,35,13,99,16,99,70,49,43,28,50,32,2,26,9,84,74
5451,44,43,15,94,46,84,88,47,65,14,54,40,24,15,73,2,33,1,33,38
11133,52,47,87,44,34,6,66,30,22,21,31,7,34,36,38,2,28,63,39,37
11257,94,71,60,85,30,79,96,18,22,41,4,99,35,34,92,2,22,70,0,10
11169,51,13,60,67,91,54,76,3,65,77,2,80,92,50,99,2,17,90,86,22
5300,20,80,15,97,25,32,10,19,46,25,60,77,47,75,65,3,37,30,93,92
10187,57,0,54,71,88,92,15,39,38,68,48,90,79,84,7,3,32,22,18,92
5102,84,70,97,37,93,90,34,42,25,93,69,90,66,62,84,3,53,52,93,11
4911,73,65,74,4,31,58,48,5,20,7,76,45,86,46,59,3,22,6,96,96
10147,59,61,5,11,63,45,65,15,28,64,62,14,43,55,3,3,4,33,32,77
11095,78,21,63,44,4,24,0,79,21,16,92,45,78,13,0,3,70,55,87,10
11026,18,21,66,33,46,28,19,8,24,40,47,45,8,38,50,4,0,67,84,83
11068,6,17,26,57,71,77,37,41,84,93,24,84,63,32,83,4,34,13,71,50
5008,78,22,84,21,41,68,51,22,62,18,25,53,38,47,86,4,23,8,4,0
11138,95,56,51,57,62,25,25,94,39,65,50,94,84,32,40,4,90,1,62,29
10011,76,58,30,65,9,59,33,91,49,15,2,26,4,1,88,4,44,48,83,68
11263,46,45,28,70,31,39,55,2,76,12,47,8,32,34,92,4,3,46,73,80
4837,41,21,22,95,27,25,87,28,32,59,21,68,74,51,67,4,93,9,64,88
10085,67,9,43,45,36,80,7,4,51,2,31,23,77,35,36,5,18,28,14,23
10170,76,39,97,18,54,47,85,48,33,63,28,99,21,15,93,5,92,1,23,89
10244,61,65,22,11,7,22,47,78,71,47,75,64,9,73,44,5,22,60,96,56
10979,46,91,44,65,28,11,97,65,18,25,93,35,92,26,60,5,28,70,37,84
11056,1,12,57,0,61,2,74,98,5,58,36,22,97,94,94,5,1,78,34,80
10216,67,40,72,20,53,44,31,91,96,31,43,66,89,43,41,5,82,29,49,41
11097,26,45,77,67,83,90,79,51,62,4,51,8,41,43,76,5,43,50,60,78
11084,3,84,47,37,1,20,55,24,97,19,9,30,62,8,34,5,84,17,98,20
10978,71,66,90,24,57,36,5,59,22,36,77,13,49,70,81,5,98,95,94,67
5242,24,24,27,44,50,49,55,53,48,7,57,49,64,72,85,5,36,23,70,42
4924,89,49,34,39,78,80,12,21,83,61,74,64,63,98,74,6,8,46,38,16
5288,27,81,53,18,76,27,16,43,75,32,79,7,73,39,30,6,33,53,94,60
10847,4,1,30,81,51,75,3,56,79,70,18,58,58,56,7,6,49,10,24,53
11167,18,67,78,92,2,84,80,27,41,81,71,26,70,85,91,6,62,97,16,75
5526,22,95,43,47,63,76,50,20,29,1,0,93,97,83,65,6,98,37,78,88
10893,51,79,56,20,28,10,20,67,42,35,16,86,38,37,3,6,88,66,77,43
10795,28,38,18,47,25,97,23,86,36,5,55,46,55,5,55,6,98,69,73,84
10038,96,52,23,84,6,39,81,32,8,68,7,24,33,55,13,7,17,47,5,70
11099,98,56,72,78,12,23,1,3,99,22,18,38,94,34,23,7,90,77,37,56
11165,2,68,99,73,21,87,2,21,50,86,93,66,10,38,38,7,29,85,64,63
10796,43,0,56,6,58,88,20,41,94,58,86,83,28,43,2,7,76,40,34,5
11151,11,77,79,85,15,88,96,9,65,81,71,55,6,7,32,7,21,18,69,7
10974,87,3,88,86,22,13,33,64,3,70,73,25,94,54,73,7,36,13,21,89
11276,25,19,10,57,69,70,48,41,87,6,4,27,51,65,66,7,11,45,2,91
10861,44,65,13,65,30,82,45,25,87,58,70,65,23,94,71,7,36,44,4,5
11094,15,0,68,95,86,97,82,82,64,42,11,45,63,96,98,7,77,7,0,5
5346,99,97,13,53,4,63,90,2,78,18,37,31,5,30,46,7,93,3,94,35
11091,39,10,65,17,78,86,28,15,69,58,9,36,12,73,55,7,66,66,4,63
5253,56,77,37,54,34,46,22,37,82,16,26,2,83,63,68,7,60,27,42,78
10772,25,80,18,79,0,4,75,57,34,42,51,12,57,27,90,7,81,5,83,43
10844,72,56,74,59,51,71,45,31,9,62,67,30,53,27,23,7,0,84,21,85
11004,37,57,43,72,6,66,60,16,50,94,83,73,17,38,76,7,47,16,41,53
10145,50,42,26,85,90,9,16,17,35,78,75,69,66,2,68,7,27,34,20,63
5135,75,90,72,11,59,34,66,92,99,22,91,17,51,53,63,7,58,43,2,11
4803,53,77,97,56,0,84,20,1,24,94,16,99,4,77,34,7,11,15,89,78
4977,51,62,13,15,41,17,66,82,20,53,99,8,55,89,47,7,68,6,10,60
11042,5,50,4,61,69,80,87,55,46,72,93,14,27,1,23,8,2,97,42,96
4962,9,27,98,0,28,41,30,27,78,68,73,92,86,24,37,8,63,19,42,96
4874,9,57,35,73,9,57,80,9,24,29,46,47,30,92,17,8,92,49,76,25
4904,43,1,41,56,11,31,78,37,47,60,6,29,63,2,38,8,94,14,61,24
5080,99,16,30,74,95,9,19,62,46,19,57,44,11,13,61,8,21,37,41,36
10757,91,36,89,69,90,97,90,7,54,14,26,29,9,24,46,8,2,18,47,52
4944,61,89,24,97,88,13,74,81,69,7,3,56,58,56,69,8,46,47,55,66
5115,49,56,52,73,23,72,33,93,20,98,54,43,73,92,28,8,19,49,83,3
5530,72,46,56,39,30,75,34,8,12,42,95,93,82,77,47,8,95,24,19,46
10749,67,64,53,32,57,14,34,25,95,91,10,43,42,70,97,9,67,60,72,68
5155,91,91,57,78,4,74,76,5,23,76,41,20,98,30,11,9,22,39,25,53
10949,71,14,76,87,74,99,82,45,59,88,53,74,8,30,70,9,56,18,36,95
11080,59,20,83,68,52,22,99,79,90,45,40,17,82,17,50,9,66,33,98,28
5310,56,26,93,30,22,57,35,57,40,79,53,7,84,39,95,9,9,0,89,93
11260,72,97,26,41,30,43,84,20,46,1,52,45,52,98,11,9,5,43,53,43
11262,93,27,37,92,82,30,81,50,62,55,14,44,24,73,20,9,35,66,54,75
4934,99,94,27,86,22,90,1,23,76,31,43,87,29,99,12,9,6,8,41,13
5367,84,89,22,14,91,86,74,44,49,3,10,72,28,78,54,10,64,41,28,1
11181,61,45,82,68,98,79,72,94,7,44,39,83,11,75,43,10,21,39,31,87
10854,92,40,24,97,7,16,48,22,30,62,85,18,1,9,92,10,95,70,62,68
5106,64,22,50,26,24,14,12,41,2,12,44,70,7,56,60,10,6,53,80,59
10241,29,86,2,84,72,9,96,27,22,99,87,4,40,9,83,10,37,10,50,73
11043,73,61,80,64,85,59,54,40,36,97,40,86,64,13,17,10,56,13,36,24
4949,72,11,64,94,23,20,50,66,31,43,70,25,42,68,86,11,48,4,62,30
5381,76,17,36,61,62,24,65,97,17,73,69,52,83,14,52,11,14,5,4,98
4847,87,40,95,55,58,65,40,77,37,54,11,59,14,97,64,11,59,48,9,47
10982,71,26,47,32,47,36,42,29,51,87,47,90,5,47,11,11,56,33,62,89
10740,68,22,14,62,26,35,77,12,58,70,86,70,8,43,8,11,51,87,74,61
11273,58,30,73,6,5,17,86,51,26,79,71,35,24,62,14,11,54,20,98,45
5357,59,72,65,70,71,74,86,94,36,48,20,52,20,47,73,11,22,15,46,57
10250,79,48,63,4,19,14,68,29,87,6,96,16,33,99,3,11,79,91,42,11
5276,66,27,94,27,75,59,69,63,28,63,89,91,23,6,64,11,50,32,45,89
11062,29,62,71,60,82,63,13,69,57,47,63,97,13,81,11,11,55,35,2,27
10823,56,53,59,0,59,38,25,47,37,93,61,11,63,71,52,11,4,70,13,75
10889,64,33,55,40,43,45,94,69,58,15,82,73,9,30,44,11,59,68,23,53
10269,28,26,25,83,59,11,50,84,35,91,48,78,51,47,48,11,89,36,1,12
10971,23,36,65,58,13,23,60,87,65,49,76,44,5,67,87,12,55,32,74,43
11241,91,34,86,69,74,66,42,91,45,0,54,7,97,31,52,12,36,29,30,7
4793,60,55,7,14,98,91,94,60,54,66,85,86,49,48,39,12,69,52,35,23
11220,34,30,56,78,54,99,53,12,63,71,91,76,64,3,18,12,24,25,47,94
11125,23,44,99,77,61,0,68,42,9,70,41,93,25,61,56,12,87,82,94,70
10021,30,54,6,44,41,46,5,38,91,71,79,83,97,24,26,12,81,14,70,5
4754,87,31,44,94,45,14,78,8,70,71,16,86,91,33,49,12,24,53,25,1
10944,36,98,28,60,95,97,38,40,75,50,78,56,14,21,56,12,53,68,49,0
4891,44,20,27,19,78,50,74,44,90,70,65,39,83,7,49,12,82,25,22,42
10732,71,78,45,53,76,94,82,71,35,66,52,45,87,33,51,12,32,50,62,3
10964,20,81,79,27,53,28,92,40,79,2,95,52,76,65,43,12,0,58,87,79
4817,57,77,95,74,71,37,47,54,37,87,60,60,14,28,57,12,66,4,88,39
5497,54,64,54,14,38,87,95,86,5,46,15,41,49,18,22,12,35,8,66,52
10163,75,84,31,28,96,51,5,26,30,59,57,47,61,54,67,12,85,84,64,72
4926,20,15,73,0,53,1,90,1,17,97,26,78,28,78,71,12,12,39,81,46
5212,6,58,78,24,79,4,14,10,40,75,36,17,41,49,18,13,53,26,67,23
11183,39,59,59,77,66,1,41,2,10,81,90,99,99,31,27,13,1,65,56,34
4952,4,10,90,34,93,13,50,30,26,32,23,92,37,44,61,13,68,23,71,55
11108,67,3,73,60,94,4,24,84,12,48,90,93,58,68,61,13,77,11,84,59
10815,31,56,8,32,8,42,58,41,94,68,91,75,62,44,43,13,44,92,43,24
10824,14,83,15,47,90,84,2,47,35,85,44,80,99,43,36,13,82,12,17,98
4751,58,24,63,90,45,28,68,19,91,69,30,42,58,18,41,13,45,12,63,51
5035,36,18,86,16,47,55,81,99,55,68,19,42,87,90,46,13,87,5,47,14
10019,14,50,30,65,83,90,62,89,11,81,14,4,73,5,37,13,69,1,43,69
5207,57,9,24,82,61,79,43,61,80,29,46,41,13,84,21,13,47,12,60,98
5185,10,26,90,22,46,71,43,83,33,0,46,61,34,49,18,14,39,4,68,56
11013,52,93,89,60,64,73,10,28,37,72,14,10,4,44,40,14,42,12,83,46
4772,22,78,28,20,98,93,8,0,84,14,19,28,67,83,19,14,63,15,38,66
11102,25,31,38,88,31,3,35,64,79,2,14,61,25,92,0,14,54,60,34,50
5306,66,25,44,98,13,94,36,52,21,59,12,39,26,63,82,14,49,20,48,26
11267,56,24,9,32,18,5,56,2,90,63,68,89,4,81,63,14,69,68,20,72
11191,55,78,91,97,30,47,87,86,1,80,41,58,98,9,19,14,66,33,57,39
4983,15,94,4,97,45,52,34,83,76,95,51,84,99,1,31,14,21,3,46,13
5378,55,83,16,12,75,42,92,88,45,36,75,14,10,51,8,14,1,40,41,14
10972,5,11,63,12,88,42,12,65,95,26,3,7,24,60,64,14,61,96,64,51
11252,41,61,20,16,78,80,90,11,85,43,64,75,35,5,45,14,0,39,27,3
10788,60,18,92,26,57,54,84,72,58,38,25,17,94,51,50,14,8,45,25,94
11060,6,81,49,69,69,82,69,74,27,61,16,1,90,88,39,14,54,50,58,93
5384,35,84,9,19,19,25,30,86,42,31,64,14,32,62,53,15,54,9,37,46
10967,82,55,53,10,50,98,73,93,21,66,65,69,97,10,41,15,86,48,3,23
5435,45,65,32,45,49,61,18,93,15,46,19,51,4,17,85,15,35,19,22,95
11053,66,98,49,6,74,71,91,53,49,83,73,0,41,85,65,15,54,83,97,84
5001,76,16,74,67,29,16,70,36,9,75,64,73,84,97,78,15,61,36,22,14
10883,76,48,65,18,28,22,16,44,1,70,25,67,45,5,28,15,45,10,58,51
4852,47,19,56,15,31,85,39,56,1,63,0,45,61,93,4,15,98,14,69,28
10961,57,71,92,86,81,62,1,76,39,77,29,3,86,0,16,16,60,39,98,4
5318,99,40,12,97,53,30,22,86,70,53,47,42,91,15,70,16,93,39,97,36
11023,14,52,6,1,68,23,59,91,21,22,75,67,21,44,51,16,26,44,40,71
5091,60,3,54,38,51,9,32,53,65,17,69,25,14,98,95,16,99,27,67,94
11064,54,33,86,87,84,23,14,57,25,71,86,23,9,70,48,16,68,30,23,78
5285,24,41,30,56,30,79,19,5,32,59,28,14,14,71,1,16,83,52,0,91
10130,52,8,13,67,26,33,36,88,20,91,91,9,82,28,21,16,92,69,44,72
11282,89,13,3,63,9,79,3,41,33,25,38,15,21,87,48,16,50,30,0,82
10773,62,66,39,10,1,9,45,46,50,42,33,52,46,32,79,16,98,13,0,86
11132,98,79,57,19,88,65,28,5,94,87,58,75,77,82,72,16,45,64,20,99
5159,96,11,0,33,15,60,84,86,57,12,14,82,45,17,87,16,14,53,56,1
10999,33,68,29,49,15,76,91,66,39,0,2,87,54,35,33,16,9,12,56,26
11200,44,83,89,22,3,79,28,40,48,15,88,5,75,7,99,17,75,32,19,11
5122,74,2,65,16,55,32,13,97,26,73,57,51,98,83,40,17,80,17,39,18
10879,69,90,63,49,71,54,44,55,69,13,22,68,80,14,89,17,86,51,84,64
11156,99,27,25,99,37,16,58,91,82,1,25,39,65,65,99,17,84,20,48,94
11227,16,76,21,63,14,97,80,40,64,1,2,67,91,19,22,17,23,60,86,61
5290,83,64,11,47,68,82,46,57,63,68,40,50,26,29,53,17,20,38,39,95
10822,8,53,73,35,30,21,21,71,64,24,20,12,66,16,18,17,16,74,8,6
4986,57,92,12,30,50,52,86,99,38,28,72,75,85,63,25,17,25,14,28,31
11092,99,91,68,93,64,38,35,45,47,41,70,74,60,58,24,17,26,56,23,18
5439,35,42,19,78,50,34,94,43,78,29,89,67,56,45,48,17,15,16,33,69
11085,90,39,78,67,29,21,74,69,18,24,75,87,10,10,4,18,56,29,8,67
5386,86,30,58,25,70,76,52,97,5,94,45,49,44,45,45,18,92,41,85,96
4744,14,89,86,90,45,93,16,59,72,59,33,84,11,19,92,18,75,44,10,22
10118,92,88,21,10,78,64,83,6,61,53,16,32,79,10,13,18,95,53,31,84
10134,98,69,48,73,28,84,76,2,28,17,97,40,86,45,84,18,46,85,17,1
10898,81,11,13,50,98,37,35,83,89,30,14,48,79,23,48,18,41,63,13,2
11098,88,34,31,4,64,5,10,53,48,38,12,99,23,52,60,18,32,5,94,82
11143,46,44,16,6,39,70,87,86,59,91,15,33,54,75,30,18,89,77,97,78
5523,38,97,22,10,36,4,48,4,22,18,34,51,1,44,13,18,26,19,47,7
11196,64,65,76,18,4,79,73,39,42,69,73,85,82,26,97,18,48,46,58,48
11031,40,15,58,17,29,29,45,98,5,75,1,89,45,49,62,18,71,44,61,98
10280,11,61,26,16,63,5,44,75,72,36,36,18,8,92,71,18,83,86,21,55
11233,13,98,84,42,21,67,59,85,77,35,47,61,3,0,47,19,58,8,24,50
10289,79,71,27,49,91,15,36,36,99,89,38,93,85,53,42,19,69,41,33,39
10175,75,63,16,68,15,30,11,77,4,68,60,30,91,80,27,19,64,76,14,97
5485,47,95,87,47,66,0,60,67,36,15,66,91,61,47,72,19,81,42,39,3
10108,4,54,28,35,79,85,3,16,4,74,89,4,1,49,59,19,39,17,21,82
10819,82,62,34,84,15,98,86,43,15,21,28,31,33,18,88,19,35,56,21,96
10199,37,2,93,14,11,71,92,17,54,67,27,28,24,24,52,19,17,67,15,64
5327,65,98,55,8,55,73,25,7,64,47,79,30,36,31,13,20,30,6,46,92
11055,25,88,42,51,47,61,2,88,61,54,27,90,23,39,20,20,99,40,5,6
10851,95,5,36,28,61,75,40,25,89,65,84,92,38,23,6,20,33,83,56,55
10274,53,62,16,71,37,0,33,2,51,54,89,21,75,50,16,20,89,90,35,54
5022,40,68,92,73,68,50,68,94,51,69,16,95,44,73,11,20,60,3,60,66
10951,53,19,50,34,10,28,71,3,98,81,1,57,72,53,63,20,3,58,2,96
11187,33,55,57,10,2,86,57,71,95,81,34,93,22,56,15,20,90,10,11,6
10197,25,96,38,9,88,89,96,41,53,46,79,77,80,43,7,20,43,40,87,49
4900,61,34,25,40,14,67,0,42,78,27,11,83,48,42,87,21,86,17,11,0
10840,43,82,60,32,87,35,51,42,74,9,31,62,3,80,12,21,39,76,25,27
10924,44,2,32,56,66,90,6,80,18,98,73,49,81,29,28,21,66,30,58,80
10769,87,0,42,81,43,87,64,33,4,36,31,50,39,14,48,21,10,99,11,93
11284,62,38,26,25,11,0,48,12,21,73,95,77,68,67,75,21,57,56,0,59
10806,72,48,8,45,39,84,18,88,26,24,78,61,22,27,79,21,32,95,41,96
5042,88,1,17,11,74,49,97,86,84,19,36,70,56,70,10,21,80,21,70,57
4801,40,63,56,50,68,61,47,81,58,44,60,23,24,6,41,21,51,49,88,37
5440,94,33,15,46,53,18,55,37,99,72,94,46,55,12,49,21,60,0,75,17
5432,88,72,6,5,70,69,15,65,89,54,92,90,22,21,70,22,52,5,3,20
10144,18,10,60,66,28,46,7,33,81,57,41,26,10,42,85,22,60,81,62,53
10808,65,62,6,44,93,33,97,80,38,20,75,39,9,47,36,22,78,98,84,77
4881,27,52,71,71,17,69,64,86,9,84,40,50,18,45,40,22,11,45,30,71
11223,51,2,5,16,14,23,80,72,18,99,8,50,99,25,89,22,12,90,36,65
10235,45,23,28,37,24,10,80,29,46,53,20,5,14,53,60,22,19,18,80,16
5009,56,85,91,11,23,93,10,52,96,40,77,24,28,12,16,22,9,8,71,36
11049,34,15,72,94,12,54,72,84,85,35,82,33,98,21,52,22,63,84,82,74
4805,39,16,91,19,82,89,42,31,52,36,45,94,48,7,78,23,6,8,50,5
10271,31,55,17,70,91,28,47,29,56,24,7,77,36,25,17,23,70,9,74,43
11261,89,96,29,50,32,66,74,7,82,72,14,70,67,77,55,23,89,79,46,76
11195,76,97,66,14,9,85,81,19,59,83,45,66,54,87,23,23,53,75,78,68
4921,23,26,59,41,8,12,81,13,8,2,35,54,37,23,92,23,25,27,78,69
10948,76,72,20,77,13,3,20,0,70,4,62,82,51,85,13,23,52,14,59,25
10102,3,31,95,73,61,45,78,93,63,14,94,27,34,41,39,23,61,32,41,20
11050,90,1,47,33,70,25,5,77,81,30,33,88,35,95,93,23,9,16,13,62
11186,87,30,90,19,44,75,31,95,43,12,72,68,51,11,38,23,25,72,3,19
11253,99,57,86,12,59,84,30,48,10,72,77,21,6,59,7,23,38,67,92,79
11018,41,87,8,53,0,40,72,40,79,46,68,89,69,30,30,24,3,94,32,55
5360,97,90,64,98,89,82,9,13,14,89,78,11,81,80,80,24,30,0,52,62
5005,53,96,61,33,67,74,16,59,22,49,46,0,63,98,45,24,13,35,6,32
10845,73,91,11,79,39,49,75,48,8,9,69,63,92,2,59,24,43,56,77,17
10114,48,42,71,78,20,58,47,24,2,45,94,22,52,94,83,24,13,73,45,11
10987,26,53,67,31,2,49,9,58,74,32,49,36,25,92,63,24,64,95,56,58
11126,39,34,45,26,49,92,59,5,55,63,18,74,25,43,14,24,35,8,5,37
10073,70,26,5,45,90,67,98,52,84,66,15,23,46,9,85,24,47,52,23,63
4788,57,29,72,92,83,81,45,32,51,9,35,58,73,55,73,24,91,20,90,90
11110,91,57,33,77,22,88,42,22,23,76,36,81,74,67,22,24,30,89,1,13
11285,37,47,70,68,40,56,95,85,2,81,63,5,92,38,29,25,85,71,27,53
5044,49,12,42,30,5,86,1,65,32,23,97,51,14,73,62,25,73,23,39,79
5046,71,56,61,45,10,32,66,73,49,93,53,18,39,93,23,25,37,45,38,70
10916,65,85,44,29,29,63,20,33,73,86,80,29,50,86,17,25,82,95,23,45
10748,83,32,45,69,75,97,55,29,70,72,22,72,33,73,90,25,82,31,78,66
4804,94,79,35,30,69,64,15,55,49,78,8,31,40,16,0,25,80,24,49,43
5011,51,47,96,27,7,87,85,60,61,34,18,41,0,8,31,25,58,6,98,30
10131,56,38,15,24,86,40,39,5,78,83,30,92,41,62,67,25,69,81,69,6
11039,84,32,29,44,31,66,36,55,72,57,70,12,6,50,77,25,18,40,64,76
4818,9,61,62,34,96,3,41,14,54,22,27,73,85,6,23,25,44,36,69,22
11164,12,9,39,42,82,75,19,44,38,84,23,36,46,31,6,25,92,21,99,45
11017,44,39,38,58,55,57,91,78,46,37,98,77,12,12,92,25,59,52,55,42
10127,19,57,30,21,89,75,82,38,78,23,18,1,23,47,84,26,50,46,97,51
4905,37,41,2,35,30,23,21,66,24,11,10,66,39,50,43,26,98,43,51,1
4816,86,57,89,19,89,3,82,80,25,41,30,45,84,13,31,26,97,16,11,25
10843,34,79,67,35,67,38,91,55,62,62,70,8,60,3,61,26,52,80,51,60
11073,46,20,66,6,35,47,32,55,36,55,16,73,60,37,87,26,37,75,41,43
10775,37,88,73,50,92,70,58,2,10,72,86,94,99,18,12,26,72,99,12,29
10940,6,77,84,54,60,93,50,15,90,46,37,32,1,53,71,26,86,72,23,27
10867,52,7,2,3,54,87,32,13,58,19,42,56,55,84,46,26,85,62,18,4
5492,45,23,28,98,37,76,37,97,45,83,54,34,26,52,34,26,89,38,55,26
4919,66,80,50,36,9,74,18,69,83,62,89,5,6,91,81,26,55,8,44,96
10873,28,93,57,60,66,71,97,48,61,56,14,67,41,62,6,27,12,92,26,35
11101,97,28,52,35,67,39,38,64,72,25,62,41,32,63,35,27,15,71,29,87
10977,65,13,0,61,42,39,96,23,48,91,72,65,4,41,49,27,15,19,73,85
10750,32,67,12,44,57,55,33,13,64,84,63,82,64,23,3,27,97,24,89,44
10947,18,61,66,8,26,91,27,92,42,93,10,49,87,85,85,27,24,5,19,32
11234,49,40,84,78,38,87,88,60,22,93,66,80,97,19,2,27,45,50,86,13
10871,14,32,49,52,60,33,43,10,96,74,83,99,0,73,93,27,54,28,0,66
5200,1,78,49,27,27,64,32,54,26,59,83,59,24,74,11,27,64,14,4,2
5471,63,2,80,59,74,12,20,10,96,70,75,62,27,36,36,27,97,9,75,78
10909,95,62,13,95,68,27,74,92,60,64,42,10,49,32,71,27,31,51,27,57
5431,49,69,86,50,62,56,58,73,30,7,13,10,69,92,94,27,87,40,87,41
10969,40,57,61,7,31,11,9,85,86,84,98,2,91,31,77,27,34,20,1,96
11162,81,1,5,14,13,17,74,19,40,75,86,20,64,25,87,27,47,38,25,41
10832,43,27,69,14,42,58,2,18,41,78,93,3,86,78,68,27,23,13,23,4
11286,18,85,87,61,88,21,26,21,6,0,62,56,76,77,67,28,74,11,59,22
5227,61,28,57,75,51,57,57,45,26,92,34,6,60,5,41,28,75,12,67,2
10229,32,37,50,44,26,97,9,81,80,24,13,25,84,34,66,28,33,62,76,11
4940,97,62,94,8,32,3,26,77,90,6,94,85,22,54,86,28,9,6,37,74
11025,97,24,53,40,98,84,61,58,56,68,78,85,55,68,46,28,97,38,24,33
5348,22,16,33,52,0,97,20,24,32,25,60,64,87,63,2,28,0,10,54,38
10996,43,84,94,62,82,1,63,36,42,12,98,47,51,77,1,28,46,22,69,67
10781,82,59,58,26,31,2,98,48,79,67,13,58,41,1,11,28,35,3,96,36
5299,59,64,13,56,36,77,24,48,49,89,62,91,87,37,17,28,95,3,2,62
10966,15,46,6,94,43,94,5,98,36,57,35,77,28,63,70,28,91,42,94,81
10939,82,30,57,52,89,96,20,55,65,31,63,85,50,39,76,29,65,79,29,34
10841,56,8,59,31,51,54,24,0,26,72,48,0,69,64,47,29,17,31,52,54
11075,43,54,90,24,42,8,56,61,32,36,45,52,53,86,74,29,19,78,69,92
10288,67,61,70,9,56,99,47,43,96,65,29,59,84,71,26,29,35,87,25,35
5491,93,82,17,61,77,59,29,57,73,17,14,37,59,4,13,29,44,51,92,78
4858,30,57,64,53,49,46,46,99,56,57,99,21,25,46,33,29,51,35,82,89
11230,42,41,88,78,54,99,50,38,71,28,63,82,62,84,3,29,99,85,16,77
5030,99,62,30,79,57,5,86,85,57,0,57,53,71,52,62,29,72,42,83,95
11208,37,23,16,15,76,16,46,98,32,56,37,12,22,42,89,30,88,85,81,32
10746,36,4,50,33,84,14,0,89,4,22,15,67,17,1,11,30,93,5,3,5
5063,58,67,0,65,57,13,38,98,24,21,74,16,12,90,93,30,62,17,59,63
10833,30,74,78,60,34,44,80,47,16,27,13,63,48,36,2,30,83,5,32,48
11193,10,18,24,28,23,93,93,1,73,38,13,47,76,85,82,30,17,11,4,38
4923,26,59,48,42,20,68,54,73,81,45,78,68,48,84,61,30,76,29,27,7
10735,2,26,51,9,31,28,7,45,98,46,39,59,55,84,47,30,57,22,70,15
5544,84,5,55,58,60,86,14,52,67,29,60,83,77,56,42,30,97,50,20,98
10885,54,10,72,78,71,46,79,47,24,18,85,58,88,54,91,30,76,19,94,21
11074,70,17,72,46,23,7,47,81,29,80,45,89,21,77,28,30,4,96,30,56
5053,79,61,0,3,92,5,22,65,85,83,38,7,85,65,48,30,23,9,82,37
10859,93,83,37,22,76,53,97,2,89,52,17,51,56,91,49,31,54,80,13,99
4773,78,30,8,34,67,15,25,2,3,59,70,63,61,22,37,31,13,35,31,45
11022,54,63,89,68,56,11,47,74,26,22,24,92,98,28,80,31,86,74,97,13
10181,48,56,39,69,74,71,38,85,77,98,32,95,44,54,91,31,85,31,17,46
5292,27,69,3,50,59,34,47,66,48,93,4,12,96,78,52,31,46,38,19,90
11009,87,96,92,82,16,49,26,25,19,94,99,47,90,98,23,31,95,49,62,61
