,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
5185,10,26,90,22,46,71,43,83,33,0,46,61,34,49,18,14,39,4,68,56
5475,39,88,58,86,82,49,51,20,20,34,39,55,29,12,15,94,96,4,34,3
5499,44,98,13,9,69,62,95,18,83,64,76,23,36,36,68,58,58,4,81,28
4761,59,88,94,95,62,45,2,67,57,25,6,29,29,74,81,81,72,5,21,34
4947,82,0,30,62,56,86,92,77,42,10,38,79,30,74,96,72,95,5,74,50
5035,36,18,86,16,47,55,81,99,55,68,19,42,87,90,46,13,87,5,47,14
5218,52,12,55,15,28,19,73,95,97,83,56,1,74,26,99,86,80,5,44,99
5381,76,17,36,61,62,24,65,97,17,73,69,52,83,14,52,11,14,5,4,98
5401,74,50,32,9,41,1,91,51,47,23,19,62,19,76,72,97,81,5,23,74
5432,88,72,6,5,70,69,15,65,89,54,92,90,22,21,70,22,52,5,3,20
4911,73,65,74,4,31,58,48,5,20,7,76,45,86,46,59,3,22,6,96,96
4940,97,62,94,8,32,3,26,77,90,6,94,85,22,54,86,28,9,6,37,74
4977,51,62,13,15,41,17,66,82,20,53,99,8,55,89,47,7,68,6,10,60
5011,51,47,96,27,7,87,85,60,61,34,18,41,0,8,31,25,58,6,98,30
5327,65,98,55,8,55,73,25,7,64,47,79,30,36,31,13,20,30,6,46,92
10046,16,43,85,27,52,76,47,26,25,46,7,34,96,57,7,41,80,6,41,86
10083,68,63,42,15,63,54,80,55,92,45,98,80,5,68,17,39,29,6,54,93
4819,37,10,12,31,32,44,47,14,20,44,25,24,97,75,40,89,14,7,10,33
5050,87,89,66,1,23,88,87,45,4,53,29,83,93,48,57,93,75,7,75,14
5051,87,29,93,42,93,20,2,48,67,81,42,33,40,65,52,67,85,7,4,57
5151,89,66,52,14,97,45,53,20,34,63,49,51,83,20,82,54,20,7,22,51
10025,72,35,34,62,84,25,37,41,28,77,68,33,6,2,3,87,70,7,31,26
10031,23,99,79,47,26,37,85,72,82,83,64,8,88,93,47,33,73,7,85,78
4805,39,16,91,19,82,89,42,31,52,36,45,94,48,7,78,23,6,8,50,5
4919,66,80,50,36,9,74,18,69,83,62,89,5,6,91,81,26,55,8,44,96
4934,99,94,27,86,22,90,1,23,76,31,43,87,29,99,12,9,6,8,41,13
5008,78,22,84,21,41,68,51,22,62,18,25,53,38,47,86,4,23,8,4,0
5009,56,85,91,11,23,93,10,52,96,40,77,24,28,12,16,22,9,8,71,36
5214,93,92,2,1,25,51,92,89,46,97,97,39,13,34,80,48,7,8,43,64
5273,34,67,7,85,41,40,12,38,74,7,16,23,1,67,21,66,3,8,77,43
5363,35,59,62,17,96,85,19,78,78,34,94,31,62,73,69,40,26,8,82,98
5442,77,13,54,30,7,79,14,27,71,83,4,72,99,57,8,53,94,8,51,91
5497,54,64,54,14,38,87,95,86,5,46,15,41,49,18,22,12,35,8,66,52
4837,41,21,22,95,27,25,87,28,32,59,21,68,74,51,67,4,93,9,64,88
5053,79,61,0,3,92,5,22,65,85,83,38,7,85,65,48,30,23,9,82,37
5384,35,84,9,19,19,25,30,86,42,31,64,14,32,62,53,15,54,9,37,46
5458,49,95,34,95,49,17,80,17,83,82,49,65,81,43,23,94,91,9,68,61
5462,17,45,81,73,38,21,10,56,12,16,87,27,89,55,21,52,40,9,34,27
5471,63,2,80,59,74,12,20,10,96,70,75,62,27,36,36,27,97,9,75,78
4862,14,52,91,74,69,85,75,38,86,23,99,6,7,6,76,54,42,10,34,83
5222,55,2,7,41,4,36,97,13,28,92,69,72,13,82,86,87,74,10,68,61
5348,22,16,33,52,0,97,20,24,32,25,60,64,87,63,2,28,0,10,54,38
5489,91,56,76,83,31,99,3,26,65,44,26,12,51,62,69,0,17,10,2,55
4758,83,20,46,54,88,35,20,73,65,61,15,41,33,82,1,36,39,11,24,33
4859,91,20,54,69,6,99,46,4,51,65,72,70,5,58,56,80,91,11,11,28
5019,65,57,22,4,65,68,58,95,30,39,88,73,33,17,40,62,47,11,77,39
5055,87,21,12,77,47,13,19,71,87,18,44,96,75,25,8,62,90,11,22,99
5230,82,56,35,43,42,57,73,65,36,27,68,45,36,39,20,92,31,11,10,1
5396,67,6,87,85,42,7,92,3,67,12,12,61,33,31,67,37,11,11,53,67
4751,58,24,63,90,45,28,68,19,91,69,30,42,58,18,41,13,45,12,63,51
5032,54,55,2,9,28,17,28,13,93,42,68,93,96,87,61,60,28,12,76,65
5099,86,70,7,92,21,53,14,59,83,28,55,92,23,65,51,63,84,12,12,2
5184,8,37,77,10,42,46,86,38,3,7,3,97,79,34,15,38,12,12,71,40
5207,57,9,24,82,61,79,43,61,80,29,46,41,13,84,21,13,47,12,60,98
5227,61,28,57,75,51,57,57,45,26,92,34,6,60,5,41,28,75,12,67,2
5356,28,74,69,44,12,86,54,12,79,30,64,44,71,97,95,90,40,12,36,63
5459,16,81,67,2,34,38,71,9,47,68,36,77,19,68,44,33,88,12,7,38
5105,62,59,52,1,79,34,68,44,83,64,61,35,78,96,25,97,67,13,57,44
5281,61,3,99,57,56,38,43,43,37,3,43,46,99,68,30,79,80,13,84,39
5294,52,72,3,58,60,67,11,0,69,1,85,32,4,34,17,42,27,13,59,64
5481,5,30,7,39,61,73,17,20,36,95,87,35,26,69,37,81,55,13,43,70
10037,48,97,85,41,49,36,69,89,62,9,78,14,38,33,7,75,28,13,12,82
4836,78,76,50,60,49,79,87,35,82,5,71,31,53,30,8,90,85,14,38,24
4852,47,19,56,15,31,85,39,56,1,63,0,45,61,93,4,15,98,14,69,28
4904,43,1,41,56,11,31,78,37,47,60,6,29,63,2,38,8,94,14,61,24
4986,57,92,12,30,50,52,86,99,38,28,72,75,85,63,25,17,25,14,28,31
5082,74,66,18,97,59,99,42,77,22,26,31,78,1,87,1,40,47,14,86,14
5176,62,39,31,27,32,42,45,96,58,87,99,78,13,68,40,99,44,14,47,84
5200,1,78,49,27,27,64,32,54,26,59,83,59,24,74,11,27,64,14,4,2
5324,9,6,32,44,94,64,48,18,65,68,23,13,19,97,80,52,88,14,1,22
5330,23,57,11,76,81,82,15,99,14,44,14,79,31,72,85,69,77,14,73,67
5420,75,96,52,17,17,68,9,95,86,26,61,91,84,58,66,91,61,14,32,94
5521,26,58,48,0,52,37,52,71,61,93,40,91,12,77,59,57,15,14,10,13
5540,48,93,72,22,44,87,24,58,22,86,20,85,25,70,95,31,59,14,65,35
10021,30,54,6,44,41,46,5,38,91,71,79,83,97,24,26,12,81,14,70,5
4772,22,78,28,20,98,93,8,0,84,14,19,28,67,83,19,14,63,15,38,66
4803,53,77,97,56,0,84,20,1,24,94,16,99,4,77,34,7,11,15,89,78
5061,69,37,69,22,7,58,34,54,41,21,25,11,49,38,2,97,80,15,87,84
5251,15,25,18,16,98,14,96,97,5,79,71,35,99,46,16,60,15,15,56,94
5357,59,72,65,70,71,74,86,94,36,48,20,52,20,47,73,11,22,15,46,57
4816,86,57,89,19,89,3,82,80,25,41,30,45,84,13,31,26,97,16,11,25
5165,36,14,75,23,56,17,37,41,67,24,2,16,35,85,62,48,27,16,39,7
5388,82,18,22,81,22,26,81,55,54,4,67,80,48,67,44,57,32,16,12,34
5403,74,97,67,94,18,39,73,80,25,23,19,65,24,56,27,39,8,16,7,9
5439,35,42,19,78,50,34,94,43,78,29,89,67,56,45,48,17,15,16,33,69
5448,2,28,69,13,42,84,7,5,55,17,83,65,18,20,69,0,96,16,54,1
4900,61,34,25,40,14,67,0,42,78,27,11,83,48,42,87,21,86,17,11,0
5063,58,67,0,65,57,13,38,98,24,21,74,16,12,90,93,30,62,17,59,63
5113,63,90,62,15,45,10,42,59,15,89,70,26,30,55,68,66,95,17,77,91
5122,74,2,65,16,55,32,13,97,26,73,57,51,98,83,40,17,80,17,39,18
5446,65,3,95,6,39,93,21,95,43,13,9,46,83,13,38,44,10,17,2,14
5513,37,37,45,20,99,30,74,51,59,7,76,84,56,98,57,98,42,17,2,41
5543,66,99,87,42,62,99,38,91,4,57,86,90,61,77,32,1,47,17,49,34
4856,56,59,69,54,5,27,93,15,75,17,42,40,6,22,26,57,83,18,56,96
5097,31,57,93,56,27,70,55,44,84,43,79,32,93,5,50,83,54,18,43,24
5175,0,12,56,38,87,88,41,18,46,72,89,84,15,53,67,77,74,18,28,32
10042,16,14,59,10,96,76,48,2,8,17,15,4,4,59,45,76,94,18,95,75
4962,9,27,98,0,28,41,30,27,78,68,73,92,86,24,37,8,63,19,42,96
5262,31,3,93,10,15,4,90,61,9,97,98,29,34,55,72,79,10,19,60,53
5435,45,65,32,45,49,61,18,93,15,46,19,51,4,17,85,15,35,19,22,95
5523,38,97,22,10,36,4,48,4,22,18,34,51,1,44,13,18,26,19,47,7
4788,57,29,72,92,83,81,45,32,51,9,35,58,73,55,73,24,91,20,90,90
5208,67,33,86,70,52,82,6,48,58,3,41,49,83,57,88,68,17,20,98,53
5306,66,25,44,98,13,94,36,52,21,59,12,39,26,63,82,14,49,20,48,26
5423,22,77,90,5,56,63,83,29,90,82,44,19,16,15,1,47,2,20,28,80
10039,87,32,83,19,61,59,91,52,99,56,79,69,0,18,59,73,77,20,4,67
4845,92,14,34,39,47,59,92,58,83,52,39,64,42,84,62,46,81,21,81,26
4906,78,42,69,50,10,80,87,18,49,9,20,46,8,90,84,59,64,21,75,67
5039,36,18,42,24,95,82,56,60,58,96,96,98,49,29,39,66,45,21,9,90
5042,88,1,17,11,74,49,97,86,84,19,36,70,56,70,10,21,80,21,70,57
5172,51,12,93,10,90,8,80,96,31,41,7,57,30,58,36,53,27,21,85,8
5203,49,46,86,29,68,26,91,99,62,16,47,10,5,7,76,41,63,21,70,65
5532,44,89,77,47,12,62,1,24,36,24,53,6,28,9,10,74,25,22,9,12
4952,4,10,90,34,93,13,50,30,26,32,23,92,37,44,61,13,68,23,71,55
5044,49,12,42,30,5,86,1,65,32,23,97,51,14,73,62,25,73,23,39,79
5150,5,68,29,95,25,12,66,68,44,65,90,42,2,59,21,81,89,23,23,20
5213,33,86,73,5,69,65,85,19,72,54,58,49,92,74,50,52,52,23,84,75
5224,51,44,77,35,35,3,83,49,38,82,65,89,40,86,10,96,11,23,62,68
5242,24,24,27,44,50,49,55,53,48,7,57,49,64,72,85,5,36,23,70,42
4804,94,79,35,30,69,64,15,55,49,78,8,31,40,16,0,25,80,24,49,43
4830,55,13,89,59,95,36,82,55,54,18,42,18,8,70,89,89,40,24,14,19
4877,30,45,59,85,21,37,86,3,77,92,3,33,40,42,8,2,47,24,17,24
4979,55,83,98,32,36,48,87,0,37,94,62,46,69,16,56,94,72,24,86,54
5031,93,6,32,90,22,94,15,31,10,61,13,60,87,15,15,70,7,24,38,78
5069,91,1,33,4,12,15,71,63,30,98,83,99,42,96,81,65,79,24,56,96
5530,72,46,56,39,30,75,34,8,12,42,95,93,82,77,47,8,95,24,19,46
4891,44,20,27,19,78,50,74,44,90,70,65,39,83,7,49,12,82,25,22,42
5169,33,79,8,66,88,23,26,58,17,14,5,17,61,19,31,82,39,25,33,23
5248,96,51,52,85,41,23,63,23,90,20,21,29,59,65,17,38,77,25,43,96
4951,27,91,72,79,29,75,68,32,2,26,55,40,97,73,36,55,46,26,18,80
5209,97,28,3,14,48,47,14,74,14,45,16,10,63,36,4,82,68,26,32,75
5212,6,58,78,24,79,4,14,10,40,75,36,17,41,49,18,13,53,26,67,23
5382,3,48,68,1,80,22,52,46,13,4,87,59,43,41,97,87,59,26,13,30
4738,49,98,19,31,70,12,47,61,36,39,24,76,75,43,88,75,40,27,22,74
4921,23,26,59,41,8,12,81,13,8,2,35,54,37,23,92,23,25,27,78,69
4933,65,79,68,23,38,43,1,15,77,82,95,95,88,79,41,59,96,27,81,22
5006,43,81,35,69,2,28,0,25,65,71,46,52,46,44,65,62,58,27,58,48
5013,28,58,62,54,9,16,46,61,84,83,36,59,17,62,40,65,65,27,27,46
5091,60,3,54,38,51,9,32,53,65,17,69,25,14,98,95,16,99,27,67,94
5253,56,77,37,54,34,46,22,37,82,16,26,2,83,63,68,7,60,27,42,78
10061,32,95,48,74,99,80,33,72,33,66,63,4,75,72,63,61,8,27,88,27
4992,49,57,31,78,10,67,39,20,64,84,45,24,19,62,28,49,8,28,61,92
5236,86,54,22,41,61,32,86,35,2,10,73,8,22,54,69,54,85,28,92,2
10085,67,9,43,45,36,80,7,4,51,2,31,23,77,35,36,5,18,28,14,23
4923,26,59,48,42,20,68,54,73,81,45,78,68,48,84,61,30,76,29,27,7
5147,69,65,5,20,96,5,78,69,18,93,27,81,36,55,89,93,52,29,29,70
5506,25,54,56,86,85,81,85,83,50,13,69,83,32,12,23,50,86,29,32,7
4782,69,61,54,75,58,70,18,90,42,4,93,83,22,44,2,68,67,30,41,37
4882,2,10,25,70,68,39,28,29,83,90,63,36,20,6,74,67,6,30,30,48
4897,3,32,95,24,33,35,7,86,91,19,22,40,55,92,57,41,25,30,27,68
5300,20,80,15,97,25,32,10,19,46,25,60,77,47,75,65,3,37,30,93,92
5342,63,72,58,57,69,59,36,50,6,71,2,61,25,10,68,63,18,30,78,87
5344,3,9,74,6,19,36,21,97,63,98,9,57,66,28,48,47,57,30,71,72
10009,14,46,38,59,30,84,78,10,81,55,49,95,17,46,61,47,26,30,37,23
10086,23,4,28,12,15,93,53,28,38,46,78,18,4,92,23,33,76,30,37,0
4956,25,64,96,46,89,3,19,18,96,90,45,56,62,46,74,97,19,31,51,12
5263,76,13,58,23,73,17,84,1,44,87,8,31,88,50,75,36,25,31,42,26
5351,92,60,87,97,32,85,5,44,13,75,86,4,57,43,12,51,95,31,93,5
5408,93,3,37,70,77,26,19,11,31,35,63,66,83,73,95,37,26,31,92,8
5438,85,50,10,88,36,77,36,67,43,19,26,4,95,2,68,35,18,31,8,18
5507,54,37,95,68,1,81,93,65,67,42,15,44,37,73,74,77,88,31,46,38
10049,96,90,33,96,28,13,3,57,65,9,62,24,48,45,42,51,70,31,44,28
4853,24,29,18,24,27,28,3,90,36,11,92,63,75,63,0,62,28,32,12,54
4930,1,81,73,8,25,15,18,63,61,55,40,14,98,64,40,71,86,32,20,68
5276,66,27,94,27,75,59,69,63,28,63,89,91,23,6,64,11,50,32,45,89
5371,24,66,45,74,47,78,81,17,65,39,94,39,31,23,7,51,27,32,49,98
10102,3,31,95,73,61,45,78,93,63,14,94,27,34,41,39,23,61,32,41,20
10048,24,39,49,28,52,23,44,99,17,74,89,46,19,19,8,72,99,33,86,98
4917,94,28,16,83,46,49,10,78,49,98,92,41,41,21,83,71,18,34,74,75
4973,52,69,77,53,42,32,76,26,23,5,8,10,83,26,23,93,32,34,48,71
5493,46,83,63,27,62,47,46,82,13,5,30,58,16,23,52,36,70,34,87,95
4773,78,30,8,34,67,15,25,2,3,59,70,63,61,22,37,31,13,35,31,45
4858,30,57,64,53,49,46,46,99,56,57,99,21,25,46,33,29,51,35,82,89
5005,53,96,61,33,67,74,16,59,22,49,46,0,63,98,45,24,13,35,6,32
5250,8,98,93,46,33,39,23,56,99,73,36,84,35,27,38,62,94,35,36,64
5422,24,46,86,98,22,39,12,30,72,54,33,50,14,78,98,95,5,35,72,39
4818,9,61,62,34,96,3,41,14,54,22,27,73,85,6,23,25,44,36,69,22
4887,83,19,81,47,53,37,44,84,41,11,81,13,63,41,80,75,78,36,60,15
5001,76,16,74,67,29,16,70,36,9,75,64,73,84,97,78,15,61,36,22,14
5416,54,82,22,96,72,50,59,23,99,2,86,20,80,28,57,45,3,36,61,23
5496,38,50,19,45,17,32,64,15,92,9,38,33,1,64,24,92,7,36,68,82
5501,89,62,70,3,31,22,40,3,1,38,56,10,41,4,52,86,95,36,10,95
5522,72,37,64,15,73,43,83,54,10,84,41,34,55,54,39,73,49,36,69,2
4743,16,34,47,70,4,69,53,90,16,51,79,75,69,37,85,1,16,37,52,31
4820,22,19,76,8,75,54,10,8,34,27,50,12,76,72,19,44,12,37,57,38
4885,4,11,95,11,11,46,41,74,35,63,44,45,68,97,59,64,63,37,98,25
4892,6,95,76,32,39,84,18,69,70,27,9,81,48,68,26,59,53,37,42,49
5080,99,16,30,74,95,9,19,62,46,19,57,44,11,13,61,8,21,37,41,36
5331,67,84,14,3,56,68,91,28,93,43,26,4,88,83,28,47,21,37,90,8
5526,22,95,43,47,63,76,50,20,29,1,0,93,97,83,65,6,98,37,78,88
5252,54,69,96,37,86,78,57,43,80,19,3,64,80,59,55,72,26,38,77,92
5256,40,18,39,26,87,49,33,59,64,33,82,30,84,21,10,67,28,38,39,90
5290,83,64,11,47,68,82,46,57,63,68,40,50,26,29,53,17,20,38,39,95
5292,27,69,3,50,59,34,47,66,48,93,4,12,96,78,52,31,46,38,19,90
5492,45,23,28,98,37,76,37,97,45,83,54,34,26,52,34,26,89,38,55,26
5511,58,80,86,63,83,23,24,6,23,41,71,2,96,29,87,58,56,38,7,19
10022,77,15,85,15,80,28,23,51,82,84,47,40,53,59,93,55,86,38,57,17
10068,94,86,13,22,0,88,78,86,84,85,83,44,2,98,44,74,64,38,80,11
4851,87,44,29,99,93,49,89,44,27,1,10,51,56,80,86,60,65,39,62,27
4883,16,70,52,14,12,18,8,68,85,9,67,7,80,18,59,89,38,39,60,49
4888,96,10,79,59,55,15,51,17,54,92,31,21,11,96,73,2,21,39,45,80
4926,20,15,73,0,53,1,90,1,17,97,26,78,28,78,71,12,12,39,81,46
5155,91,91,57,78,4,74,76,5,23,76,41,20,98,30,11,9,22,39,25,53
5318,99,40,12,97,53,30,22,86,70,53,47,42,91,15,70,16,93,39,97,36
5465,8,70,27,58,45,61,51,59,5,85,91,69,6,60,94,34,95,39,5,85
5542,49,33,22,10,68,68,70,39,36,87,4,74,44,99,67,91,6,39,21,10
10087,72,70,89,99,17,95,51,79,80,69,22,76,61,57,91,83,98,39,41,22
10094,50,82,95,54,0,78,36,61,87,54,52,12,58,5,55,98,36,39,83,84
4833,99,79,4,17,79,58,52,44,75,42,73,49,77,44,99,40,70,40,69,54
5020,5,99,25,66,54,63,18,13,22,55,75,78,44,79,59,78,51,40,85,81
5378,55,83,16,12,75,42,92,88,45,36,75,14,10,51,8,14,1,40,41,14
5431,49,69,86,50,62,56,58,73,30,7,13,10,69,92,94,27,87,40,87,41
5367,84,89,22,14,91,86,74,44,49,3,10,72,28,78,54,10,64,41,28,1
5386,86,30,58,25,70,76,52,97,5,94,45,49,44,45,45,18,92,41,85,96
5468,3,27,72,23,10,75,10,47,32,93,3,62,80,75,59,63,58,41,56,62
5030,99,62,30,79,57,5,86,85,57,0,57,53,71,52,62,29,72,42,83,95
5485,47,95,87,47,66,0,60,67,36,15,66,91,61,47,72,19,81,42,39,3
10080,89,41,85,87,50,89,5,9,29,72,60,71,15,5,50,45,36,42,37,42
4878,48,67,98,67,40,79,87,89,67,33,85,45,16,96,93,40,23,43,66,27
4905,37,41,2,35,30,23,21,66,24,11,10,66,39,50,43,26,98,43,51,1
5058,35,46,58,0,65,43,65,84,58,83,99,47,69,52,65,57,35,43,13,25
5135,75,90,72,11,59,34,66,92,99,22,91,17,51,53,63,7,58,43,2,11
10013,84,63,2,42,46,14,44,11,78,39,88,60,12,3,85,82,29,43,12,99
10105,82,96,42,23,70,96,0,50,5,18,63,82,38,9,99,81,55,43,82,75
4744,14,89,86,90,45,93,16,59,72,59,33,84,11,19,92,18,75,44,10,22
4840,44,23,45,74,21,24,18,88,21,61,31,66,1,45,77,1,84,44,37,90
4848,45,86,30,96,7,77,25,48,74,8,89,67,21,40,19,79,70,44,45,52
5016,27,21,97,22,68,70,92,21,89,32,22,66,47,92,86,1,48,44,29,71
5068,70,42,99,33,15,64,66,8,94,59,61,46,94,10,10,62,27,44,72,12
5411,58,11,18,81,17,91,92,38,83,73,7,17,89,2,93,61,34,44,70,8
4834,61,1,51,8,26,58,54,41,61,42,96,40,6,88,80,68,24,45,62,70
4881,27,52,71,71,17,69,64,86,9,84,40,50,18,45,40,22,11,45,30,71
5025,21,22,0,23,43,62,21,19,12,56,86,82,67,14,79,43,84,45,15,12
5046,71,56,61,45,10,32,66,73,49,93,53,18,39,93,23,25,37,45,38,70
4806,22,0,53,50,79,26,49,63,47,57,16,74,58,70,2,43,94,46,74,42
4924,89,49,34,39,78,80,12,21,83,61,74,64,63,98,74,6,8,46,38,16
5154,59,59,60,3,0,91,4,48,95,78,78,34,70,5,73,58,19,46,16,19
5421,96,23,94,27,22,16,99,60,54,26,79,9,99,96,25,45,44,46,87,75
5486,32,29,48,13,62,91,79,16,10,66,85,97,82,40,96,44,70,46,84,23
10093,46,10,49,54,28,24,3,69,65,65,52,82,82,7,69,76,68,46,72,7
4849,86,90,50,58,95,28,44,8,91,87,85,21,74,59,11,49,16,47,53,25
4916,63,2,69,74,46,15,17,64,81,23,85,94,99,92,80,54,17,47,51,89
4944,61,89,24,97,88,13,74,81,69,7,3,56,58,56,69,8,46,47,55,66
4968,42,75,25,16,16,1,85,43,87,53,83,77,25,0,3,49,36,47,13,95
5036,70,73,21,33,97,80,76,93,41,29,87,1,35,80,45,73,89,47,17,73
5149,87,27,43,10,2,50,37,77,82,54,79,8,47,74,48,70,13,47,16,29
10038,96,52,23,84,6,39,81,32,8,68,7,24,33,55,13,7,17,47,5,70
10071,27,90,59,39,59,78,65,27,0,33,10,38,95,35,49,44,59,47,49,72
4847,87,40,95,55,58,65,40,77,37,54,11,59,14,97,64,11,59,48,9,47
4948,95,80,21,54,19,51,16,44,51,65,42,25,77,56,22,51,4,48,23,62
4974,36,83,96,10,5,30,37,41,23,16,13,88,50,72,84,96,93,48,58,18
5065,58,39,59,9,94,57,8,91,73,99,29,79,94,15,23,89,87,48,30,86
5232,92,8,98,79,92,93,40,51,61,14,97,87,83,19,86,88,75,48,96,92
5425,4,28,79,53,73,94,23,64,52,49,13,86,31,74,2,94,68,48,17,91
10011,76,58,30,65,9,59,33,91,49,15,2,26,4,1,88,4,44,48,83,68
4801,40,63,56,50,68,61,47,81,58,44,60,23,24,6,41,21,51,49,88,37
4835,32,1,86,45,2,85,78,93,69,54,60,77,42,26,46,75,65,49,85,39
4874,9,57,35,73,9,57,80,9,24,29,46,47,30,92,17,8,92,49,76,25
5085,3,30,54,41,62,52,79,67,83,53,87,6,82,75,13,84,24,49,83,45
5115,49,56,52,73,23,72,33,93,20,98,54,43,73,92,28,8,19,49,83,3
10064,98,58,55,52,2,71,64,1,67,10,90,4,40,31,3,50,32,49,66,62
10070,9,74,81,7,90,17,42,30,99,34,10,63,51,72,61,64,66,49,69,75
4792,97,80,44,58,29,3,37,29,64,33,38,37,86,84,9,87,93,50,77,79
4931,23,20,49,72,52,64,12,5,47,12,23,96,59,55,77,73,72,50,76,51
5145,83,38,4,16,35,49,54,87,60,5,89,53,91,70,6,85,67,50,48,85
5544,84,5,55,58,60,86,14,52,67,29,60,83,77,56,42,30,97,50,20,98
4960,69,35,27,42,96,34,13,24,21,25,87,19,29,35,48,87,91,51,11,9
5041,90,32,71,30,63,20,79,68,34,79,53,1,55,21,78,72,35,51,18,36
5304,98,11,64,28,95,83,61,12,35,20,78,19,76,72,14,96,3,51,16,71
5427,37,54,42,18,93,71,71,88,83,45,29,81,59,87,82,93,93,51,50,92
5479,77,63,43,24,88,64,59,87,28,3,25,6,42,39,89,54,24,51,46,39
5491,93,82,17,61,77,59,29,57,73,17,14,37,59,4,13,29,44,51,92,78
4755,88,87,12,99,76,13,17,61,79,4,82,26,24,55,11,56,45,52,94,22
4784,57,32,27,67,49,97,17,5,33,6,49,79,25,14,70,63,55,52,31,76
4793,60,55,7,14,98,91,94,60,54,66,85,86,49,48,39,12,69,52,35,23
5102,84,70,97,37,93,90,34,42,25,93,69,90,66,62,84,3,53,52,93,11
5170,4,70,84,75,68,36,8,15,67,98,96,38,67,84,25,67,69,52,37,1
5204,17,91,56,84,61,5,7,74,55,10,23,21,81,37,19,61,7,52,58,73
5285,24,41,30,56,30,79,19,5,32,59,28,14,14,71,1,16,83,52,0,91
10073,70,26,5,45,90,67,98,52,84,66,15,23,46,9,85,24,47,52,23,63
4754,87,31,44,94,45,14,78,8,70,71,16,86,91,33,49,12,24,53,25,1
5106,64,22,50,26,24,14,12,41,2,12,44,70,7,56,60,10,6,53,80,59
5159,96,11,0,33,15,60,84,86,57,12,14,82,45,17,87,16,14,53,56,1
5288,27,81,53,18,76,27,16,43,75,32,79,7,73,39,30,6,33,53,94,60
5307,55,96,41,3,53,58,87,13,2,34,15,49,81,19,73,90,6,53,6,79
5315,91,92,78,97,90,68,47,34,71,84,50,60,8,9,39,83,98,53,41,12
