1661,9.0,19.0,13.0,0.0,27.0,22.0,36.0,9.0
1918,9.0,19.0,13.0,0.0,27.0,22.0,2.0,9.0
2183,9.0,20.0,13.0,0.0,26.0,22.0,2.0,9.0
2291,9.0,20.0,13.0,0.0,26.0,22.0,2.0,9.0
2379,13.0,20.0,13.0,0.0,15.0,22.0,2.0,9.0
2467,7.0,25.0,13.0,0.0,15.0,22.0,2.0,9.0
2912,7.0,15.0,8.0,0.0,15.0,22.0,2.0,39.0
3164,7.0,15.0,8.0,0.0,7.0,22.0,13.0,39.0
3631,7.0,15.0,8.0,0.0,7.0,22.0,13.0,39.0
3736,8.0,15.0,8.0,0.0,7.0,22.0,13.0,5.0
3745,8.0,15.0,8.0,0.0,7.0,22.0,17.0,5.0
3796,8.0,6.0,8.0,0.0,7.0,22.0,17.0,5.0
3883,8.0,6.0,8.0,0.0,2.0,22.0,17.0,5.0
3999,8.0,6.0,8.0,0.0,2.0,22.0,17.0,5.0
1287,30.0,3.0,35.0,0.0,3.0,24.0,26.0,11.0
1861,10.0,3.0,35.0,0.0,3.0,24.0,37.0,1.0
2006,10.0,9.0,35.0,0.0,3.0,24.0,37.0,1.0
2021,10.0,9.0,35.0,0.0,3.0,24.0,37.0,1.0
2091,10.0,9.0,35.0,0.0,3.0,24.0,34.0,1.0
2228,10.0,9.0,5.0,0.0,6.0,24.0,34.0,1.0
2322,10.0,9.0,5.0,0.0,6.0,24.0,34.0,1.0
2449,10.0,9.0,5.0,0.0,6.0,24.0,24.0,1.0
1763,1.0,0.0,0.0,0.0,19.0,28.0,27.0,7.0
1792,1.0,0.0,0.0,0.0,19.0,28.0,27.0,7.0
1869,1.0,0.0,0.0,0.0,19.0,28.0,38.0,7.0
1915,1.0,0.0,0.0,0.0,19.0,28.0,38.0,7.0
2115,0.0,0.0,0.0,0.0,19.0,28.0,38.0,7.0
2167,0.0,2.0,0.0,0.0,19.0,28.0,54.0,7.0
2489,0.0,9.0,0.0,0.0,19.0,28.0,54.0,7.0
2636,0.0,9.0,0.0,0.0,19.0,28.0,54.0,7.0
3787,25.0,7.0,1.0,0.0,11.0,28.0,5.0,17.0
4086,19.0,7.0,1.0,0.0,11.0,28.0,5.0,17.0
4154,19.0,7.0,27.0,0.0,11.0,28.0,5.0,17.0
4211,19.0,7.0,27.0,0.0,11.0,28.0,5.0,17.0
4309,19.0,7.0,27.0,0.0,11.0,28.0,5.0,16.0
4509,19.0,7.0,37.0,0.0,11.0,28.0,10.0,16.0
4700,19.0,7.0,30.0,0.0,11.0,28.0,10.0,16.0
4721,19.0,7.0,30.0,0.0,11.0,28.0,10.0,16.0
7593,15.0,17.0,0.0,0.0,4.0,28.0,7.0,11.0
7669,28.0,17.0,0.0,0.0,13.0,28.0,7.0,11.0
7717,19.0,17.0,0.0,0.0,13.0,28.0,7.0,11.0
7731,19.0,17.0,0.0,0.0,17.0,28.0,0.0,14.0
7756,19.0,17.0,16.0,0.0,17.0,28.0,0.0,14.0
7929,19.0,17.0,12.0,0.0,17.0,28.0,0.0,14.0
7939,19.0,17.0,7.0,0.0,17.0,28.0,0.0,14.0
8125,19.0,19.0,7.0,0.0,7.0,28.0,0.0,14.0
8287,20.0,5.0,7.0,0.0,7.0,28.0,0.0,14.0
8458,20.0,5.0,7.0,0.0,7.0,28.0,8.0,17.0
8489,20.0,5.0,7.0,0.0,7.0,28.0,8.0,17.0
8557,20.0,5.0,7.0,0.0,7.0,28.0,8.0,16.0
8701,20.0,5.0,10.0,0.0,7.0,28.0,8.0,16.0
8715,25.0,5.0,10.0,0.0,10.0,28.0,8.0,16.0
8719,25.0,5.0,10.0,0.0,10.0,28.0,9.0,16.0
8810,25.0,2.0,10.0,0.0,10.0,28.0,9.0,16.0
2138,5.0,11.0,17.0,0.0,7.0,29.0,9.0,16.0
2310,5.0,11.0,17.0,0.0,7.0,29.0,9.0,16.0
2317,5.0,11.0,17.0,0.0,7.0,29.0,9.0,16.0
2695,5.0,11.0,3.0,0.0,7.0,29.0,9.0,17.0
2708,5.0,11.0,3.0,0.0,11.0,29.0,9.0,5.0
2993,5.0,11.0,3.0,0.0,11.0,29.0,9.0,5.0
3051,12.0,11.0,3.0,0.0,11.0,29.0,9.0,5.0
3233,2.0,23.0,1.0,0.0,11.0,29.0,9.0,5.0
3342,1.0,2.0,3.0,0.0,27.0,30.0,2.0,0.0
3538,1.0,2.0,3.0,0.0,32.0,30.0,2.0,0.0
3926,19.0,2.0,3.0,0.0,0.0,30.0,2.0,0.0
3978,10.0,2.0,12.0,0.0,0.0,30.0,2.0,9.0
4014,10.0,2.0,12.0,0.0,0.0,30.0,2.0,9.0
4140,10.0,2.0,12.0,0.0,0.0,30.0,2.0,9.0
4217,2.0,15.0,12.0,0.0,0.0,30.0,2.0,6.0
4327,2.0,15.0,12.0,0.0,0.0,30.0,2.0,6.0
5076,3.0,1.0,19.0,0.0,1.0,30.0,7.0,0.0
5102,3.0,1.0,7.0,0.0,1.0,30.0,7.0,0.0
5109,3.0,1.0,7.0,0.0,1.0,30.0,7.0,0.0
5133,3.0,0.0,7.0,0.0,1.0,30.0,7.0,0.0
5201,3.0,0.0,7.0,0.0,1.0,30.0,7.0,0.0
5269,3.0,0.0,7.0,0.0,26.0,30.0,8.0,0.0
5389,3.0,0.0,7.0,0.0,26.0,30.0,8.0,0.0
5540,4.0,0.0,7.0,0.0,26.0,30.0,8.0,8.0
1991,1.0,4.0,14.0,0.0,14.0,35.0,6.0,39.0
2120,14.0,9.0,14.0,0.0,10.0,35.0,6.0,39.0
2151,14.0,9.0,14.0,0.0,10.0,35.0,6.0,39.0
2195,0.0,9.0,14.0,0.0,10.0,35.0,12.0,41.0
2200,0.0,35.0,14.0,0.0,10.0,35.0,12.0,41.0
2319,0.0,17.0,14.0,0.0,10.0,35.0,12.0,41.0
2528,0.0,17.0,14.0,0.0,8.0,35.0,12.0,41.0
3082,0.0,12.0,14.0,0.0,8.0,35.0,12.0,21.0
309,1.0,21.0,17.0,0.0,10.0,35.0,0.0,4.0
428,1.0,21.0,17.0,0.0,0.0,35.0,3.0,4.0
462,1.0,23.0,17.0,0.0,0.0,35.0,3.0,28.0
671,1.0,3.0,17.0,0.0,0.0,35.0,3.0,28.0
734,1.0,3.0,29.0,0.0,0.0,36.0,3.0,50.0
841,19.0,3.0,14.0,0.0,0.0,36.0,3.0,50.0
849,19.0,3.0,14.0,0.0,0.0,36.0,3.0,50.0
1000,19.0,3.0,4.0,0.0,0.0,36.0,3.0,58.0
1223,19.0,3.0,4.0,0.0,0.0,36.0,4.0,58.0
1341,1.0,3.0,4.0,0.0,1.0,36.0,4.0,58.0
1344,1.0,3.0,4.0,0.0,1.0,36.0,4.0,55.0
1533,1.0,4.0,4.0,0.0,1.0,36.0,4.0,34.0
1683,1.0,4.0,4.0,0.0,36.0,36.0,4.0,34.0
1938,1.0,10.0,4.0,0.0,2.0,36.0,4.0,34.0
8199,1.0,2.0,0.0,0.0,21.0,36.0,3.0,2.0
8411,1.0,2.0,0.0,0.0,21.0,36.0,3.0,2.0
