46,28,75,0,22,7,14,87,46,57,81,53,44,24,37,47,19,6859
320308,30,18,85,33,42,42,68,6,44,63,13,50,22,35,7,45,22
332619,77,76,28,58,47,67,33,38,62,78,43,80,46,67,29,63,69
5928,48,53,55,97,83,93,89,51,87,96,65,26,39,28,64,53,148877
320330,7,78,48,77,44,5,54,0,98,93,37,68,69,40,41,7,98
323572,18,13,10,3,44,5,48,33,37,39,97,63,87,31,16,58,24
45803,14,34,69,72,86,51,98,19,45,12,71,14,35,49,58,76,438976
51376,30,54,20,69,20,43,55,27,39,26,29,11,2,3,85,63,250047
323435,54,13,74,37,7,78,98,56,23,4,14,87,7,65,81,51,23
335613,64,48,92,33,36,74,55,1,70,45,71,50,37,68,86,57,77
7379,87,56,57,46,21,39,69,40,76,3,41,84,70,57,56,13,2197
48026,33,65,18,38,71,19,21,17,2,62,60,92,32,18,1,25,15625
321689,61,84,12,95,27,58,91,46,37,77,78,32,18,36,43,59,80
46390,9,98,29,27,78,8,3,10,65,18,35,87,87,62,5,50,125000
333547,32,75,46,67,42,98,20,54,47,52,97,96,53,1,20,4,84
42722,50,70,51,17,94,17,13,52,59,13,87,65,68,49,1,5,125
43269,72,58,50,13,15,32,87,21,31,28,99,55,80,34,2,79,493039
322054,61,2,10,86,31,58,42,25,76,43,87,36,55,16,35,86,32
4890,67,4,10,7,72,47,2,2,51,56,50,1,50,8,94,16,4096
48940,77,90,84,99,93,53,61,17,6,5,92,79,19,3,60,18,5832
320302,56,92,35,93,71,82,43,37,77,84,14,70,54,59,45,65,1
9020,84,52,87,53,79,30,96,14,87,44,0,42,9,13,11,67,300763
332864,99,99,7,24,48,88,7,62,11,70,34,94,77,0,14,64,9
334478,68,61,23,79,79,90,49,38,97,38,14,3,87,18,85,52,68
335190,42,17,59,98,10,75,15,91,48,85,8,49,9,29,30,47,20
333405,82,98,75,49,60,80,52,93,49,50,82,1,24,60,17,35,65
336224,44,89,33,11,18,92,78,26,75,66,48,17,54,18,61,14,64
334431,36,40,97,15,24,26,30,94,87,35,77,75,30,30,81,44,96
4189,66,73,40,99,83,8,61,49,27,38,81,34,75,64,78,5,125
7635,22,65,33,12,85,36,9,11,63,82,3,23,0,36,50,30,27000
6448,17,17,0,82,50,11,42,9,70,48,57,20,59,40,78,72,373248
573,60,38,88,14,76,73,52,40,95,80,31,56,34,37,79,97,912673
2741,58,42,59,5,75,85,94,17,37,8,88,50,98,5,56,39,59319
47579,64,90,18,60,8,66,13,13,87,11,97,15,65,57,25,63,250047
654,40,8,19,96,85,54,93,54,87,21,60,58,62,45,70,87,658503
336721,90,26,90,48,28,69,82,96,15,1,95,18,86,43,60,88,70
3231,82,47,14,76,41,27,80,52,38,95,44,89,57,66,5,3,27
334566,51,81,30,28,90,52,85,33,1,93,72,93,78,39,79,45,43
6373,56,66,66,33,44,95,34,8,38,24,95,35,27,10,13,62,238328
43712,63,69,9,14,61,65,57,1,26,48,88,32,75,26,90,17,4913
335450,8,10,45,96,85,6,63,91,16,32,49,87,51,52,94,81,41
335930,22,61,58,47,29,28,87,67,13,69,70,92,21,24,62,75,48
335980,43,20,34,67,15,19,41,20,87,97,77,23,7,11,6,80,88
332478,92,86,81,46,55,27,43,12,66,27,51,6,22,4,34,10,55
334434,29,47,36,55,51,84,85,66,86,98,54,65,10,40,91,63,27
333885,19,93,88,38,70,50,99,7,82,8,96,73,70,59,5,27,77
8431,34,34,41,80,63,77,62,22,65,73,73,44,28,67,71,20,8000
43145,92,82,24,55,27,44,52,54,80,76,29,40,33,65,50,35,42875
48915,24,18,42,8,99,54,39,19,15,11,91,93,78,30,1,45,91125
47390,49,64,66,61,72,66,99,4,60,91,40,6,39,70,10,60,216000
336333,66,21,3,27,52,48,94,94,21,78,93,84,40,8,99,6,47
7731,3,48,76,9,32,34,95,3,82,29,28,95,98,67,67,76,438976
42147,94,51,85,95,13,23,77,45,38,25,58,26,1,63,89,59,205379
332811,12,20,67,74,51,28,84,90,92,74,27,28,46,23,79,9,47
2683,1,17,0,49,77,15,80,49,53,66,64,7,11,53,45,13,2197
51995,42,91,49,53,6,60,65,37,84,14,56,93,23,0,35,12,1728
43570,54,85,35,91,82,5,63,21,45,20,70,79,48,48,0,2,8
616,74,19,61,23,10,90,14,30,30,53,96,25,90,44,86,13,2197
322228,48,77,27,35,51,62,8,30,46,27,59,35,1,50,15,18,54
42339,4,26,26,76,51,61,79,20,29,44,1,99,67,0,86,82,551368
335593,74,6,59,85,33,56,70,75,88,9,79,33,25,64,30,30,7
334997,92,43,29,56,30,2,98,11,86,22,96,38,8,19,70,4,87
44871,64,24,75,60,54,77,55,30,28,6,35,42,73,43,5,73,389017
335806,60,52,53,32,0,85,73,60,97,78,99,89,51,54,1,68,77
6010,88,33,22,3,62,98,44,50,31,0,87,82,80,59,36,45,91125
335195,42,58,9,79,13,24,57,75,4,75,40,55,74,56,30,62,98
9409,1,7,38,89,58,68,18,34,25,49,84,73,66,23,94,15,3375
332641,56,7,45,90,50,46,84,93,54,60,19,56,70,17,46,95,13
49194,82,84,44,88,42,58,1,11,66,74,69,55,40,54,87,88,681472
47062,90,17,28,19,47,95,46,11,67,41,85,62,29,0,44,42,74088
4856,59,41,24,66,33,27,26,54,53,20,60,53,63,38,69,44,85184
52616,8,98,39,98,9,60,34,51,10,66,77,77,67,36,7,38,54872
334130,75,45,84,78,54,51,0,85,62,29,49,83,8,33,77,73,51
41764,69,10,29,72,15,32,97,32,59,17,77,69,5,41,14,78,474552
321760,61,76,36,31,35,8,78,18,99,32,42,45,7,61,39,39,9
333007,3,82,47,18,46,14,83,22,2,81,87,15,64,28,37,78,52
334376,5,29,60,92,20,82,33,93,94,91,7,87,25,10,83,74,1
44325,41,24,29,42,95,59,26,51,70,66,89,64,85,27,20,95,857375
333412,17,9,71,74,12,69,58,79,32,93,63,99,72,40,43,27,30
336785,36,80,68,16,98,59,8,54,62,10,39,25,59,27,48,85,30
48272,45,96,27,31,47,39,7,44,61,27,51,79,0,57,88,80,512000
43187,81,6,81,71,90,70,72,37,56,35,26,17,18,67,44,59,205379
41848,3,11,56,56,37,13,13,54,25,64,22,60,39,27,74,67,300763
334193,75,69,86,74,66,90,31,91,64,23,41,18,58,45,7,78,59
333476,69,90,73,48,23,55,96,36,91,57,86,88,82,55,49,71,11
336372,56,82,8,97,86,54,80,93,75,12,44,52,13,2,71,61,53
336239,58,0,28,3,47,33,2,61,93,56,81,50,42,14,96,34,80
3045,61,15,33,99,11,87,31,6,72,24,49,30,87,15,87,29,24389
323591,25,68,18,40,19,71,7,10,11,76,99,52,49,6,0,38,45
1062,54,21,43,38,26,59,17,23,77,93,17,65,10,59,55,55,166375
6951,65,11,58,55,91,95,42,34,46,88,19,77,37,37,10,19,6859
335803,83,34,75,74,2,22,16,73,49,91,53,56,24,58,87,81,4
49097,94,1,77,62,53,31,80,34,10,35,22,11,79,23,95,3,27
6219,95,75,28,3,12,27,46,21,18,0,12,20,38,55,97,53,148877
43416,82,56,45,13,33,11,99,42,92,4,42,37,77,68,32,81,531441
333893,33,70,8,39,2,8,97,42,12,32,4,59,35,9,24,76,40
336604,34,46,92,3,1,99,1,10,13,74,40,41,64,32,73,32,82
334216,66,42,40,53,74,88,79,67,36,31,30,59,3,32,93,11,18
320348,79,81,73,90,35,52,10,40,23,85,79,46,20,61,26,52,73
321661,41,4,81,46,75,0,46,13,7,32,70,89,64,2,47,89,19
5451,23,58,8,66,26,35,70,28,56,86,38,58,73,59,88,52,140608
336730,10,52,51,71,41,80,61,23,75,71,40,95,29,69,94,38,92
41572,66,41,89,86,75,22,72,21,6,39,40,74,27,46,67,70,343000
334836,50,87,68,61,15,21,71,20,11,10,21,63,43,68,37,82,10
320325,19,80,75,29,72,29,9,17,42,39,64,37,85,3,76,88,6
44115,6,67,55,36,83,47,75,56,16,10,26,97,61,1,4,87,658503
43571,59,43,86,15,2,46,74,7,19,88,17,35,65,65,3,59,205379
334159,30,71,28,85,23,93,51,50,50,88,95,81,86,4,98,43,78
43907,41,39,53,9,12,50,84,30,11,74,66,57,21,22,12,73,389017
321226,49,46,35,2,39,19,60,9,17,89,43,72,99,16,74,77,89
334759,34,54,91,43,13,94,11,86,97,20,77,22,15,19,97,11,61
54383,24,95,27,23,60,2,18,1,16,91,43,42,74,38,94,44,85184
2295,81,40,11,7,57,68,56,12,72,22,75,36,85,46,87,79,493039
333985,8,73,80,72,74,93,12,5,81,36,25,54,90,6,90,14,14
333030,36,87,21,25,15,94,88,37,1,14,72,59,35,48,75,98,1
768,23,43,75,2,65,24,14,37,54,24,90,80,4,36,72,18,5832
335563,86,21,18,78,5,32,18,83,1,60,67,24,48,10,66,10,96
323364,54,85,70,41,84,55,62,52,89,25,16,75,50,53,77,6,48
8959,69,51,31,19,28,41,29,21,88,65,16,81,22,37,93,48,110592
334169,75,7,50,98,53,66,29,21,2,14,91,85,73,66,46,46,75
47383,46,22,46,64,89,30,19,34,98,54,8,54,59,20,53,3,27
42425,73,94,34,45,37,12,86,51,8,83,94,79,79,17,28,20,8000
1881,16,38,83,48,31,36,17,10,89,20,13,45,42,22,55,90,729000
50127,0,7,42,55,89,99,70,3,73,97,96,69,37,58,7,75,421875
44778,52,53,74,19,76,4,90,1,85,38,97,46,23,63,21,45,91125
9800,43,41,19,33,17,42,31,2,29,0,40,28,53,52,79,45,91125
336737,56,97,41,40,89,14,14,73,96,90,85,83,99,31,2,98,30
333782,74,36,23,36,13,3,82,34,1,70,17,79,88,13,95,0,45
4610,99,60,58,42,57,58,38,26,45,31,1,39,63,30,17,8,512
45536,41,68,58,65,39,73,97,14,1,24,45,38,17,65,6,7,343
49173,66,29,31,40,71,74,54,56,93,61,73,39,60,51,34,87,658503
47118,37,54,43,92,32,2,12,25,84,40,74,69,83,59,6,20,8000
334311,19,72,70,46,73,91,11,55,78,70,67,38,87,2,93,80,18
1542,17,25,52,41,87,84,80,35,46,56,76,0,31,55,18,24,13824
378,86,75,81,81,71,11,61,10,83,65,42,85,71,13,26,77,456533
578,75,46,71,21,68,75,21,13,56,42,49,32,19,18,13,87,658503
5379,63,21,59,19,59,57,60,50,89,63,45,90,72,9,40,45,91125
335653,10,31,60,33,68,40,31,84,22,63,78,38,43,20,41,6,3
45390,56,99,36,22,53,24,32,21,3,85,72,85,38,5,98,63,250047
8898,99,41,73,46,55,61,52,33,30,50,57,45,16,38,4,71,357911
52221,27,86,70,93,41,53,47,16,98,52,38,91,9,58,91,41,68921
44029,0,74,36,33,28,86,78,49,32,23,69,16,98,58,53,72,373248
5576,59,20,67,88,93,39,10,39,14,57,90,17,72,21,99,50,125000
333050,55,6,0,27,29,24,25,40,42,96,90,16,12,16,21,38,32
335536,85,96,44,72,21,28,86,42,48,15,71,37,85,13,29,66,25
334083,5,44,59,52,81,12,56,98,71,37,38,87,63,20,30,0,59
8754,9,86,58,70,13,11,59,32,73,49,28,64,73,24,89,84,592704
321725,26,12,58,46,46,33,85,0,57,96,23,26,31,49,74,45,23
333322,78,98,78,79,52,61,32,96,2,5,68,30,99,40,15,6,31
9591,34,78,78,45,49,82,33,27,26,55,98,58,25,11,78,53,148877
321983,8,33,47,31,28,5,5,17,28,20,68,58,45,19,66,14,17
43789,21,67,74,17,35,38,10,43,79,34,96,86,97,69,81,14,2744
2382,47,44,39,66,56,79,2,21,14,68,45,2,23,52,20,70,343000
47907,93,70,37,66,44,79,41,40,91,82,43,31,94,57,42,39,59319
7384,9,35,9,24,82,71,73,28,70,30,61,16,81,6,83,5,125
2381,77,12,4,42,73,41,76,55,64,42,48,20,57,53,77,51,132651
143,56,18,72,29,73,38,27,26,31,84,24,63,45,39,29,75,421875
333449,19,95,97,72,39,70,46,4,49,95,44,68,6,43,35,76,25
52214,49,37,5,36,8,49,77,56,78,88,66,66,12,58,46,70,343000
332590,22,13,52,9,22,94,55,49,24,75,57,41,4,34,82,54,36
323226,6,2,26,59,92,3,43,0,75,86,26,26,27,8,72,49,70
336490,63,1,56,67,16,64,16,70,13,92,40,32,0,49,39,71,81
335662,34,74,55,10,3,72,82,18,37,35,6,99,21,13,46,31,19
3156,62,82,36,95,72,52,61,8,24,34,39,4,92,35,32,22,10648
415,88,62,63,44,66,30,5,52,54,73,93,20,47,20,89,93,804357
332851,9,11,32,25,10,13,99,71,85,11,2,5,65,59,91,46,15
320231,78,22,9,57,59,59,53,4,40,8,87,25,69,38,14,3,49
335504,3,9,16,6,7,58,15,49,44,38,14,42,54,66,23,81,97
332912,46,45,19,57,21,16,0,14,61,95,81,77,4,23,88,9,92
44980,97,18,15,52,57,18,93,33,2,13,46,23,97,41,0,92,778688
323077,7,46,72,18,6,6,67,30,95,5,52,86,67,0,90,73,67
7304,88,71,10,23,25,60,52,8,34,24,81,7,10,4,39,42,74088
332756,78,3,5,30,32,4,57,81,18,76,12,54,11,70,88,46,5
332504,74,13,84,47,56,18,35,79,85,17,77,58,12,69,63,89,46
47183,19,28,7,67,10,37,26,10,6,87,15,36,96,43,1,86,636056
6614,73,67,77,99,48,77,66,47,56,91,64,97,85,24,85,64,262144
332515,70,83,84,86,76,80,94,66,44,80,29,26,4,8,28,46,79
335265,24,89,22,22,12,85,0,76,68,46,70,69,54,14,0,77,9
1206,99,94,30,6,61,20,92,35,52,71,46,5,32,31,60,99,970299
320939,36,30,79,34,12,61,37,44,40,94,73,75,64,62,56,53,5
5962,89,8,47,86,45,10,63,15,40,80,48,64,30,41,18,49,117649
333713,4,0,50,42,23,14,46,20,62,98,23,66,91,5,11,7,60
334738,34,50,54,86,41,51,95,6,33,20,79,21,39,38,92,77,9
43042,67,54,27,84,16,57,65,10,7,67,41,48,14,57,79,26,17576
336528,40,71,30,55,9,87,51,22,53,70,12,5,7,40,17,8,47
320628,38,34,50,59,44,30,59,10,4,6,4,98,47,12,30,83,35
332893,33,44,59,67,42,52,16,7,5,47,34,60,34,0,95,79,91
332677,88,74,63,30,20,82,15,53,38,11,58,59,64,37,15,67,98
3626,33,88,61,1,96,99,3,51,29,34,25,99,76,48,30,1,1
48713,42,77,3,87,95,24,33,52,89,83,30,51,96,20,4,76,438976
336272,0,77,71,64,72,36,64,48,81,60,1,52,65,49,83,77,51
303,65,36,61,50,40,18,30,22,58,86,56,94,93,54,45,76,438976
332991,20,31,61,76,40,84,72,79,57,52,36,68,87,8,97,88,27
5088,18,18,61,74,17,19,98,15,75,74,85,42,17,67,40,44,85184
44286,83,24,61,24,53,60,32,30,80,32,52,41,35,35,74,60,216000
322910,79,76,7,53,96,99,79,57,66,73,43,44,33,46,57,30,84
42809,61,18,49,83,63,40,95,13,40,5,46,0,97,62,33,43,79507
333170,25,94,28,48,25,97,27,59,82,59,86,10,47,62,47,94,43
322618,53,6,10,59,65,74,35,8,7,78,91,88,88,17,91,9,83
333957,39,8,65,0,28,71,90,94,78,51,69,18,83,66,73,15,75
320995,41,70,44,87,9,40,64,13,37,5,96,55,96,5,23,51,75
333719,16,85,68,20,64,22,59,59,26,46,9,99,90,14,7,75,59
46233,24,36,81,54,40,84,73,7,9,24,82,58,52,59,49,15,3375
335032,33,84,37,74,48,37,49,90,87,73,78,4,23,29,37,47,32
44716,79,0,82,15,17,40,84,2,33,72,9,46,89,52,9,42,74088
332878,85,13,50,79,1,77,72,79,56,75,84,96,63,39,80,65,6
47020,90,10,1,74,14,22,48,23,27,53,0,4,69,68,12,73,389017
47444,93,67,30,36,80,87,15,38,34,20,80,17,78,35,74,80,512000
333059,78,18,2,41,41,54,26,46,71,82,60,76,59,10,32,58,11
336548,99,75,55,78,88,53,88,87,74,73,66,66,73,36,1,34,17
54323,59,55,20,89,70,32,68,28,7,90,14,25,50,8,10,87,658503
53789,45,93,30,66,97,14,88,34,28,32,6,27,91,60,36,88,681472
46424,74,48,78,43,54,11,36,1,38,45,12,62,70,56,82,30,27000
46327,56,89,16,65,28,34,98,31,36,40,0,87,26,34,68,3,27
335389,96,23,63,34,95,83,44,40,4,58,17,79,0,35,93,52,14
334224,37,80,32,29,97,7,48,36,44,4,13,2,19,61,36,84,84
335833,35,68,48,35,77,49,86,5,9,88,65,2,18,6,10,33,38
1061,39,6,19,24,10,34,92,6,87,5,54,64,53,62,31,98,941192
977,77,13,8,66,25,62,15,24,5,53,57,54,27,58,26,45,91125
47101,85,32,42,65,96,66,85,33,35,55,82,81,59,27,99,2,8
334763,94,33,16,77,68,16,49,17,60,78,49,86,45,33,42,40,72
332992,75,50,29,35,26,11,36,88,90,60,5,59,15,60,76,45,7
334244,94,45,44,79,2,81,48,59,96,9,33,20,79,7,63,11,9
7183,7,33,7,17,67,38,22,8,82,77,99,88,54,56,73,4,64
335058,58,85,64,2,19,42,87,93,68,96,46,90,81,27,42,72,32
335958,7,72,97,98,74,31,61,23,14,77,36,98,76,51,51,82,47
334493,41,99,7,70,50,47,79,92,54,87,77,86,82,21,27,57,76
320135,92,2,27,93,6,66,70,51,73,86,61,8,34,70,48,95,99
47404,39,1,24,63,70,49,28,45,19,96,9,78,68,1,63,11,1331
334344,31,70,85,83,36,55,1,38,33,43,17,19,51,11,17,0,48
333988,97,23,72,39,93,40,99,27,72,4,36,71,24,66,81,97,74
333799,39,5,5,62,27,78,38,69,76,8,6,56,88,32,18,89,60
6425,99,27,86,40,60,42,10,49,7,74,18,46,2,8,60,75,421875
335626,32,28,53,75,44,49,36,7,10,41,35,26,40,42,84,13,83
332945,46,91,59,0,26,98,23,87,8,35,28,27,8,16,44,80,19
47610,87,2,72,86,4,14,55,20,37,18,71,13,17,3,63,50,125000
336684,75,80,25,31,30,94,86,13,65,92,13,11,75,68,32,35,95
44733,21,48,56,36,89,62,46,31,5,22,1,16,51,7,68,94,830584
8442,53,16,67,98,16,1,73,17,66,59,69,17,39,64,47,52,140608
42062,57,86,25,37,27,96,11,4,19,86,8,54,24,8,90,97,912673
43573,85,17,57,65,99,92,91,41,55,32,6,27,20,37,86,89,704969
335435,25,62,10,52,72,96,97,92,88,11,93,80,98,68,56,63,19
1673,8,92,79,9,61,62,50,39,10,22,15,43,26,17,60,23,12167
332924,59,50,29,97,4,40,14,69,36,21,45,29,95,61,22,92,80
5852,53,35,11,80,74,41,9,4,28,16,28,27,75,29,49,77,456533
46956,5,10,44,78,37,53,65,50,17,64,33,87,58,18,83,1,1
44866,91,40,81,71,42,10,53,5,25,40,42,8,4,28,17,69,328509
320085,23,99,32,27,84,24,12,44,20,74,74,54,79,28,24,35,64
335732,41,20,19,24,31,4,16,40,19,9,43,19,45,18,77,68,20
333710,39,29,12,90,34,33,55,16,9,98,17,43,69,70,40,80,94
336336,54,10,88,46,1,29,22,40,87,56,45,71,30,44,43,16,34
334945,38,91,40,23,79,22,89,34,89,17,58,31,92,2,82,71,66
3369,74,79,63,50,64,49,70,26,72,46,63,24,83,57,74,91,753571
44764,66,88,26,97,28,64,48,57,79,48,55,39,63,18,12,44,85184
54136,39,26,26,34,3,82,40,10,12,17,94,83,25,51,36,76,438976
968,10,47,1,75,22,95,57,31,45,28,29,1,84,22,2,90,729000
333816,46,13,29,8,46,76,90,7,0,34,13,98,7,39,16,49,13
50857,12,33,48,30,58,99,31,56,2,75,73,82,84,46,12,67,300763
332931,80,32,91,76,93,47,22,66,74,40,47,78,83,46,17,46,43
336854,36,10,61,87,20,85,46,32,19,2,70,62,84,43,94,37,94
50818,73,57,49,43,35,32,46,26,16,62,23,11,38,55,31,41,68921
46407,37,31,29,90,3,97,43,14,21,55,77,75,47,14,65,27,19683
322155,62,88,79,37,79,63,22,14,51,67,87,41,79,68,24,13,29
48055,58,53,56,79,81,61,55,47,56,18,97,9,13,70,69,70,343000
336213,72,7,96,33,14,22,97,91,85,57,82,70,3,38,45,47,74
332903,86,58,4,20,38,41,78,56,89,46,84,22,96,17,10,5,85
41864,1,18,51,63,0,99,20,4,33,19,16,49,67,29,65,58,195112
336024,53,71,29,32,24,13,49,66,28,73,78,63,69,3,39,9,7
334335,29,40,83,74,39,61,97,65,7,36,27,44,69,57,29,50,62
334453,61,29,24,56,77,45,90,6,43,32,10,46,0,6,18,97,6
332776,12,45,38,23,39,90,95,31,76,70,80,48,15,34,53,36,10
47079,57,32,33,32,70,34,57,13,48,65,94,9,29,37,72,69,328509
336073,54,45,57,3,25,22,97,63,7,56,47,42,59,48,48,51,45
5819,68,44,59,93,35,85,68,4,31,93,41,15,87,33,0,22,10648
1208,40,94,8,52,81,60,41,6,31,80,85,64,6,67,39,60,216000
2621,19,47,59,45,57,71,19,8,0,22,85,35,73,59,9,50,125000
44501,96,21,8,65,92,44,61,20,0,48,52,40,79,64,39,23,12167
322426,48,41,93,12,65,36,36,46,31,95,69,38,60,48,21,35,43
48374,92,14,47,83,29,61,94,42,16,17,78,67,35,42,29,27,19683
50790,24,58,32,27,47,16,95,3,54,28,47,1,30,8,55,29,24389
335456,73,1,55,89,2,80,68,21,51,59,12,46,67,27,40,6,70
54629,96,46,16,20,17,49,74,55,27,19,19,0,87,54,25,23,12167
1593,40,9,53,71,39,48,23,54,26,86,18,39,26,37,89,38,54872
333906,78,15,16,4,12,33,69,92,56,41,64,84,5,18,72,46,70
50679,84,31,25,73,42,78,11,38,32,43,56,47,40,53,96,0,0
336108,14,15,40,81,8,3,31,41,61,77,7,13,92,49,85,82,9
5744,85,42,11,52,94,76,45,15,85,30,26,99,78,36,39,80,512000
334003,40,69,18,24,46,67,51,94,96,58,0,55,76,63,28,89,61
50259,60,62,56,77,21,3,50,2,17,76,85,67,81,41,23,2,8
333869,42,66,88,56,51,65,95,27,42,34,81,57,17,46,97,16,13
334170,14,20,38,34,16,28,0,76,15,88,93,62,56,65,16,74,47
6362,22,43,11,36,60,21,7,53,39,26,93,21,90,50,59,22,10648
332829,10,94,53,77,10,91,99,86,43,11,22,54,59,68,25,34,79
4208,92,77,8,86,5,54,92,42,50,37,70,93,68,27,80,57,185193
335826,26,19,35,48,39,13,19,44,59,40,64,77,81,56,52,99,98
333254,29,44,29,24,1,42,21,49,6,74,84,11,82,27,64,42,85
48468,79,29,3,23,21,81,28,11,52,3,25,97,5,4,32,54,157464
333639,89,11,46,85,8,0,7,94,96,98,30,6,73,53,72,95,1
46907,32,96,22,35,83,34,79,34,43,62,63,30,93,41,9,3,27
335740,27,47,86,34,73,97,53,14,72,27,97,77,98,21,86,64,54
5530,76,64,25,93,38,22,93,20,41,25,74,72,82,61,24,84,592704
332667,35,99,57,88,26,96,64,50,47,99,53,25,2,55,43,98,1
336321,20,85,98,17,52,23,88,38,69,36,40,16,16,67,9,57,26
335046,30,6,55,58,32,51,98,42,43,85,5,5,34,38,28,44,83
322982,38,95,43,67,72,89,88,52,54,55,10,76,19,14,30,57,83
