9929,29.0,16.0,17.0,19.0,22.0,49.0,44.0
3390,29.0,16.0,17.0,19.0,22.0,49.0,44.0
978,29.0,16.0,17.0,19.0,22.0,49.0,44.0
953,13.0,9.0,17.0,19.0,22.0,49.0,44.0
1142,13.0,9.0,17.0,35.0,16.0,49.0,43.0
2194,13.0,9.0,17.0,35.0,16.0,49.0,43.0
2272,13.0,19.0,10.0,35.0,16.0,49.0,43.0
5628,13.0,19.0,10.0,35.0,34.0,49.0,43.0
1856,19.0,19.0,10.0,35.0,34.0,49.0,43.0
1864,19.0,19.0,7.0,35.0,34.0,49.0,43.0
1983,19.0,19.0,11.0,35.0,34.0,49.0,43.0
2185,19.0,19.0,11.0,17.0,35.0,14.0,42.0
415,19.0,21.0,11.0,17.0,35.0,17.0,42.0
453,19.0,21.0,11.0,8.0,35.0,17.0,42.0
558,19.0,21.0,11.0,7.0,35.0,17.0,42.0
728,17.0,21.0,11.0,7.0,35.0,17.0,42.0
5499,17.0,21.0,11.0,18.0,35.0,24.0,42.0
5925,17.0,21.0,11.0,18.0,35.0,32.0,42.0
3866,31.0,21.0,16.0,18.0,17.0,45.0,42.0
3945,31.0,22.0,16.0,18.0,17.0,45.0,42.0
4278,31.0,26.0,16.0,18.0,23.0,46.0,42.0
5532,31.0,26.0,22.0,18.0,23.0,47.0,42.0
6724,31.0,26.0,22.0,29.0,27.0,56.0,42.0
8156,31.0,26.0,22.0,29.0,27.0,56.0,42.0
8234,31.0,26.0,22.0,29.0,27.0,56.0,42.0
8310,31.0,26.0,22.0,29.0,27.0,56.0,42.0
8464,10.0,26.0,22.0,29.0,27.0,56.0,42.0
8597,10.0,16.0,22.0,29.0,27.0,56.0,42.0
8880,10.0,16.0,8.0,29.0,27.0,56.0,42.0
9358,17.0,28.0,12.0,8.0,8.0,15.0,41.0
9470,17.0,28.0,12.0,8.0,8.0,15.0,41.0
1336,19.0,28.0,12.0,8.0,8.0,40.0,41.0
4484,19.0,28.0,12.0,19.0,8.0,51.0,41.0
4690,19.0,28.0,12.0,19.0,28.0,51.0,41.0
5574,19.0,28.0,39.0,19.0,28.0,56.0,41.0
7506,19.0,28.0,39.0,19.0,28.0,56.0,41.0
7588,19.0,16.0,39.0,19.0,28.0,56.0,41.0
4234,19.0,13.0,39.0,19.0,28.0,56.0,41.0
884,8.0,15.0,39.0,24.0,28.0,56.0,41.0
954,8.0,15.0,39.0,24.0,28.0,56.0,41.0
960,8.0,15.0,39.0,24.0,13.0,56.0,41.0
964,8.0,15.0,59.0,24.0,13.0,10.0,40.0
9102,8.0,15.0,59.0,24.0,40.0,16.0,40.0
2385,9.0,15.0,59.0,24.0,40.0,34.0,40.0
2447,9.0,15.0,59.0,24.0,40.0,34.0,40.0
1537,19.0,13.0,59.0,20.0,40.0,40.0,40.0
6636,31.0,13.0,59.0,20.0,40.0,42.0,40.0
2586,31.0,13.0,59.0,21.0,40.0,42.0,40.0
8703,31.0,13.0,19.0,21.0,44.0,42.0,40.0
8709,31.0,13.0,19.0,21.0,44.0,42.0,40.0
8730,31.0,13.0,19.0,21.0,44.0,42.0,40.0
7533,31.0,13.0,46.0,21.0,44.0,42.0,40.0
1705,31.0,13.0,46.0,21.0,44.0,42.0,40.0
1754,19.0,13.0,46.0,21.0,44.0,40.0,39.0
1889,27.0,13.0,46.0,15.0,44.0,40.0,39.0
1921,27.0,13.0,46.0,15.0,44.0,40.0,39.0
9787,27.0,13.0,46.0,15.0,44.0,43.0,39.0
4299,27.0,35.0,46.0,16.0,23.0,46.0,39.0
4305,27.0,35.0,14.0,16.0,23.0,46.0,39.0
4328,27.0,35.0,14.0,16.0,23.0,46.0,39.0
3400,27.0,35.0,18.0,41.0,23.0,52.0,39.0
3510,16.0,35.0,18.0,41.0,23.0,52.0,39.0
3540,16.0,35.0,18.0,41.0,23.0,52.0,39.0
3778,16.0,35.0,30.0,41.0,23.0,52.0,39.0
2658,16.0,35.0,30.0,41.0,20.0,53.0,39.0
2666,8.0,35.0,30.0,41.0,20.0,53.0,39.0
2674,8.0,9.0,30.0,41.0,20.0,53.0,39.0
9250,8.0,6.0,30.0,41.0,20.0,53.0,39.0
1023,8.0,6.0,55.0,30.0,17.0,53.0,39.0
5124,8.0,6.0,55.0,30.0,27.0,53.0,39.0
5172,8.0,3.0,55.0,30.0,27.0,53.0,39.0
3419,8.0,9.0,55.0,30.0,27.0,53.0,39.0
3433,8.0,9.0,55.0,30.0,27.0,53.0,39.0
5232,14.0,9.0,55.0,30.0,27.0,24.0,38.0
4911,15.0,15.0,55.0,18.0,27.0,27.0,38.0
1869,15.0,15.0,24.0,18.0,27.0,28.0,38.0
1915,15.0,15.0,24.0,18.0,27.0,28.0,38.0
2115,15.0,15.0,24.0,18.0,19.0,28.0,38.0
1758,15.0,15.0,32.0,22.0,19.0,43.0,38.0
1913,15.0,15.0,32.0,22.0,19.0,43.0,38.0
4848,15.0,15.0,43.0,22.0,33.0,45.0,38.0
4990,14.0,12.0,64.0,22.0,33.0,45.0,38.0
6047,14.0,12.0,64.0,22.0,33.0,46.0,38.0
1282,14.0,12.0,64.0,25.0,33.0,49.0,38.0
1396,14.0,12.0,64.0,25.0,33.0,49.0,38.0
1400,14.0,12.0,64.0,25.0,33.0,49.0,38.0
1995,14.0,12.0,64.0,25.0,33.0,49.0,38.0
2086,15.0,12.0,64.0,25.0,33.0,49.0,38.0
2199,15.0,9.0,22.0,25.0,12.0,49.0,38.0
7710,15.0,9.0,47.0,25.0,19.0,49.0,38.0
7738,15.0,9.0,47.0,25.0,32.0,49.0,38.0
7749,15.0,12.0,47.0,25.0,47.0,49.0,38.0
7806,15.0,12.0,47.0,7.0,47.0,19.0,37.0
7878,15.0,12.0,47.0,7.0,47.0,19.0,37.0
8014,1.0,12.0,47.0,7.0,47.0,19.0,37.0
4414,39.0,12.0,47.0,8.0,47.0,22.0,37.0
1861,39.0,12.0,35.0,8.0,47.0,24.0,37.0
2006,39.0,12.0,35.0,8.0,47.0,24.0,37.0
2021,39.0,12.0,35.0,8.0,47.0,24.0,37.0
2382,39.0,12.0,35.0,8.0,47.0,34.0,37.0
5773,39.0,12.0,35.0,11.0,47.0,46.0,37.0
5870,39.0,9.0,35.0,11.0,11.0,46.0,37.0
6000,14.0,9.0,48.0,11.0,26.0,48.0,37.0
6043,17.0,9.0,48.0,19.0,26.0,48.0,37.0
6124,17.0,9.0,48.0,19.0,26.0,48.0,37.0
6182,17.0,5.0,48.0,19.0,26.0,48.0,37.0
6230,17.0,3.0,48.0,19.0,26.0,48.0,37.0
6249,17.0,3.0,48.0,19.0,26.0,48.0,37.0
6870,17.0,3.0,48.0,19.0,26.0,49.0,37.0
6871,17.0,3.0,48.0,19.0,22.0,49.0,37.0
8968,12.0,42.0,21.0,19.0,22.0,50.0,37.0
4873,12.0,42.0,21.0,9.0,22.0,57.0,37.0
4877,12.0,42.0,17.0,9.0,22.0,57.0,37.0
5117,12.0,42.0,17.0,9.0,23.0,57.0,37.0
1951,12.0,42.0,17.0,9.0,23.0,57.0,37.0
2181,12.0,42.0,17.0,10.0,23.0,57.0,37.0
2191,12.0,42.0,17.0,10.0,23.0,57.0,37.0
2198,7.0,20.0,17.0,10.0,23.0,57.0,37.0
3760,7.0,20.0,17.0,28.0,23.0,57.0,37.0
3911,7.0,11.0,17.0,28.0,23.0,57.0,37.0
4017,2.0,2.0,12.0,28.0,6.0,3.0,36.0
4064,2.0,2.0,24.0,28.0,6.0,3.0,36.0
4699,14.0,4.0,24.0,28.0,11.0,11.0,36.0
4718,14.0,4.0,24.0,28.0,11.0,11.0,36.0
4976,19.0,4.0,24.0,28.0,11.0,11.0,36.0
1706,19.0,9.0,24.0,28.0,11.0,13.0,36.0
1776,19.0,9.0,24.0,28.0,11.0,13.0,36.0
1661,19.0,19.0,24.0,28.0,27.0,22.0,36.0
1768,19.0,19.0,23.0,15.0,27.0,41.0,36.0
5479,19.0,19.0,23.0,15.0,27.0,54.0,36.0
8345,19.0,27.0,23.0,15.0,27.0,54.0,36.0
8383,28.0,27.0,23.0,15.0,27.0,54.0,36.0
1032,28.0,27.0,55.0,15.0,27.0,54.0,36.0
1034,28.0,27.0,55.0,15.0,27.0,54.0,36.0
1044,28.0,27.0,55.0,15.0,17.0,54.0,36.0
7236,28.0,27.0,55.0,27.0,46.0,54.0,36.0
7298,28.0,27.0,55.0,33.0,46.0,12.0,35.0
7349,28.0,26.0,55.0,33.0,47.0,12.0,35.0
7353,25.0,26.0,55.0,33.0,47.0,12.0,35.0
7391,25.0,26.0,48.0,33.0,47.0,12.0,35.0
7440,25.0,26.0,48.0,33.0,47.0,12.0,35.0
442,18.0,26.0,15.0,33.0,47.0,15.0,35.0
543,18.0,18.0,15.0,33.0,47.0,15.0,35.0
1992,18.0,18.0,15.0,29.0,47.0,50.0,35.0
2016,18.0,18.0,15.0,29.0,38.0,50.0,35.0
2147,18.0,18.0,14.0,29.0,18.0,50.0,35.0
2222,7.0,18.0,14.0,29.0,18.0,50.0,35.0
6897,1.0,10.0,11.0,29.0,18.0,50.0,35.0
6994,1.0,10.0,11.0,29.0,18.0,50.0,35.0
7021,1.0,10.0,11.0,29.0,18.0,50.0,35.0
7065,1.0,10.0,11.0,29.0,13.0,50.0,35.0
7118,1.0,6.0,11.0,9.0,11.0,50.0,35.0
9889,7.0,7.0,14.0,9.0,21.0,50.0,35.0
2359,19.0,12.0,14.0,9.0,22.0,12.0,34.0
2469,19.0,12.0,23.0,9.0,22.0,12.0,34.0
4857,19.0,12.0,23.0,9.0,22.0,15.0,34.0
4941,19.0,12.0,23.0,9.0,22.0,15.0,34.0
2062,19.0,44.0,23.0,9.0,22.0,16.0,34.0
2066,19.0,44.0,23.0,9.0,22.0,16.0,34.0
2134,19.0,44.0,23.0,6.0,22.0,16.0,34.0
4748,35.0,44.0,23.0,8.0,22.0,18.0,34.0
7055,35.0,44.0,14.0,8.0,22.0,19.0,34.0
7253,35.0,44.0,14.0,8.0,22.0,19.0,34.0
7337,35.0,44.0,14.0,8.0,22.0,19.0,34.0
7356,35.0,12.0,14.0,8.0,22.0,19.0,34.0
7359,35.0,12.0,14.0,8.0,22.0,19.0,34.0
7414,35.0,12.0,14.0,8.0,22.0,19.0,34.0
7449,15.0,12.0,14.0,0.0,19.0,19.0,34.0
7526,19.0,12.0,37.0,0.0,19.0,19.0,34.0
6030,19.0,22.0,37.0,2.0,19.0,22.0,34.0
2091,19.0,22.0,37.0,2.0,19.0,24.0,34.0
2228,19.0,22.0,37.0,2.0,19.0,24.0,34.0
2322,19.0,22.0,37.0,2.0,19.0,24.0,34.0
2837,19.0,25.0,37.0,5.0,22.0,25.0,34.0
2863,27.0,25.0,37.0,5.0,22.0,25.0,34.0
2935,27.0,25.0,35.0,5.0,22.0,25.0,34.0
2940,27.0,25.0,35.0,11.0,22.0,25.0,34.0
4983,27.0,25.0,14.0,11.0,22.0,25.0,34.0
5092,27.0,25.0,14.0,11.0,22.0,25.0,34.0
8025,27.0,25.0,16.0,11.0,22.0,26.0,34.0
243,27.0,25.0,20.0,11.0,22.0,31.0,34.0
471,15.0,25.0,20.0,11.0,22.0,31.0,34.0
478,15.0,25.0,20.0,13.0,22.0,31.0,34.0
3806,15.0,18.0,30.0,13.0,17.0,52.0,34.0
7407,15.0,18.0,30.0,13.0,17.0,57.0,34.0
1426,6.0,18.0,30.0,34.0,17.0,60.0,34.0
1662,6.0,18.0,30.0,34.0,17.0,60.0,34.0
1819,6.0,18.0,30.0,34.0,17.0,60.0,34.0
78,6.0,18.0,30.0,34.0,17.0,60.0,34.0
281,6.0,18.0,30.0,34.0,7.0,60.0,34.0
291,6.0,32.0,21.0,34.0,7.0,60.0,34.0
430,6.0,32.0,21.0,34.0,49.0,60.0,34.0
821,6.0,32.0,21.0,34.0,49.0,60.0,34.0
932,16.0,32.0,21.0,34.0,49.0,60.0,34.0
2201,16.0,32.0,21.0,10.0,49.0,1.0,33.0
3872,16.0,32.0,21.0,10.0,49.0,5.0,33.0
3877,16.0,32.0,21.0,10.0,49.0,5.0,33.0
3969,16.0,10.0,21.0,10.0,49.0,5.0,33.0
5151,19.0,10.0,24.0,10.0,22.0,11.0,33.0
5169,19.0,10.0,24.0,10.0,22.0,11.0,33.0
5184,19.0,10.0,24.0,10.0,22.0,11.0,33.0
5416,19.0,10.0,24.0,10.0,22.0,11.0,33.0
5917,19.0,15.0,24.0,10.0,11.0,20.0,33.0
5967,19.0,15.0,24.0,10.0,11.0,20.0,33.0
6116,19.0,15.0,24.0,9.0,11.0,20.0,33.0
6175,19.0,15.0,24.0,9.0,11.0,20.0,33.0
6176,19.0,15.0,24.0,9.0,11.0,20.0,33.0
1311,22.0,22.0,24.0,8.0,21.0,30.0,33.0
837,22.0,22.0,16.0,7.0,21.0,33.0,33.0
5129,22.0,30.0,19.0,14.0,28.0,37.0,33.0
914,35.0,30.0,19.0,14.0,28.0,37.0,33.0
1252,35.0,30.0,19.0,14.0,28.0,37.0,33.0
1384,35.0,30.0,19.0,14.0,28.0,37.0,33.0
3981,35.0,30.0,19.0,14.0,29.0,43.0,33.0
4073,35.0,30.0,19.0,14.0,29.0,43.0,33.0
2925,35.0,30.0,19.0,14.0,29.0,46.0,33.0
8766,35.0,22.0,14.0,13.0,29.0,51.0,33.0
6465,10.0,22.0,21.0,13.0,29.0,52.0,33.0
6553,10.0,22.0,21.0,13.0,29.0,52.0,33.0
6649,10.0,22.0,23.0,13.0,29.0,52.0,33.0
6702,10.0,22.0,23.0,13.0,28.0,52.0,33.0
8857,34.0,22.0,23.0,13.0,16.0,52.0,33.0
8957,34.0,22.0,23.0,8.0,16.0,52.0,33.0
9075,34.0,7.0,23.0,24.0,16.0,52.0,33.0
9508,34.0,7.0,23.0,24.0,45.0,52.0,33.0
9709,34.0,7.0,23.0,24.0,45.0,52.0,33.0
9796,34.0,7.0,14.0,24.0,45.0,52.0,33.0
10,34.0,7.0,14.0,24.0,45.0,8.0,32.0
20,34.0,12.0,14.0,24.0,45.0,8.0,32.0
189,7.0,12.0,14.0,24.0,45.0,8.0,32.0
205,7.0,12.0,14.0,19.0,45.0,8.0,32.0
7035,11.0,12.0,14.0,9.0,45.0,9.0,32.0
7037,11.0,12.0,14.0,9.0,45.0,9.0,32.0
9524,51.0,14.0,14.0,9.0,23.0,13.0,32.0
9726,51.0,14.0,14.0,12.0,23.0,13.0,32.0
9891,51.0,14.0,14.0,12.0,23.0,13.0,32.0
9901,51.0,14.0,14.0,12.0,24.0,13.0,32.0
4612,51.0,14.0,26.0,12.0,24.0,18.0,32.0
4663,51.0,14.0,26.0,12.0,24.0,18.0,32.0
4727,51.0,14.0,26.0,12.0,31.0,18.0,32.0
4767,51.0,14.0,26.0,12.0,31.0,18.0,32.0
4790,51.0,12.0,26.0,12.0,31.0,18.0,32.0
4842,51.0,12.0,26.0,12.0,31.0,18.0,32.0
709,35.0,29.0,33.0,25.0,31.0,25.0,32.0
5195,35.0,29.0,33.0,26.0,31.0,34.0,32.0
5196,35.0,29.0,33.0,26.0,31.0,34.0,32.0
5983,25.0,29.0,33.0,26.0,22.0,34.0,32.0
6067,25.0,29.0,35.0,26.0,22.0,34.0,32.0
2331,25.0,29.0,35.0,26.0,26.0,39.0,32.0
2377,25.0,29.0,35.0,26.0,26.0,39.0,32.0
2460,10.0,19.0,35.0,26.0,26.0,39.0,32.0
793,10.0,19.0,35.0,26.0,26.0,55.0,32.0
937,10.0,19.0,35.0,24.0,26.0,55.0,32.0
967,10.0,19.0,35.0,24.0,26.0,55.0,32.0
1415,17.0,28.0,27.0,9.0,26.0,55.0,32.0
1561,17.0,28.0,19.0,9.0,26.0,55.0,32.0
1689,25.0,28.0,19.0,9.0,26.0,55.0,32.0
4104,25.0,40.0,19.0,9.0,16.0,55.0,32.0
4177,25.0,40.0,19.0,15.0,16.0,55.0,32.0
4184,25.0,40.0,19.0,15.0,16.0,55.0,32.0
4202,25.0,40.0,19.0,15.0,7.0,6.0,31.0
4331,25.0,40.0,19.0,15.0,7.0,6.0,31.0
4370,25.0,40.0,19.0,15.0,23.0,7.0,31.0
4576,21.0,40.0,19.0,15.0,23.0,7.0,31.0
4757,21.0,40.0,19.0,15.0,23.0,7.0,31.0
4777,21.0,40.0,19.0,15.0,23.0,7.0,31.0
5143,21.0,28.0,19.0,15.0,55.0,7.0,31.0
5224,21.0,28.0,15.0,8.0,55.0,7.0,31.0
5282,21.0,6.0,15.0,8.0,55.0,7.0,31.0
1818,21.0,10.0,15.0,8.0,55.0,14.0,31.0
5840,19.0,10.0,35.0,10.0,55.0,14.0,31.0
5877,19.0,10.0,35.0,10.0,55.0,14.0,31.0
5934,19.0,10.0,35.0,10.0,55.0,14.0,31.0
6019,22.0,10.0,35.0,10.0,55.0,14.0,31.0
6031,22.0,10.0,35.0,10.0,34.0,14.0,31.0
6164,22.0,30.0,35.0,10.0,15.0,14.0,31.0
366,22.0,30.0,35.0,10.0,15.0,17.0,31.0
374,22.0,30.0,21.0,10.0,15.0,17.0,31.0
382,22.0,30.0,10.0,10.0,15.0,17.0,31.0
3625,22.0,39.0,10.0,13.0,15.0,17.0,31.0
3656,13.0,39.0,10.0,13.0,15.0,17.0,31.0
1557,6.0,39.0,10.0,13.0,19.0,23.0,31.0
1568,4.0,39.0,10.0,13.0,19.0,23.0,31.0
9875,49.0,39.0,9.0,13.0,19.0,46.0,31.0
48,49.0,39.0,9.0,13.0,19.0,46.0,31.0
58,49.0,39.0,9.0,13.0,19.0,46.0,31.0
5576,49.0,39.0,22.0,13.0,19.0,47.0,31.0
5743,49.0,5.0,22.0,8.0,19.0,47.0,31.0
9077,49.0,39.0,22.0,8.0,19.0,47.0,31.0
9353,49.0,39.0,22.0,8.0,4.0,47.0,31.0
6273,22.0,39.0,22.0,8.0,7.0,48.0,31.0
6303,22.0,45.0,22.0,8.0,7.0,48.0,31.0
6312,7.0,45.0,22.0,8.0,7.0,48.0,31.0
6403,7.0,45.0,22.0,8.0,7.0,49.0,31.0
6634,25.0,45.0,6.0,8.0,7.0,49.0,31.0
6767,25.0,45.0,6.0,8.0,7.0,49.0,31.0
8807,25.0,45.0,5.0,27.0,9.0,51.0,31.0
8819,25.0,45.0,5.0,27.0,10.0,51.0,31.0
8821,25.0,40.0,5.0,27.0,10.0,51.0,31.0
7689,31.0,23.0,26.0,27.0,20.0,52.0,31.0
5448,31.0,23.0,26.0,27.0,20.0,54.0,31.0
2095,31.0,23.0,26.0,27.0,20.0,59.0,31.0
2275,31.0,23.0,26.0,27.0,20.0,59.0,31.0
2542,31.0,23.0,26.0,25.0,20.0,59.0,31.0
2592,31.0,23.0,26.0,25.0,20.0,59.0,31.0
2827,31.0,23.0,40.0,10.0,20.0,59.0,31.0
2899,9.0,8.0,40.0,10.0,5.0,59.0,31.0
2350,11.0,19.0,40.0,17.0,11.0,59.0,31.0
5999,11.0,19.0,40.0,17.0,22.0,10.0,30.0
6547,14.0,28.0,40.0,17.0,22.0,21.0,30.0
4231,39.0,28.0,40.0,17.0,22.0,22.0,30.0
8024,39.0,28.0,40.0,17.0,22.0,26.0,30.0
9559,39.0,28.0,40.0,27.0,22.0,29.0,30.0
5004,39.0,28.0,22.0,27.0,22.0,38.0,30.0
5020,39.0,28.0,22.0,27.0,22.0,38.0,30.0
5026,39.0,28.0,22.0,27.0,16.0,38.0,30.0
1040,39.0,28.0,22.0,27.0,16.0,40.0,30.0
1225,27.0,28.0,22.0,27.0,16.0,40.0,30.0
6974,27.0,28.0,22.0,27.0,16.0,49.0,30.0
3887,33.0,28.0,16.0,22.0,16.0,52.0,30.0
3970,33.0,28.0,14.0,22.0,16.0,52.0,30.0
1307,33.0,28.0,39.0,19.0,16.0,52.0,30.0
1402,33.0,28.0,39.0,19.0,16.0,52.0,30.0
8812,33.0,28.0,39.0,19.0,16.0,52.0,30.0
8827,33.0,34.0,39.0,19.0,16.0,52.0,30.0
4703,33.0,34.0,39.0,19.0,16.0,52.0,30.0
4881,33.0,34.0,39.0,19.0,16.0,52.0,30.0
5000,15.0,34.0,39.0,19.0,16.0,9.0,29.0
5866,15.0,34.0,39.0,19.0,22.0,10.0,29.0
3261,11.0,34.0,20.0,14.0,22.0,12.0,29.0
3313,11.0,34.0,20.0,14.0,22.0,12.0,29.0
4080,11.0,16.0,20.0,28.0,22.0,22.0,29.0
4111,39.0,16.0,20.0,28.0,22.0,22.0,29.0
6412,39.0,16.0,20.0,28.0,22.0,23.0,29.0
6549,39.0,16.0,20.0,28.0,22.0,23.0,29.0
8076,39.0,8.0,26.0,28.0,10.0,24.0,29.0
6407,39.0,8.0,26.0,28.0,10.0,29.0,29.0
6647,39.0,6.0,26.0,28.0,10.0,29.0,29.0
5742,39.0,6.0,26.0,25.0,10.0,33.0,29.0
5758,32.0,6.0,26.0,25.0,10.0,33.0,29.0
4798,32.0,6.0,26.0,25.0,42.0,35.0,29.0
4856,32.0,6.0,26.0,25.0,49.0,35.0,29.0
5096,32.0,12.0,12.0,25.0,49.0,35.0,29.0
6477,32.0,12.0,12.0,25.0,49.0,41.0,29.0
6499,28.0,12.0,11.0,25.0,49.0,41.0,29.0
4523,28.0,17.0,27.0,10.0,49.0,45.0,29.0
4540,28.0,28.0,27.0,9.0,49.0,45.0,29.0
4604,28.0,28.0,27.0,9.0,49.0,45.0,29.0
4615,28.0,28.0,27.0,9.0,41.0,45.0,29.0
4662,28.0,28.0,27.0,8.0,22.0,45.0,29.0
4838,28.0,28.0,43.0,8.0,22.0,45.0,29.0
3785,17.0,28.0,43.0,9.0,22.0,47.0,29.0
3977,14.0,28.0,43.0,9.0,22.0,47.0,29.0
4060,14.0,28.0,43.0,9.0,22.0,47.0,29.0
4135,14.0,28.0,43.0,9.0,22.0,47.0,29.0
4277,14.0,28.0,43.0,9.0,22.0,47.0,29.0
4461,14.0,32.0,46.0,9.0,22.0,47.0,29.0
4642,4.0,32.0,46.0,27.0,21.0,47.0,29.0
4682,7.0,32.0,46.0,27.0,13.0,47.0,29.0
4696,7.0,32.0,46.0,27.0,9.0,47.0,29.0
5023,7.0,32.0,46.0,27.0,9.0,47.0,29.0
5472,7.0,32.0,46.0,27.0,24.0,47.0,29.0
6942,20.0,32.0,46.0,27.0,24.0,52.0,29.0
7008,20.0,14.0,46.0,27.0,24.0,52.0,29.0
7172,20.0,14.0,22.0,25.0,24.0,52.0,29.0
7288,20.0,14.0,22.0,25.0,24.0,52.0,29.0
7387,20.0,12.0,22.0,8.0,24.0,52.0,29.0
7499,31.0,17.0,22.0,8.0,24.0,52.0,29.0
7512,31.0,17.0,8.0,4.0,18.0,52.0,29.0
7681,31.0,24.0,26.0,4.0,20.0,52.0,29.0
4884,31.0,24.0,26.0,4.0,20.0,55.0,29.0
4920,46.0,24.0,26.0,1.0,20.0,55.0,29.0
5217,46.0,24.0,26.0,1.0,20.0,55.0,29.0
5281,46.0,24.0,26.0,1.0,20.0,55.0,29.0
8327,46.0,24.0,36.0,4.0,20.0,59.0,29.0
9790,46.0,24.0,36.0,10.0,20.0,59.0,29.0
1177,46.0,12.0,36.0,10.0,27.0,59.0,29.0
1188,46.0,12.0,36.0,10.0,52.0,59.0,29.0
2225,25.0,12.0,36.0,10.0,52.0,59.0,29.0
2900,25.0,12.0,36.0,10.0,52.0,59.0,29.0
2244,25.0,12.0,36.0,10.0,52.0,59.0,29.0
2279,25.0,12.0,28.0,10.0,52.0,14.0,28.0
5777,25.0,17.0,28.0,15.0,52.0,15.0,28.0
6327,25.0,17.0,28.0,15.0,52.0,15.0,28.0
6441,17.0,17.0,23.0,19.0,41.0,15.0,28.0
6452,17.0,17.0,23.0,19.0,41.0,15.0,28.0
6550,17.0,17.0,23.0,19.0,41.0,15.0,28.0
9646,17.0,17.0,15.0,19.0,41.0,15.0,28.0
9663,17.0,17.0,15.0,19.0,34.0,15.0,28.0
4889,17.0,17.0,15.0,19.0,34.0,18.0,28.0
4912,17.0,17.0,13.0,19.0,32.0,18.0,28.0
4915,17.0,16.0,7.0,16.0,32.0,18.0,28.0
5121,17.0,16.0,7.0,16.0,32.0,18.0,28.0
1100,17.0,16.0,23.0,24.0,22.0,19.0,28.0
1196,17.0,16.0,23.0,24.0,22.0,19.0,28.0
6822,5.0,14.0,28.0,24.0,22.0,19.0,28.0
3629,5.0,16.0,28.0,24.0,22.0,20.0,28.0
3671,15.0,16.0,28.0,24.0,22.0,20.0,28.0
2911,24.0,16.0,28.0,28.0,6.0,26.0,28.0
3146,24.0,16.0,28.0,28.0,6.0,26.0,28.0
3169,24.0,16.0,28.0,33.0,6.0,26.0,28.0
3372,24.0,16.0,28.0,33.0,5.0,26.0,28.0
3429,24.0,16.0,13.0,33.0,5.0,26.0,28.0
3496,24.0,16.0,13.0,33.0,5.0,26.0,28.0
1090,24.0,35.0,13.0,33.0,5.0,30.0,28.0
4132,24.0,35.0,13.0,64.0,14.0,42.0,28.0
