,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
5186,12,6,68,10,58,48,47,57,82,51,82,75,21,69,31,92,13,3,92,73
4773,78,30,8,34,67,15,25,2,3,59,70,63,61,22,37,31,13,35,31,45
4899,5,35,8,71,65,26,73,81,59,43,79,53,14,72,3,62,13,8,70,15
5149,87,27,43,10,2,50,37,77,82,54,79,8,47,74,48,70,13,47,16,29
4814,39,31,7,6,64,1,63,10,83,83,25,71,90,63,13,47,13,46,34,69
10114,48,42,71,78,20,58,47,24,2,45,94,22,52,94,83,24,13,73,45,11
5005,53,96,61,33,67,74,16,59,22,49,46,0,63,98,45,24,13,35,6,32
10060,51,26,46,87,87,31,86,70,40,41,78,9,1,34,42,23,14,19,99,73
4819,37,10,12,31,32,44,47,14,20,44,25,24,97,75,40,89,14,7,10,33
10081,62,48,0,1,91,53,25,9,60,41,92,51,26,4,27,39,14,3,77,44
5381,76,17,36,61,62,24,65,97,17,73,69,52,83,14,52,11,14,5,4,98
10024,81,92,65,30,51,91,53,96,15,33,51,55,3,61,98,82,14,17,16,20
4794,97,86,1,18,94,83,0,91,83,72,38,44,88,99,66,93,14,27,11,95
5159,96,11,0,33,15,60,84,86,57,12,14,82,45,17,87,16,14,53,56,1
10231,80,69,27,76,47,66,68,92,98,2,63,96,12,81,60,2,14,44,61,63
5521,26,58,48,0,52,37,52,71,61,93,40,91,12,77,59,57,15,14,10,13
10184,92,87,0,51,40,80,25,68,81,14,58,69,69,49,49,41,15,44,43,21
5251,15,25,18,16,98,14,96,97,5,79,71,35,99,46,16,60,15,15,56,94
5076,47,96,98,32,95,44,80,81,77,98,6,71,24,44,62,66,15,11,0,79
5439,35,42,19,78,50,34,94,43,78,29,89,67,56,45,48,17,15,16,33,69
5447,34,36,77,88,35,24,17,99,58,54,58,28,18,31,5,81,16,16,44,0
10153,19,0,41,79,92,12,19,58,64,98,17,98,33,97,61,43,16,33,69,81
10276,35,66,18,20,15,64,26,0,51,77,98,59,25,98,19,35,16,28,67,4
4849,86,90,50,58,95,28,44,8,91,87,85,21,74,59,11,49,16,47,53,25
4743,16,34,47,70,4,69,53,90,16,51,79,75,69,37,85,1,16,37,52,31
10234,51,73,51,47,17,52,77,31,40,52,66,53,67,43,61,85,16,50,0,2
10090,2,35,53,28,87,82,15,98,12,50,33,69,99,85,24,25,17,49,42,55
10038,96,52,23,84,6,39,81,32,8,68,7,24,33,55,13,7,17,47,5,70
10109,52,59,87,47,36,77,50,81,83,96,50,18,76,60,69,53,17,94,65,90
10174,21,82,49,31,93,41,12,24,23,66,82,53,44,82,11,45,17,99,23,6
10298,34,48,44,49,26,60,36,0,28,57,20,34,88,60,63,31,17,8,37,4
5529,27,3,93,46,70,23,43,53,21,31,39,19,82,36,13,3,17,37,17,25
10232,94,69,26,32,95,99,77,42,22,83,89,83,17,59,50,61,17,5,41,72
10223,63,9,57,81,42,21,56,47,32,88,87,99,72,48,3,85,17,51,38,53
4916,63,2,69,74,46,15,17,64,81,23,85,94,99,92,80,54,17,47,51,89
5536,25,20,94,48,43,52,89,10,98,84,65,0,3,79,52,71,17,7,63,51
5208,67,33,86,70,52,82,6,48,58,3,41,49,83,57,88,68,17,20,98,53
4981,61,96,96,13,15,58,62,0,72,12,7,66,7,23,67,98,17,35,28,88
10270,53,73,60,85,74,56,99,64,75,44,15,18,89,82,64,13,17,90,6,6
5489,91,56,76,83,31,99,3,26,65,44,26,12,51,62,69,0,17,10,2,55
10199,37,2,93,14,11,71,92,17,54,67,27,28,24,24,52,19,17,67,15,64
5342,63,72,58,57,69,59,36,50,6,71,2,61,25,10,68,63,18,30,78,87
4790,33,99,90,90,6,92,52,69,3,40,12,64,36,96,95,8,18,9,28,19
10085,67,9,43,45,36,80,7,4,51,2,31,23,77,35,36,5,18,28,14,23
10259,81,8,18,30,89,41,35,97,51,77,82,7,7,71,5,77,18,30,78,51
4917,94,28,16,83,46,49,10,78,49,98,92,41,41,21,83,71,18,34,74,75
5417,67,95,66,25,14,66,65,31,19,34,71,43,92,41,30,34,18,18,35,34
4999,67,49,75,37,99,34,78,75,72,85,13,65,35,9,78,10,18,23,94,83
5161,7,2,20,80,60,79,16,97,52,76,24,73,60,14,49,80,18,51,69,44
5438,85,50,10,88,36,77,36,67,43,19,26,4,95,2,68,35,18,31,8,18
4956,25,64,96,46,89,3,19,18,96,90,45,56,62,46,74,97,19,31,51,12
10240,3,63,57,11,91,18,81,0,63,99,47,74,67,39,71,54,19,98,58,86
5514,21,90,21,86,23,21,58,0,52,84,41,88,13,57,52,83,19,22,56,88
5154,59,59,60,3,0,91,4,48,95,78,78,34,70,5,73,58,19,46,16,19
5115,49,56,52,73,23,72,33,93,20,98,54,43,73,92,28,8,19,49,83,3
5358,26,44,71,25,61,25,65,4,70,41,80,82,26,84,95,42,19,5,24,87
10235,45,23,28,37,24,10,80,29,46,53,20,5,14,53,60,22,19,18,80,16
4802,65,93,63,88,42,67,54,95,35,21,38,53,64,86,66,0,19,4,36,8
10239,74,52,21,14,48,90,13,66,94,46,57,93,72,71,1,63,19,83,60,34
5151,89,66,52,14,97,45,53,20,34,63,49,51,83,20,82,54,20,7,22,51
5290,83,64,11,47,68,82,46,57,63,68,40,50,26,29,53,17,20,38,39,95
5048,82,7,32,36,9,78,39,48,19,90,44,74,50,35,2,11,20,36,43,93
4983,15,94,4,97,45,52,34,83,76,95,51,84,99,1,31,14,21,3,46,13
4826,14,43,27,2,22,62,51,49,45,1,8,76,86,3,77,30,21,48,82,1
10176,89,40,58,14,89,17,4,87,79,18,98,74,3,88,31,67,21,26,33,77
5331,67,84,14,3,56,68,91,28,93,43,26,4,88,83,28,47,21,37,90,8
5080,99,16,30,74,95,9,19,62,46,19,57,44,11,13,61,8,21,37,41,36
5244,85,96,62,62,34,29,3,12,75,21,36,49,57,74,43,43,21,23,8,86
10254,14,93,25,95,92,34,31,39,39,43,46,44,9,66,83,60,21,78,66,2
4888,96,10,79,59,55,15,51,17,54,92,31,21,11,96,73,2,21,39,45,80
4911,73,65,74,4,31,58,48,5,20,7,76,45,86,46,59,3,22,6,96,96
4941,71,85,7,78,44,76,89,64,83,23,72,64,81,99,95,57,22,6,72,10
10113,19,53,43,88,86,70,3,3,58,54,43,89,59,62,23,85,22,2,71,61
5357,59,72,65,70,71,74,86,94,36,48,20,52,20,47,73,11,22,15,46,57
10236,74,53,89,5,28,6,65,38,38,23,90,27,58,87,14,66,22,53,78,14
10177,54,93,66,92,57,10,37,7,40,81,97,26,92,47,59,11,22,40,92,53
10244,61,65,22,11,7,22,47,78,71,47,75,64,9,73,44,5,22,60,96,56
5155,91,91,57,78,4,74,76,5,23,76,41,20,98,30,11,9,22,39,25,53
5008,78,22,84,21,41,68,51,22,62,18,25,53,38,47,86,4,23,8,4,0
5266,20,2,62,51,18,57,23,63,89,85,24,19,10,9,22,85,23,55,44,45
4808,51,82,5,86,44,21,69,22,20,35,34,64,80,14,49,95,23,3,64,64
10191,11,24,87,40,35,49,18,4,11,13,21,19,26,71,38,85,23,64,3,5
4878,48,67,98,67,40,79,87,89,67,33,85,45,16,96,93,40,23,43,66,27
10227,68,60,88,81,44,60,60,96,72,54,72,99,98,28,88,81,23,15,21,40
5488,78,14,96,45,17,7,97,83,7,22,0,72,13,63,11,46,23,54,44,20
10188,39,75,9,49,25,17,60,83,55,0,55,6,40,52,22,92,23,8,55,67
10141,60,79,44,75,83,38,19,15,20,57,31,76,86,44,20,49,23,98,87,49
5053,79,61,0,3,92,5,22,65,85,83,38,7,85,65,48,30,23,9,82,37
5085,3,30,54,41,62,52,79,67,83,53,87,6,82,75,13,84,24,49,83,45
5479,77,63,43,24,88,64,59,87,28,3,25,6,42,39,89,54,24,51,46,39
4754,87,31,44,94,45,14,78,8,70,71,16,86,91,33,49,12,24,53,25,1
4936,86,19,72,22,52,95,83,28,30,12,58,22,29,63,2,12,24,37,68,81
4834,61,1,51,8,26,58,54,41,61,42,96,40,6,88,80,68,24,45,62,70
10228,93,89,90,60,65,6,2,39,71,85,64,59,30,31,30,40,24,23,27,27
10207,68,41,60,42,28,78,33,5,27,14,53,76,16,22,9,39,24,46,46,85
10287,45,94,6,52,22,70,55,75,58,40,67,83,28,45,19,91,24,1,86,96
5480,59,6,19,70,63,30,50,32,43,63,86,85,4,27,65,43,24,1,71,64
5263,76,13,58,23,73,17,84,1,44,87,8,31,88,50,75,36,25,31,42,26
4897,3,32,95,24,33,35,7,86,91,19,22,40,55,92,57,41,25,30,27,68
5532,44,89,77,47,12,62,1,24,36,24,53,6,28,9,10,74,25,22,9,12
4921,23,26,59,41,8,12,81,13,8,2,35,54,37,23,92,23,25,27,78,69
5385,39,98,50,81,77,8,28,55,21,22,2,5,65,38,23,23,25,32,56,54
5171,15,44,52,33,89,90,56,3,37,46,64,50,47,6,55,1,25,41,83,7
4986,57,92,12,30,50,52,86,99,38,28,72,75,85,63,25,17,25,14,28,31
5252,54,69,96,37,86,78,57,43,80,19,3,64,80,59,55,72,26,38,77,92
5476,34,40,28,81,3,42,52,87,22,51,22,50,5,77,76,80,26,8,55,94
5363,35,59,62,17,96,85,19,78,78,34,94,31,62,73,69,40,26,8,82,98
10044,34,25,15,81,47,54,79,24,57,17,54,95,74,59,2,49,26,15,66,67
5523,38,97,22,10,36,4,48,4,22,18,34,51,1,44,13,18,26,19,47,7
10252,63,98,11,87,28,88,42,25,71,18,97,35,61,21,77,75,26,49,58,46
10009,14,46,38,59,30,84,78,10,81,55,49,95,17,46,61,47,26,30,37,23
5408,93,3,37,70,77,26,19,11,31,35,63,66,83,73,95,37,26,31,92,8
5165,36,14,75,23,56,17,37,41,67,24,2,16,35,85,62,48,27,16,39,7
10145,50,42,26,85,90,9,16,17,35,78,75,69,66,2,68,7,27,34,20,63
5371,24,66,45,74,47,78,81,17,65,39,94,39,31,23,7,51,27,32,49,98
10167,82,79,28,30,22,25,25,70,32,5,22,71,31,74,67,82,27,89,88,41
5068,70,42,99,33,15,64,66,8,94,59,61,46,94,10,10,62,27,44,72,12
5294,52,72,3,58,60,67,11,0,69,1,85,32,4,34,17,42,27,13,59,64
5172,51,12,93,10,90,8,80,96,31,41,7,57,30,58,36,53,27,21,85,8
10243,70,40,21,74,12,85,24,24,91,6,51,36,87,63,37,47,27,63,29,80
10210,0,32,41,2,80,89,30,53,16,21,52,14,64,83,33,65,27,23,85,14
4853,24,29,18,24,27,28,3,90,36,11,92,63,75,63,0,62,28,32,12,54
5256,40,18,39,26,87,49,33,59,64,33,82,30,84,21,10,67,28,38,39,90
5096,81,64,53,50,53,62,61,50,40,94,28,74,96,5,49,76,28,50,6,34
10037,48,97,85,41,49,36,69,89,62,9,78,14,38,33,7,75,28,13,12,82
5032,54,55,2,9,28,17,28,13,93,42,68,93,96,87,61,60,28,12,76,65
10186,19,10,37,23,11,58,72,19,97,60,37,85,5,83,47,71,29,15,17,68
10013,84,63,2,42,46,14,44,11,78,39,88,60,12,3,85,82,29,43,12,99
10285,93,74,65,6,45,21,4,74,37,90,3,94,90,43,1,32,29,19,69,92
10083,68,63,42,15,63,54,80,55,92,45,98,80,5,68,17,39,29,6,54,93
5124,42,67,60,35,8,11,48,39,50,26,5,26,60,19,99,83,30,48,1,86
5360,97,90,64,98,89,82,9,13,14,89,78,11,81,80,80,24,30,0,52,62
5140,51,49,60,94,14,13,40,58,7,91,2,88,0,3,46,17,30,9,24,60
10213,31,54,71,52,31,4,41,65,75,72,47,96,42,55,55,93,30,96,90,54
5327,65,98,55,8,55,73,25,7,64,47,79,30,36,31,13,20,30,6,46,92
4929,84,0,41,92,65,88,70,68,6,66,76,63,81,7,22,35,31,28,56,45
5230,82,56,35,43,42,57,73,65,36,27,68,45,36,39,20,92,31,11,10,1
10196,36,34,9,16,1,77,68,91,98,15,97,88,69,18,93,39,31,63,73,84
10064,98,58,55,52,2,71,64,1,67,10,90,4,40,31,3,50,32,49,66,62
10187,57,0,54,71,88,92,15,39,38,68,48,90,79,84,7,3,32,22,18,92
5388,82,18,22,81,22,26,81,55,54,4,67,80,48,67,44,57,32,16,12,34
4997,33,35,6,96,84,61,88,48,3,83,73,51,29,11,92,67,32,42,1,51
4973,52,69,77,53,42,32,76,26,23,5,8,10,83,26,23,93,32,34,48,71
4998,17,12,66,18,37,37,21,77,97,78,33,73,62,76,20,35,32,34,35,10
5541,51,41,6,36,99,87,13,54,32,42,13,88,91,84,21,19,32,27,42,0
10183,95,13,46,4,19,56,11,93,58,41,94,17,26,53,76,77,32,49,77,40
5451,44,43,15,94,46,84,88,47,65,14,54,40,24,15,73,2,33,1,33,38
5288,27,81,53,18,76,27,16,43,75,32,79,7,73,39,30,6,33,53,94,60
10229,32,37,50,44,26,97,9,81,80,24,13,25,84,34,66,28,33,62,76,11
10204,49,18,61,79,31,86,19,99,48,15,68,48,29,20,89,97,34,17,52,17
5551,70,56,20,48,59,46,32,83,17,90,10,19,35,94,52,70,34,7,65,29
5411,58,11,18,81,17,91,92,38,83,73,7,17,89,2,93,61,34,44,70,8
10169,37,98,27,88,29,99,65,48,39,31,89,18,61,57,35,70,34,47,93,61
4795,44,71,47,12,55,18,50,30,60,15,91,35,95,83,74,44,34,30,8,77
10282,47,32,57,15,87,31,41,94,92,49,56,9,72,89,98,83,34,49,11,22
10077,87,83,86,25,36,57,14,42,87,3,88,93,99,6,54,32,35,16,9,3
10020,16,44,90,32,67,5,41,9,63,94,53,97,77,52,77,15,35,23,2,20
10288,67,61,70,9,56,99,47,43,96,65,29,59,84,71,26,29,35,87,25,35
5058,35,46,58,0,65,43,65,84,58,83,99,47,69,52,65,57,35,43,13,25
5178,65,69,43,21,74,28,59,10,34,71,83,61,81,83,5,46,35,3,33,69
5041,90,32,71,30,63,20,79,68,34,79,53,1,55,21,78,72,35,51,18,36
5497,54,64,54,14,38,87,95,86,5,46,15,41,49,18,22,12,35,8,66,52
5435,45,65,32,45,49,61,18,93,15,46,19,51,4,17,85,15,35,19,22,95
10120,59,6,66,3,91,78,45,58,52,53,49,55,65,6,25,2,35,53,49,34
10220,50,26,16,5,65,62,30,9,54,82,83,88,64,66,82,62,35,48,85,28
10080,89,41,85,87,50,89,5,9,29,72,60,71,15,5,50,45,36,42,37,42
4968,42,75,25,16,16,1,85,43,87,53,83,77,25,0,3,49,36,47,13,95
5359,18,20,77,55,72,48,24,27,50,8,48,82,93,71,41,89,36,36,56,79
10094,50,82,95,54,0,78,36,61,87,54,52,12,58,5,55,98,36,39,83,84
5131,76,2,97,89,81,62,64,29,53,56,11,72,74,87,14,66,36,49,45,35
10142,67,22,25,81,64,29,28,61,97,43,25,1,87,49,78,66,36,69,51,13
5242,24,24,27,44,50,49,55,53,48,7,57,49,64,72,85,5,36,23,70,42
5046,71,56,61,45,10,32,66,73,49,93,53,18,39,93,23,25,37,45,38,70
5300,20,80,15,97,25,32,10,19,46,25,60,77,47,75,65,3,37,30,93,92
10162,68,46,88,34,81,30,36,48,3,60,42,73,28,55,46,89,37,88,57,88
10166,48,47,44,18,34,7,58,82,76,30,70,15,4,70,21,5,37,2,58,75
4762,98,54,29,0,27,46,84,37,52,83,51,43,20,34,18,67,37,6,67,75
10241,29,86,2,84,72,9,96,27,22,99,87,4,40,9,83,10,37,10,50,73
5341,23,35,60,20,23,70,39,87,27,56,4,30,34,89,0,94,38,3,57,27
4883,16,70,52,14,12,18,8,68,85,9,67,7,80,18,59,89,38,39,60,49
4776,13,57,23,79,60,80,36,68,33,56,79,94,65,35,30,92,38,50,41,24
4825,26,61,0,55,3,62,93,58,95,11,77,87,58,77,7,73,38,55,14,31
10178,64,57,24,57,14,94,46,11,37,7,51,93,92,51,10,85,38,86,57,22
5002,63,79,32,53,70,47,5,68,48,49,99,55,21,3,59,22,39,9,76,88
10260,60,37,41,64,56,76,57,28,26,39,38,54,14,84,0,46,39,13,86,9
10115,12,72,71,75,11,32,51,63,35,89,80,32,42,84,79,50,39,76,86,20
10108,4,54,28,35,79,85,3,16,4,74,89,4,1,49,59,19,39,17,21,82
5169,33,79,8,66,88,23,26,58,17,14,5,17,61,19,31,82,39,25,33,23
5185,10,26,90,22,46,71,43,83,33,0,46,61,34,49,18,14,39,4,68,56
5524,78,48,11,67,97,64,75,48,97,71,26,84,86,99,32,37,39,26,12,37
4758,83,20,46,54,88,35,20,73,65,61,15,41,33,82,1,36,39,11,24,33
5037,70,13,48,72,79,31,16,37,46,22,79,22,76,25,33,87,40,54,83,80
5332,7,21,77,69,40,0,37,46,80,57,96,4,49,71,64,50,40,12,92,11
4780,60,74,10,52,66,66,7,84,0,24,61,53,91,53,17,63,40,9,39,14
5462,17,45,81,73,38,21,10,56,12,16,87,27,89,55,21,52,40,9,34,27
5356,28,74,69,44,12,86,54,12,79,30,64,44,71,97,95,90,40,12,36,63
10054,76,16,80,81,10,89,39,10,3,20,32,99,70,35,93,48,40,1,87,55
4738,49,98,19,31,70,12,47,61,36,39,24,76,75,43,88,75,40,27,22,74
4830,55,13,89,59,95,36,82,55,54,18,42,18,8,70,89,89,40,24,14,19
5453,54,10,41,91,21,60,44,89,47,75,86,65,47,64,93,15,40,38,30,52
10273,82,94,29,47,27,92,28,71,88,30,61,40,26,10,15,86,41,57,6,69
10016,0,31,59,43,20,1,8,59,40,43,1,24,79,49,8,29,41,13,35,53
10160,36,36,27,97,36,68,39,43,53,86,34,83,79,55,24,35,41,16,24,1
10208,14,58,25,85,88,86,36,40,8,20,48,19,30,20,4,82,41,24,17,99
10101,14,95,87,19,15,28,72,46,84,18,42,78,64,9,11,51,41,32,66,81
5193,64,58,61,59,82,35,46,72,25,3,56,53,30,66,69,6,42,6,66,93
5513,37,37,45,20,99,30,74,51,59,7,76,84,56,98,57,98,42,17,2,41
4862,14,52,91,74,69,85,75,38,86,23,99,6,7,6,76,54,42,10,34,83
10197,25,96,38,9,88,89,96,41,53,46,79,77,80,43,7,20,43,40,87,49
4818,9,61,62,34,96,3,41,14,54,22,27,73,85,6,23,25,44,36,69,22
10195,76,2,13,85,62,60,79,24,2,34,31,4,2,28,86,47,44,21,2,31
5176,62,39,31,27,32,42,45,96,58,87,99,78,13,68,40,99,44,14,47,84
10248,37,38,68,52,14,15,93,49,95,41,57,75,61,14,39,0,44,28,67,12
5072,76,43,33,66,19,96,78,15,51,58,80,75,97,18,51,80,44,52,74,87
10011,76,58,30,65,9,59,33,91,49,15,2,26,4,1,88,4,44,48,83,68
5421,96,23,94,27,22,16,99,60,54,26,79,9,99,96,25,45,44,46,87,75
5491,93,82,17,61,77,59,29,57,73,17,14,37,59,4,13,29,44,51,92,78
10122,24,76,58,67,29,74,24,53,25,54,80,10,82,79,15,76,44,46,96,71
4755,88,87,12,99,76,13,17,61,79,4,82,26,24,55,11,56,45,52,94,22
10293,44,1,33,33,29,71,0,9,49,20,36,11,95,18,80,40,45,17,65,47
5039,36,18,42,24,95,82,56,60,58,96,96,98,49,29,39,66,45,21,9,90
4751,58,24,63,90,45,28,68,19,91,69,30,42,58,18,41,13,45,12,63,51
5334,48,65,14,7,56,84,83,91,59,56,36,50,4,32,51,38,46,49,19,12
10154,81,46,75,51,0,68,41,1,56,22,25,49,67,47,33,92,46,79,93,12
4944,61,89,24,97,88,13,74,81,69,7,3,56,58,56,69,8,46,47,55,66
5144,17,28,51,58,86,33,81,59,76,54,80,78,86,48,66,74,46,5,20,11
5238,21,93,36,3,38,82,66,25,46,34,99,99,33,99,50,84,46,29,96,3
5445,67,5,72,34,95,40,37,30,38,81,7,2,31,50,59,38,46,15,94,81
4951,27,91,72,79,29,75,68,32,2,26,55,40,97,73,36,55,46,26,18,80
10134,98,69,48,73,28,84,76,2,28,17,97,40,86,45,84,18,46,85,17,1
5292,27,69,3,50,59,34,47,66,48,93,4,12,96,78,52,31,46,38,19,90
4786,98,17,87,76,35,17,33,17,86,39,85,39,97,0,68,68,46,21,39,53
5504,20,38,88,43,10,74,12,23,70,56,62,84,21,70,85,14,46,22,91,36
10247,84,91,31,80,60,77,44,82,75,56,95,19,2,7,83,35,47,49,92,75
4873,34,48,36,34,27,52,52,21,70,28,49,3,71,94,76,0,47,38,80,81
5019,65,57,22,4,65,68,58,95,30,39,88,73,33,17,40,62,47,11,77,39
4877,30,45,59,85,21,37,86,3,77,92,3,33,40,42,8,2,47,24,17,24
5207,57,9,24,82,61,79,43,61,80,29,46,41,13,84,21,13,47,12,60,98
