254,80,99,15,8,20,7,27,38,7,28,13,16,51,98,81,34,2,8
266,28,79,15,3,84,36,79,29,82,0,24,1,25,67,12,73,50,125000
276,4,32,56,38,1,91,55,26,38,63,30,3,77,93,95,80,43,79507
303,65,36,61,50,40,18,30,22,58,86,56,94,93,54,45,10,76,438976
306,48,84,63,55,74,26,28,17,44,21,0,12,83,83,60,9,82,551368
310,35,97,42,17,1,7,34,49,53,66,7,54,9,12,32,98,84,592704
339,32,61,43,99,76,44,41,38,57,12,64,61,64,77,11,22,84,592704
362,38,56,10,70,80,74,70,22,13,69,24,67,78,38,19,69,65,274625
363,70,2,75,88,16,44,84,36,30,10,2,70,48,58,42,90,19,6859
366,42,59,36,17,30,15,72,28,8,48,51,29,96,85,92,47,87,658503
373,97,58,52,74,75,61,56,28,79,60,93,7,60,6,84,50,80,512000
379,22,43,40,54,21,69,50,24,39,29,13,42,67,83,42,73,69,328509
383,24,37,79,14,34,40,23,52,28,41,59,54,9,45,99,94,38,54872
392,79,45,71,46,2,19,92,57,16,49,69,17,71,37,29,38,53,148877
405,86,37,45,94,25,49,59,32,36,50,94,34,34,37,30,61,67,300763
408,2,75,59,31,26,87,38,23,73,50,24,44,59,54,95,76,80,512000
411,84,46,80,80,26,99,98,56,29,20,52,58,57,91,31,69,75,421875
415,88,62,63,44,66,30,5,52,54,73,93,20,47,20,89,15,93,804357
424,51,48,12,90,87,6,85,44,90,27,37,75,56,36,59,45,68,314432
426,64,61,16,97,37,54,76,23,65,66,82,37,0,81,85,41,33,35937
449,63,95,52,6,49,74,34,29,28,55,12,53,25,45,98,46,41,68921
457,3,60,13,12,0,17,72,47,62,83,88,89,82,68,29,42,63,250047
459,15,29,0,52,45,28,47,55,16,17,53,23,69,9,42,82,16,4096
462,33,41,28,77,89,15,73,50,27,69,37,61,87,67,38,84,24,13824
473,65,85,90,0,19,84,16,32,20,43,51,48,2,21,49,7,98,941192
486,92,58,28,75,6,24,6,57,12,88,33,35,8,9,93,71,11,1331
490,86,13,57,87,1,47,38,17,71,9,45,84,84,98,84,37,60,216000
497,82,23,87,97,40,49,57,37,87,36,14,63,42,54,42,71,67,300763
499,82,45,30,40,46,99,67,51,44,81,16,70,85,93,91,57,84,592704
501,33,70,45,23,39,11,52,17,54,37,43,79,2,69,50,15,36,46656
511,87,96,14,34,48,89,43,18,47,76,33,67,46,78,85,48,32,32768
513,9,87,77,16,40,67,25,25,91,22,58,64,41,3,14,56,63,250047
518,11,86,13,1,53,6,14,49,15,82,32,23,82,92,36,48,43,79507
522,77,73,15,33,68,48,12,50,41,65,50,7,85,12,54,4,61,226981
524,67,12,78,60,81,39,42,58,21,76,42,85,52,8,18,28,27,19683
531,0,69,84,71,56,15,86,17,66,12,1,75,65,85,83,93,14,2744
532,63,7,87,15,36,65,42,49,35,66,96,29,62,53,62,92,85,614125
535,64,15,42,37,95,89,43,51,11,62,9,78,20,32,99,17,83,571787
551,75,88,59,77,55,98,55,23,0,59,51,61,77,20,20,57,44,85184
553,60,68,80,9,83,90,72,24,14,20,42,20,43,73,79,59,7,343
567,88,41,59,77,0,11,31,22,94,50,93,68,4,9,73,12,12,1728
573,60,38,88,14,76,73,52,40,95,80,31,56,34,37,79,10,97,912673
577,61,60,16,33,78,96,55,37,6,50,86,57,32,87,74,46,59,205379
591,62,19,40,51,81,34,56,25,95,36,58,29,7,66,48,42,38,54872
594,10,43,34,34,16,22,91,29,84,14,45,58,94,66,73,11,99,970299
601,43,67,58,1,44,21,90,48,5,91,30,14,91,52,46,38,37,50653
616,74,19,61,23,10,90,14,30,30,53,96,25,90,44,86,18,13,2197
619,22,35,65,21,24,93,59,55,47,71,75,17,8,44,23,89,52,140608
627,16,91,61,83,73,15,55,49,67,35,21,34,24,91,37,67,98,941192
632,18,27,25,63,87,33,22,28,44,2,18,27,93,14,23,22,29,24389
642,51,73,83,85,62,91,15,19,91,25,54,32,87,89,38,87,40,64000
645,50,63,23,63,36,88,81,30,7,71,31,82,41,26,65,50,45,91125
652,76,24,22,13,64,72,84,34,76,12,23,35,59,92,71,50,59,205379
654,40,8,19,96,85,54,93,54,87,21,60,58,62,45,70,70,87,658503
656,17,33,89,94,51,33,69,37,80,75,58,18,69,1,30,26,94,830584
662,47,1,49,76,15,42,38,22,7,27,32,90,7,36,50,50,91,753571
663,73,11,25,62,7,61,55,28,76,84,20,83,72,31,42,82,24,13824
697,34,29,66,53,23,59,28,46,14,17,9,18,67,64,72,14,49,117649
698,22,57,77,95,76,46,93,56,51,50,67,45,79,60,77,28,31,29791
709,35,84,36,22,66,24,2,52,88,6,71,74,48,55,81,23,45,91125
721,34,17,68,8,78,17,43,36,85,49,6,43,91,91,72,76,62,238328
731,53,28,24,92,77,21,76,49,1,9,41,63,85,14,7,19,97,912673
734,73,14,31,21,44,97,30,44,10,32,48,28,82,30,99,37,93,804357
744,15,25,56,61,22,58,24,45,68,5,30,7,81,13,50,98,41,68921
754,74,45,59,57,66,38,7,38,79,44,55,27,27,78,18,47,2,8
766,59,25,22,79,1,31,68,20,90,80,7,51,8,64,83,66,81,531441
767,92,33,87,9,72,2,24,49,98,6,94,80,27,80,80,48,31,29791
768,23,43,75,2,65,24,14,37,54,24,90,80,4,36,72,15,18,5832
780,38,73,3,46,10,4,44,38,50,27,53,94,74,63,3,24,95,857375
782,90,11,0,31,62,14,68,34,43,35,42,49,56,75,85,23,45,91125
785,29,15,16,19,4,30,96,29,2,93,54,64,47,27,98,5,98,941192
786,51,88,38,83,15,51,90,42,54,13,4,84,14,17,98,49,55,166375
793,76,49,90,1,64,31,48,49,90,19,86,52,77,97,44,5,25,15625
812,2,19,54,0,85,95,89,18,28,42,56,39,89,66,6,80,62,238328
813,29,8,33,90,22,85,97,18,65,5,58,26,29,84,82,90,80,512000
817,57,38,31,8,22,71,78,40,86,24,73,94,21,73,47,42,79,493039
827,49,33,14,78,38,3,30,46,11,34,69,82,17,2,57,75,73,389017
836,13,74,8,52,2,10,75,47,66,22,64,15,91,11,80,84,42,74088
844,33,0,72,39,33,67,27,45,23,79,85,13,20,82,36,38,72,373248
848,22,45,61,53,4,50,55,42,93,26,28,66,62,65,48,38,97,912673
850,55,50,48,0,33,98,67,34,15,77,74,27,24,55,61,35,98,941192
852,80,64,49,75,6,26,52,55,61,11,15,94,91,7,99,24,37,50653
867,16,44,61,46,82,21,2,20,19,32,59,78,4,78,68,13,22,10648
872,72,48,21,12,65,95,36,21,35,36,1,47,84,54,49,72,9,729
887,96,17,72,60,76,10,77,53,76,74,38,99,62,59,87,64,48,110592
902,35,46,12,56,59,98,1,19,80,41,60,4,77,72,6,19,3,27
905,60,11,0,49,82,29,11,52,36,65,52,35,80,94,62,35,56,175616
909,62,47,34,18,61,33,66,31,59,43,22,16,46,1,46,77,36,46656
915,61,53,68,62,42,71,12,53,19,76,24,1,99,36,65,93,77,456533
923,77,86,47,59,9,3,21,32,3,51,99,86,24,27,69,35,26,17576
926,41,71,70,46,70,94,76,32,23,20,7,11,71,96,76,95,32,32768
927,78,35,17,19,32,76,11,53,97,29,68,84,3,92,55,98,95,857375
934,64,30,87,72,18,81,24,47,87,89,64,60,70,85,58,23,68,314432
935,13,67,59,42,16,94,42,58,27,28,47,51,49,38,55,36,16,4096
937,29,40,3,48,45,2,91,41,4,24,87,93,26,60,3,62,97,912673
938,22,55,0,68,37,34,84,33,24,54,88,23,97,50,66,21,95,857375
939,49,22,39,3,51,82,29,49,59,12,1,83,6,63,82,37,78,474552
943,37,42,2,12,17,54,65,56,86,11,26,61,13,63,73,71,59,205379
953,80,54,3,0,75,79,80,58,13,11,68,50,5,53,66,14,10,1000
956,87,94,31,38,13,2,21,30,3,33,70,69,99,15,37,42,91,753571
958,22,69,46,73,82,27,3,40,85,29,8,38,79,65,47,42,67,300763
968,10,47,1,75,22,95,57,31,45,28,29,1,84,22,2,93,90,729000
970,63,52,78,60,94,90,77,25,23,77,25,13,22,88,25,20,56,175616
973,3,47,16,14,84,63,31,50,59,95,87,66,6,32,69,19,59,205379
977,77,13,8,66,25,62,15,24,5,53,57,54,27,58,26,70,45,91125
984,13,38,69,57,53,50,87,21,7,2,51,7,57,28,64,64,28,21952
987,6,50,41,39,7,50,68,26,63,23,6,90,24,4,51,75,10,1000
994,42,31,56,42,9,41,1,32,14,69,54,68,48,32,10,92,4,64
1024,77,72,10,47,50,37,88,23,17,29,41,3,42,74,40,97,82,551368
1027,79,33,9,52,63,67,43,36,47,58,31,76,1,9,7,35,14,2744
1031,30,47,2,65,28,20,1,54,48,7,68,58,17,68,65,59,46,97336
1034,40,68,13,10,85,72,37,42,96,38,20,5,72,84,24,30,84,592704
1051,93,37,6,37,89,72,29,50,89,12,76,75,84,89,2,79,80,512000
1054,30,26,73,47,20,55,80,29,63,32,55,6,97,71,60,44,44,85184
1060,18,12,28,66,63,18,35,33,62,94,94,80,63,31,50,88,21,9261
1062,54,21,43,38,26,59,17,23,77,93,17,65,10,59,55,61,55,166375
1072,30,61,11,26,92,25,43,50,80,88,62,12,57,94,40,29,67,300763
1090,69,53,45,32,30,72,64,36,67,0,18,96,59,38,53,28,88,681472
1107,38,76,19,73,48,60,92,39,44,13,68,61,49,1,14,52,29,24389
1110,41,6,76,24,33,26,65,24,84,40,67,17,90,27,1,53,61,226981
1119,57,2,53,27,38,69,41,22,20,35,17,73,81,93,32,62,48,110592
1125,92,66,56,51,58,16,38,49,4,69,22,91,27,78,45,57,79,493039
1134,18,83,13,68,69,10,2,20,95,15,1,35,89,30,32,43,80,512000
1145,83,26,62,53,25,38,49,43,92,65,68,15,61,2,4,13,59,205379
1159,70,8,40,63,52,47,51,44,2,79,40,98,0,71,84,0,25,15625
1160,11,1,11,22,96,39,41,57,32,40,94,34,83,4,5,59,11,1331
1175,89,81,20,73,67,29,23,19,6,28,9,13,54,72,92,27,5,125
1178,45,97,23,25,45,84,84,47,74,34,2,19,76,44,11,93,69,328509
1179,54,64,78,7,32,42,93,45,43,38,92,65,26,81,50,83,37,50653
1193,33,44,78,92,39,13,99,56,28,35,98,63,88,86,73,91,29,24389
1196,74,37,89,94,97,43,40,47,11,66,87,65,67,57,38,65,88,681472
1206,99,94,30,6,61,20,92,35,52,71,46,5,32,31,60,17,99,970299
1221,94,49,87,72,71,12,36,57,66,73,75,22,82,3,30,55,18,5832
1222,42,24,34,54,69,87,78,29,23,61,78,36,25,57,36,28,80,512000
1225,72,43,6,71,16,24,0,55,71,32,57,31,24,18,64,94,23,12167
1226,13,1,2,65,35,66,73,39,62,15,99,94,16,57,88,46,84,592704
1234,76,45,49,28,48,90,2,48,96,77,7,27,13,47,86,89,90,729000
1235,76,26,42,11,8,93,34,41,18,12,78,16,59,46,11,61,89,704969
1238,27,47,62,70,36,45,25,46,63,41,50,73,57,29,10,4,8,512
1249,39,31,22,91,65,61,20,43,46,83,14,95,89,36,63,19,70,343000
1250,9,24,69,25,68,32,50,46,73,79,13,78,46,84,54,53,52,140608
1256,46,32,69,32,63,12,54,19,86,46,70,50,7,77,2,50,15,3375
1269,87,1,72,71,81,11,40,40,29,90,22,78,92,3,39,10,50,125000
1277,49,85,30,49,22,8,51,39,99,88,63,93,52,40,35,3,47,103823
1281,47,45,83,10,17,52,54,58,32,25,89,72,55,82,14,74,97,912673
1285,3,28,51,50,26,94,91,20,13,95,41,39,47,61,39,44,64,262144
1291,42,24,8,15,83,48,66,52,7,17,17,29,94,53,88,18,0,0
1293,57,51,52,65,89,66,27,56,13,43,49,75,98,15,28,86,34,39304
1299,90,10,34,46,58,33,8,41,50,76,39,96,90,75,77,11,82,551368
1300,51,23,58,13,96,98,32,19,74,58,15,18,72,70,77,35,98,941192
1307,83,85,74,93,10,0,14,26,7,25,45,28,46,64,5,37,12,1728
1311,67,1,12,31,72,59,61,55,50,89,62,55,22,20,20,80,15,3375
1312,21,33,78,44,57,2,20,54,14,8,53,85,83,86,31,14,50,125000
1316,72,25,68,95,45,17,13,47,29,98,26,9,14,84,39,19,47,103823
1318,94,61,12,19,68,77,59,59,41,58,41,45,87,56,40,9,47,103823
1324,38,47,84,50,64,9,33,53,55,3,1,48,53,18,57,75,63,250047
1328,7,30,71,74,49,1,32,50,95,53,9,53,90,98,10,79,65,274625
1329,93,12,72,94,44,59,94,32,68,75,35,64,69,72,28,86,32,32768
1330,50,52,79,86,75,47,69,39,46,1,60,84,35,43,81,49,91,753571
1336,63,94,53,92,51,56,71,30,9,58,75,65,17,28,11,90,29,24389
1345,75,26,79,97,65,18,18,38,23,32,19,10,12,31,98,31,37,50653
1351,2,92,15,40,37,13,63,40,39,59,64,80,61,35,8,11,63,250047
1352,27,80,62,38,62,78,23,25,76,95,44,96,38,36,36,92,64,262144
1355,42,40,26,53,67,90,63,50,85,80,15,6,26,98,79,82,86,636056
1360,67,49,24,32,8,23,46,36,87,93,25,87,13,29,55,61,47,103823
1364,6,12,70,34,79,14,58,22,63,87,18,29,66,94,11,73,42,74088
1372,60,11,17,33,32,43,20,28,82,40,92,30,29,22,16,42,94,830584
1382,92,13,43,82,51,61,98,39,8,71,35,95,28,30,38,4,13,2197
1389,99,11,35,8,62,26,47,20,68,22,11,2,65,98,71,87,58,195112
1396,69,87,12,40,55,92,19,47,45,18,4,64,34,68,18,5,52,140608
1402,38,94,86,47,5,97,68,56,76,51,33,36,91,90,50,89,62,238328
1403,35,64,15,94,1,49,38,26,29,88,53,88,71,34,6,38,28,21952
1411,82,77,82,9,2,38,52,18,77,5,27,43,42,50,22,99,8,512
1427,34,92,20,31,19,20,35,24,27,2,42,18,92,27,43,11,92,778688
1433,5,98,17,1,2,17,77,27,75,8,2,36,49,22,86,86,32,32768
1442,21,94,32,76,31,76,60,48,43,85,90,72,87,32,99,71,48,110592
1444,11,46,29,11,57,1,55,21,13,27,72,14,9,7,49,33,97,912673
1445,69,22,26,69,2,80,87,32,5,8,71,10,93,29,28,50,65,274625
1447,16,29,38,36,42,82,33,33,54,74,32,18,84,75,70,50,4,64
1452,44,44,60,1,83,79,77,51,59,74,97,44,14,29,41,5,14,2744
1454,57,74,79,40,46,85,62,27,9,92,72,72,89,40,51,95,13,2197
1467,92,71,35,14,51,62,21,52,96,75,28,33,97,66,12,3,3,27
1472,60,26,64,42,9,51,20,45,58,40,77,65,88,46,36,24,30,27000
1484,30,64,6,12,5,93,13,31,34,59,45,44,32,30,53,97,74,405224
1495,78,84,49,84,13,59,29,22,34,94,50,25,52,30,75,82,60,216000
1506,39,31,0,64,39,1,77,56,8,16,49,74,70,71,72,45,12,1728
1513,19,82,72,99,25,33,90,21,0,91,94,90,61,80,54,90,97,912673
1518,4,55,13,31,49,91,24,55,28,48,21,17,7,0,69,37,62,238328
1519,90,51,84,52,38,14,32,39,5,68,85,94,21,16,16,47,43,79507
1527,5,67,69,50,92,6,3,37,49,58,37,88,71,50,79,48,25,15625
1529,9,1,71,18,64,83,82,27,93,91,88,37,84,76,78,53,98,941192
1535,21,5,54,4,23,71,55,24,27,51,91,37,85,57,28,15,5,125
1542,17,25,52,41,87,84,80,35,46,56,76,0,31,55,18,75,24,13824
1547,8,98,29,35,7,95,27,29,42,58,18,44,60,46,20,1,46,97336
1557,92,95,32,74,51,18,38,38,89,14,64,39,42,40,3,54,4,64
1559,96,60,77,55,99,50,36,37,18,41,37,38,47,31,55,34,99,970299
1572,68,38,85,67,71,32,17,47,97,5,64,27,31,81,25,70,12,1728
1586,99,92,89,95,14,64,71,45,62,98,67,34,18,77,16,12,12,1728
1587,25,36,0,80,43,37,85,32,40,67,83,63,49,84,23,61,39,59319
1593,40,9,53,71,39,48,23,54,26,86,18,39,26,37,89,75,38,54872
1599,27,99,49,89,39,61,56,27,99,75,79,3,70,45,38,37,36,46656
1610,93,68,28,24,20,14,38,45,71,56,9,48,22,60,6,48,11,1331
1617,72,22,38,22,47,45,81,26,77,71,21,86,54,81,79,52,99,970299
1632,52,50,43,23,67,84,68,51,20,32,68,17,94,25,31,54,33,35937
1643,74,85,88,10,15,63,58,48,38,57,58,98,60,35,34,17,50,125000
1645,5,67,44,63,78,28,41,34,87,66,69,60,56,33,1,5,38,54872
1646,12,53,85,59,22,89,67,31,81,47,30,64,96,30,42,32,32,32768
1652,60,8,54,36,16,66,38,18,1,63,74,9,22,84,93,17,57,185193
1669,12,88,53,82,81,97,20,25,96,67,50,5,85,8,72,93,25,15625
1671,37,76,32,76,98,9,29,43,76,99,81,1,82,52,21,52,66,287496
1673,8,92,79,9,61,62,50,39,10,22,15,43,26,17,60,52,23,12167
1674,16,43,17,82,57,60,98,53,17,63,89,91,25,86,29,2,6,216
1687,93,17,27,16,79,63,31,32,3,15,24,5,21,94,29,10,52,140608
1691,92,15,20,80,53,84,77,53,79,38,41,86,59,75,20,67,72,373248
1693,78,30,39,16,24,20,56,21,87,97,20,38,56,96,98,73,79,493039
1699,34,6,43,29,22,74,15,53,43,28,89,59,8,77,62,92,70,343000
1710,64,16,35,26,71,60,5,57,6,14,57,27,46,43,84,55,19,6859
1715,67,24,29,15,22,19,66,41,20,51,56,85,99,18,35,85,20,8000
1750,34,37,0,9,57,9,39,21,56,10,16,90,48,6,36,46,91,753571
1752,91,49,78,12,61,70,29,22,25,81,53,8,45,84,86,66,30,27000
1756,85,74,7,73,37,33,30,30,13,35,85,80,83,90,28,95,79,493039
1761,95,12,21,87,50,1,60,19,3,27,27,94,35,15,61,70,42,74088
1762,64,9,21,73,90,21,3,32,66,43,45,90,33,64,0,10,7,343
1773,47,51,61,54,6,68,39,17,82,34,82,41,92,29,70,46,34,39304
1775,74,53,30,30,98,81,37,27,84,75,12,71,18,41,19,15,86,636056
1794,39,77,65,47,22,51,41,52,6,96,76,26,2,89,86,76,57,185193
1797,2,95,71,72,73,59,66,47,87,18,55,81,92,10,36,79,20,8000
1802,74,79,41,10,98,31,33,48,39,14,6,44,71,0,93,92,55,166375
1803,58,72,66,66,63,98,54,40,35,90,4,78,95,68,33,34,69,328509
1810,95,2,6,23,5,33,69,54,86,56,29,58,43,76,71,9,97,912673
1818,78,80,52,79,99,89,15,21,44,99,89,96,63,49,61,16,61,226981
1821,62,85,45,87,15,48,76,54,3,81,31,80,5,50,91,66,6,216
1824,74,34,42,90,86,81,9,56,57,75,69,98,21,33,71,64,59,205379
1834,64,52,25,6,6,55,10,31,37,44,32,95,38,29,80,1,79,493039
1835,5,0,56,54,99,42,53,48,22,78,12,92,20,4,58,32,79,493039
1858,88,89,52,19,21,3,77,18,6,58,81,33,21,36,45,97,94,830584
1867,80,52,2,95,57,92,33,34,86,77,31,67,68,80,82,28,21,9261
1883,93,89,64,10,76,50,87,58,41,1,98,73,37,41,85,50,83,571787
1888,53,77,21,91,4,49,60,48,84,96,43,16,22,3,24,42,26,17576
1890,95,52,9,90,42,77,55,36,68,37,87,22,67,33,97,56,3,27
1900,37,35,60,76,28,35,71,19,86,9,36,23,99,44,11,29,0,0
1903,60,69,9,45,51,91,46,43,30,1,4,21,20,45,61,19,35,42875
1904,70,62,66,56,81,56,48,45,43,35,7,24,16,4,26,0,69,328509
1917,45,56,49,63,36,2,9,30,98,46,76,77,69,8,48,85,16,4096
1924,93,75,24,28,55,17,89,30,26,21,86,99,53,26,7,60,99,970299
1925,27,18,12,81,14,31,93,39,56,76,42,52,27,14,42,42,39,59319
1930,54,44,61,41,47,70,14,41,60,90,21,38,53,17,23,85,82,551368
1935,6,40,88,48,40,47,18,54,7,86,98,92,23,29,92,2,0,0
1942,67,18,0,0,48,78,57,36,13,99,42,26,26,73,18,18,32,32768
1944,77,56,0,57,40,5,47,31,74,99,28,78,88,5,37,83,42,74088
1946,4,10,43,87,71,46,98,31,45,48,50,46,70,74,21,90,4,64
1949,37,2,72,67,93,96,76,56,87,86,35,33,16,59,82,97,27,19683
1953,66,6,58,3,35,60,54,56,54,92,74,24,18,26,65,63,9,729
1964,42,11,79,40,83,92,19,52,55,3,23,85,87,12,89,71,87,658503
1972,1,75,41,3,83,43,43,32,24,11,29,54,9,63,72,84,1,1
1978,51,0,63,31,3,47,46,18,62,94,16,12,69,82,85,28,88,681472
1992,94,45,76,68,88,41,72,38,32,37,23,74,1,34,27,18,43,79507
2007,96,68,51,94,57,83,96,55,81,99,58,88,51,9,99,83,80,512000
2014,36,19,17,28,30,69,65,45,40,64,45,38,76,12,20,56,59,205379
2028,66,78,42,19,65,83,2,42,24,2,72,93,54,11,67,1,93,804357
2038,3,76,11,13,15,27,32,36,25,64,75,17,53,77,23,36,10,1000
2040,50,55,57,50,55,62,57,24,38,58,93,28,12,46,6,84,70,343000
2044,94,32,52,45,83,82,77,27,88,92,31,90,44,71,82,80,12,1728
2048,31,16,43,52,19,95,94,40,16,63,38,31,68,8,15,8,59,205379
2049,74,21,45,86,18,40,96,44,88,49,80,83,67,60,87,7,40,64000
2054,34,59,14,70,66,98,13,57,61,43,1,55,73,17,70,4,54,157464
2056,12,65,8,15,12,59,93,43,21,67,83,28,53,96,42,42,94,830584
2058,76,8,74,86,98,78,72,57,8,84,15,34,91,19,49,18,21,9261
2061,48,93,1,54,52,36,20,43,0,74,50,89,75,86,86,83,3,27
2072,15,44,43,41,15,61,70,27,65,49,46,84,59,27,85,27,52,140608
2077,92,62,69,97,7,47,56,22,59,55,25,38,16,65,75,9,70,343000
2090,52,72,56,80,17,36,20,39,53,95,18,24,42,63,58,32,56,175616
2091,88,32,40,31,56,60,63,53,67,23,37,85,21,7,26,74,49,117649
2092,9,22,38,6,99,85,95,40,69,82,69,87,44,59,13,71,56,175616
2103,46,13,43,70,68,82,82,18,3,71,88,59,82,22,29,69,90,729000
2105,68,51,86,0,16,72,59,21,97,0,73,1,46,15,78,45,35,42875
2106,77,32,82,31,94,60,78,45,79,74,93,49,15,2,78,26,39,59319
2107,17,74,74,11,27,62,67,52,80,15,98,50,32,4,16,65,84,592704
2110,73,7,49,82,22,63,66,24,49,1,21,64,4,35,24,98,96,884736
2114,29,89,37,93,41,31,33,23,12,90,45,54,67,54,36,75,74,405224
2119,3,2,75,37,8,44,47,20,4,97,47,42,39,51,39,91,27,19683
2131,43,15,72,62,43,54,4,29,51,42,55,45,4,30,37,38,46,97336
2133,44,58,77,49,32,99,40,33,5,3,16,95,84,44,70,98,59,205379
2142,2,63,85,86,24,67,21,34,88,6,43,44,83,97,43,43,90,729000
2143,53,86,76,26,98,78,23,53,95,52,34,77,42,12,67,75,45,91125
2149,4,87,30,17,86,66,15,56,25,26,84,52,13,74,31,73,20,8000
2155,59,94,39,86,25,90,66,36,26,98,50,59,23,93,50,11,77,456533
2161,59,77,51,18,38,28,10,35,65,88,22,82,2,32,62,54,48,110592
2164,58,14,53,82,64,3,53,34,71,60,9,97,92,73,66,69,8,512
2167,76,20,51,14,51,72,82,44,62,32,80,5,70,70,32,9,46,97336
2170,64,88,59,33,46,49,32,29,5,0,73,56,99,47,8,74,92,778688
2173,76,84,27,15,42,45,23,31,44,12,35,41,15,73,35,14,84,592704
2174,74,37,21,18,36,30,72,34,27,33,74,89,1,15,49,65,56,175616
2178,20,4,74,54,61,5,34,48,39,24,27,17,35,98,71,30,53,148877
2181,79,35,86,33,68,59,12,57,60,11,39,55,51,74,35,78,47,103823
2186,19,22,17,44,50,56,82,56,68,49,17,16,34,1,64,7,24,13824
2187,27,5,17,46,32,76,85,18,64,31,33,59,75,8,34,19,75,421875
2197,75,81,59,94,30,54,88,34,98,86,81,21,95,95,82,65,30,27000
2207,26,62,30,15,70,78,94,48,59,42,3,24,39,10,29,66,16,4096
2208,81,60,25,20,8,9,77,47,45,54,37,80,70,55,97,0,13,2197
2209,23,76,26,15,6,87,67,56,70,84,98,95,81,7,13,70,39,59319
2210,83,76,33,64,73,81,85,43,28,64,17,11,89,29,11,31,11,1331
2217,69,22,31,9,72,86,61,23,87,33,31,54,47,68,32,94,7,343
2235,99,57,74,79,56,52,35,37,21,22,56,57,86,76,38,0,96,884736
2247,92,94,24,95,44,19,7,46,9,17,67,3,33,3,32,29,36,46656
2251,21,3,66,94,90,32,84,20,23,33,6,43,64,61,33,83,86,636056
2254,89,44,47,21,79,71,76,41,77,70,36,35,24,25,26,5,84,592704
2262,54,62,88,58,47,29,85,38,54,21,18,6,20,79,92,81,91,753571
2264,32,72,2,91,39,28,37,44,40,89,39,0,43,25,28,96,8,512
2266,7,45,32,58,53,87,73,52,3,92,85,91,14,10,88,18,62,238328
