name,0.csv,1.csv,10.csv,11.csv,12.csv,13.csv,14.csv,15.csv,16.csv,17.csv,18.csv,19.csv,2.csv,20.csv,21.csv,22.csv,23.csv,24.csv,25.csv,26.csv,27.csv,28.csv,29.csv,3.csv,30.csv,31.csv,32.csv,33.csv,34.csv,35.csv,36.csv,37.csv,38.csv,39.csv,4.csv,40.csv,41.csv,42.csv,43.csv,44.csv,45.csv,46.csv,47.csv,48.csv,49.csv,5.csv,50.csv,51.csv,52.csv,53.csv,54.csv,55.csv,56.csv,57.csv,58.csv,59.csv,6.csv,60.csv,61.csv,62.csv,63.csv,64.csv,65.csv,66.csv,67.csv,68.csv,69.csv,7.csv,70.csv,71.csv,72.csv,73.csv,74.csv,75.csv,76.csv,77.csv,78.csv,79.csv,8.csv,9.csv
18.csv,0.763361,0.799711,0.792955,0.870053,0.791919,0.744275,0.743708,0.89475,0.904043,0.909213,1,0.899032,0.837364,0.950749,0.877692,0.891126,0.884533,0.868333,0.943817,0.940927,0.93408,0.887971,0.879006,0.796703,0.930904,0.825641,0.722228,0.885588,0.84339,0.753717,0.82394,0.753717,0.841466,0.658539,0.794231,0.0328527,0.0556954,0.115636,0.317555,0.31189,0.216052,0.411846,0.281459,0.417696,0.391699,0.803742,0.350994,0.388477,0.360677,0.417245,0.587174,0.485101,0.471985,0.348487,0.320039,0.0677259,0.804202,0.042395,0.0605207,0.0749327,0.128641,0.100837,0.0877356,0.090508,0.040668,0.00786325,0.0337949,0.795664,0.0432845,0.129513,0.235642,0.0762759,0.087508,0.00858974,0.0330536,0.0237124,0.00790412,0.00790412,0.804202,0.793659
19.csv,0.826517,0.865875,0.860949,0.943298,0.859455,0.811711,0.81083,0.968506,0.975828,0.982575,0.899032,1,0.815492,0.911107,0.843799,0.857368,0.855801,0.839402,0.909338,0.907214,0.903307,0.860552,0.852452,0.864029,0.901919,0.801919,0.701668,0.859716,0.820632,0.732379,0.801524,0.732379,0.820101,0.638005,0.861967,0.0309361,0.0534536,0.111227,0.307719,0.300889,0.208419,0.398011,0.272917,0.404386,0.379141,0.872924,0.340014,0.377016,0.346855,0.404206,0.569546,0.468755,0.456937,0.334042,0.30641,0.0648107,0.873959,0.0407448,0.0574237,0.0721978,0.124184,0.0975758,0.0850699,0.0864957,0.0388928,0.00796037,0.0318415,0.864861,0.0398019,0.123419,0.223748,0.072674,0.0836386,0.00786325,0.0304571,0.021891,0.00729701,0.00729701,0.873959,0.862129
2.csv,0.888248,0.93266,0.902395,0.822903,0.901381,0.851344,0.850781,0.821964,0.819943,0.81817,0.837364,0.815492,1,0.854441,0.789328,0.803503,0.802202,0.787797,0.853311,0.852933,0.851861,0.811378,0.803579,0.918321,0.851197,0.751197,0.669741,0.810841,0.773977,0.699285,0.7507,0.699285,0.773489,0.612836,0.909707,0.03,0.0518182,0.107727,0.299091,0.292727,0.202174,0.386818,0.265455,0.392727,0.368182,0.91526,0.330455,0.366087,0.336364,0.392609,0.553043,0.455,0.443182,0.324762,0.297619,0.0628571,0.914049,0.0395238,0.0557143,0.07,0.120455,0.0945455,0.0822727,0.0838095,0.0377273,0.00772727,0.0309091,0.905034,0.0386364,0.12,0.216667,0.0704762,0.0809524,0.00761905,0.0295652,0.02125,0.00708333,0.00708333,0.914049,0.903051
20.csv,0.77801,0.815058,0.811183,0.884272,0.810503,0.762868,0.762481,0.908824,0.913253,0.91572,0.950749,0.911107,0.854441,1,0.916895,0.927333,0.914286,0.895815,0.982491,0.978027,0.960676,0.914489,0.904408,0.813436,0.954675,0.849411,0.735696,0.909996,0.866615,0.767867,0.846836,0.767867,0.863235,0.668727,0.811981,0.032414,0.0560037,0.116529,0.322377,0.315222,0.217895,0.416968,0.285918,0.423647,0.3972,0.817463,0.356207,0.394157,0.363374,0.422584,0.595439,0.491079,0.478698,0.350744,0.321731,0.0680513,0.817744,0.0427821,0.0602949,0.0758077,0.130098,0.102222,0.0891209,0.0908205,0.0407448,0.00833944,0.0333578,0.812918,0.0416972,0.12959,0.234936,0.0763077,0.0878205,0.00825641,0.0318415,0.0228428,0.00761427,0.00761427,0.817744,0.811652
21.csv,0.718476,0.752689,0.749312,0.817764,0.748807,0.701181,0.700891,0.842199,0.845862,0.847486,0.877692,0.843799,0.789328,0.916895,1,0.852817,0.841691,0.968704,0.904446,0.90272,0.891014,0.848127,0.838577,0.751199,0.883769,0.778506,0.680219,0.844045,0.803805,0.710007,0.776797,0.710007,0.800583,0.619774,0.74997,0.030586,0.0525961,0.110018,0.30187,0.294902,0.204808,0.389358,0.266915,0.39215,0.369659,0.754226,0.332083,0.365679,0.338006,0.393063,0.555289,0.456877,0.444098,0.326927,0.302397,0.0634297,0.754403,0.0405598,0.0559976,0.0721022,0.122479,0.109167,0.0952158,0.0849872,0.0379399,0.00805775,0.0308529,0.750604,0.0395808,0.120934,0.21993,0.0716861,0.0825502,0.00796064,0.0307659,0.0220712,0.00735707,0.00735707,0.754403,0.749653
22.csv,0.73126,0.766082,0.762958,0.831489,0.762519,0.714892,0.714648,0.855909,0.859228,0.860717,0.891126,0.857368,0.803503,0.927333,0.852817,1,0.971184,0.840653,0.916489,0.915331,0.905785,0.861799,0.852399,0.764681,0.901231,0.795968,0.690001,0.858058,0.817149,0.722169,0.79318,0.722169,0.813994,0.629709,0.763559,0.0305006,0.053138,0.109853,0.303797,0.297118,0.205618,0.394103,0.269719,0.397924,0.37243,0.767313,0.334774,0.370058,0.341941,0.397121,0.560886,0.461074,0.446789,0.328744,0.302231,0.0640513,0.767474,0.0402821,0.0567949,0.0713077,0.122955,0.0960317,0.0834066,0.0853205,0.0383639,0.00786325,0.031453,0.764094,0.0393162,0.12209,0.220436,0.0718077,0.0823205,0.00775641,0.0300233,0.0215385,0.00717949,0.00717949,0.767474,0.76326
23.csv,0.729972,0.764733,0.762888,0.83023,0.762495,0.714861,0.714631,0.854691,0.856567,0.857693,0.884533,0.855801,0.802202,0.914286,0.841691,0.971184,1,0.834087,0.909786,0.90798,0.900997,0.856669,0.847756,0.764012,0.898365,0.793101,0.689573,0.854901,0.814174,0.721746,0.792028,0.721746,0.812774,0.629463,0.763296,0.0305006,0.053138,0.109853,0.303797,0.297118,0.205618,0.394103,0.269719,0.397924,0.37243,0.766093,0.334774,0.370058,0.341941,0.397121,0.560886,0.461074,0.446789,0.328744,0.302231,0.0640513,0.766275,0.0402821,0.0567949,0.0713077,0.122955,0.0960317,0.0834066,0.0853205,0.0383639,0.00786325,0.031453,0.763881,0.0393162,0.12209,0.220436,0.0718077,0.0823205,0.00775641,0.0300233,0.0215385,0.00717949,0.00717949,0.766275,0.763175
24.csv,0.716468,0.750586,0.748662,0.814336,0.748423,0.7008,0.700666,0.8387,0.840691,0.84132,0.868333,0.839402,0.787797,0.895815,0.968704,0.840653,0.834087,1,0.890378,0.890311,0.886779,0.843113,0.834442,0.749639,0.882404,0.777141,0.679995,0.840474,0.800413,0.709781,0.775641,0.709781,0.79819,0.619567,0.748969,0.03058,0.05259,0.110012,0.301864,0.294896,0.204802,0.389352,0.266909,0.392144,0.369653,0.75106,0.332083,0.365673,0.338006,0.393057,0.555283,0.456877,0.444098,0.326927,0.302397,0.0634297,0.751138,0.0405598,0.0559976,0.0721022,0.122479,0.109167,0.0952158,0.0849872,0.0379399,0.00805775,0.0308529,0.749239,0.0395808,0.120934,0.21993,0.0716861,0.0825502,0.00796064,0.0307659,0.0220712,0.00735707,0.00735707,0.751138,0.748796
25.csv,0.776814,0.813805,0.811102,0.882902,0.810474,0.76283,0.762461,0.907477,0.910431,0.912395,0.943817,0.909338,0.853311,0.982491,0.904446,0.916489,0.909786,0.890378,1,0.984367,0.962697,0.915113,0.904681,0.812766,0.955538,0.850274,0.735601,0.910599,0.867199,0.767773,0.847934,0.767773,0.86419,0.668699,0.811699,0.032414,0.0560037,0.116529,0.322377,0.315219,0.217896,0.416965,0.285918,0.423644,0.397197,0.816148,0.356206,0.394155,0.363373,0.422581,0.595437,0.491077,0.478696,0.350744,0.321731,0.0680513,0.816439,0.0427821,0.0602949,0.0758077,0.130098,0.102222,0.0891209,0.0908205,0.0407448,0.00833944,0.0333578,0.812672,0.0416972,0.12959,0.234936,0.0763077,0.0878205,0.00825641,0.0318415,0.0228428,0.00761427,0.00761427,0.816439,0.811553
26.csv,0.776211,0.813174,0.810673,0.881352,0.810206,0.762576,0.76231,0.905806,0.908438,0.909886,0.940927,0.907214,0.852933,0.978027,0.90272,0.915331,0.90798,0.890311,0.984367,1,0.961067,0.921499,0.910039,0.812152,0.954978,0.849715,0.735904,0.914304,0.870696,0.768074,0.847092,0.768074,0.865746,0.668877,0.811202,0.0324176,0.0560073,0.116532,0.322381,0.315222,0.217898,0.416968,0.285922,0.423647,0.3972,0.814762,0.356207,0.394157,0.363374,0.422583,0.595439,0.491079,0.478698,0.350744,0.321731,0.0680513,0.814963,0.0427821,0.0602949,0.0758077,0.130098,0.102222,0.0891209,0.0908205,0.0407448,0.00833944,0.0333578,0.81186,0.0416972,0.12959,0.234936,0.0763077,0.0878205,0.00825641,0.0318415,0.0228428,0.00761427,0.00761427,0.814963,0.811004
27.csv,0.7747,0.81159,0.81,0.878306,0.809801,0.762191,0.762077,0.902685,0.904209,0.904796,0.93408,0.903307,0.851861,0.960676,0.891014,0.905785,0.900997,0.886779,0.962697,0.961067,1,0.908729,0.899828,0.810856,0.972215,0.866951,0.735539,0.905753,0.862583,0.767707,0.85329,0.767707,0.860167,0.66871,0.8103,0.0324054,0.0559951,0.11652,0.322369,0.315214,0.21789,0.41696,0.28591,0.423639,0.397192,0.812024,0.356203,0.394149,0.36337,0.422576,0.595431,0.491074,0.478694,0.350744,0.321731,0.0680513,0.812062,0.0427821,0.0602949,0.0758077,0.130098,0.102222,0.0891209,0.0908205,0.0407448,0.00833944,0.0333578,0.810515,0.0416972,0.12959,0.234936,0.0763077,0.0878205,0.00825641,0.0318415,0.0228428,0.00761427,0.00761427,0.812062,0.810136
28.csv,0.741113,0.7748,0.773232,0.836693,0.773021,0.72757,0.727458,0.859905,0.861467,0.862083,0.887971,0.860552,0.811378,0.914489,0.848127,0.861799,0.856669,0.843113,0.915113,0.921499,0.908729,1,0.983952,0.774069,0.905385,0.805385,0.776303,0.952713,0.907096,0.799814,0.802834,0.799814,0.893815,0.698395,0.773511,0.0338483,0.0573972,0.117836,0.324174,0.316331,0.218999,0.41795,0.287769,0.424643,0.398203,0.775276,0.356902,0.395108,0.36405,0.443834,0.610702,0.491698,0.479309,0.350744,0.321731,0.0680513,0.775352,0.0427821,0.0602949,0.0758077,0.130515,0.102651,0.0895538,0.0908205,0.0407448,0.00833944,0.0333578,0.773753,0.0416972,0.12959,0.235717,0.0767707,0.0882751,0.00875641,0.0318415,0.0228428,0.00761427,0.00761427,0.775352,0.773362
29.csv,0.733921,0.767281,0.765881,0.82868,0.765702,0.72025,0.720156,0.851881,0.853255,0.853804,0.879006,0.852452,0.803579,0.904408,0.838577,0.852399,0.847756,0.834442,0.904681,0.910039,0.899828,0.983952,1,0.766616,0.896917,0.796917,0.777212,0.940836,0.895816,0.799646,0.794479,0.799646,0.884324,0.698797,0.766123,0.0341258,0.0573466,0.117741,0.324612,0.317326,0.21861,0.416598,0.288552,0.422576,0.402288,0.767632,0.360623,0.393095,0.366123,0.441252,0.604954,0.492262,0.479258,0.351709,0.321844,0.0681689,0.767702,0.0432582,0.0609615,0.0753775,0.130726,0.102629,0.0894541,0.0911146,0.0406048,0.00843014,0.0331337,0.766322,0.0415571,0.129648,0.234638,0.0769765,0.0873728,0.00825641,0.0316276,0.0225615,0.00769709,0.00769709,0.767702,0.765989
3.csv,0.931474,0.978047,0.953367,0.872467,0.952009,0.901929,0.901143,0.871648,0.867706,0.866098,0.796703,0.864029,0.918321,0.813436,0.751199,0.764681,0.764012,0.749639,0.812766,0.812152,0.810856,0.774069,0.766616,1,0.81032,0.715081,0.640529,0.773747,0.740102,0.668789,0.714882,0.668789,0.739855,0.58614,0.962056,0.0286957,0.0495652,0.103043,0.286087,0.28,0.19375,0.37,0.253913,0.375652,0.352174,0.967106,0.316087,0.350833,0.321739,0.37625,0.53,0.435217,0.423913,0.31,0.284091,0.06,0.96609,0.0377273,0.0531818,0.0668182,0.115217,0.0904348,0.0786957,0.08,0.036087,0.0073913,0.0295652,0.956877,0.0369565,0.114545,0.206818,0.0672727,0.0772727,0.00727273,0.0283333,0.0204,0.0068,0.0068,0.96609,0.954352
30.csv,0.773934,0.810788,0.8098,0.877201,0.809684,0.762068,0.762001,0.901569,0.902487,0.902801,0.930904,0.901919,0.851197,0.954675,0.883769,0.901231,0.898365,0.882404,0.955538,0.954978,0.972215,0.905385,0.896917,0.81032,1,0.894737,0.73544,0.903504,0.860454,0.767608,0.860074,0.767608,0.858927,0.668668,0.809979,0.0324054,0.0559951,0.11652,0.322369,0.315214,0.21789,0.41696,0.28591,0.423639,0.397192,0.811005,0.356203,0.394149,0.36337,0.422576,0.595431,0.491074,0.478694,0.350744,0.321731,0.0680513,0.81101,0.0427821,0.0602949,0.0758077,0.130098,0.102222,0.0891209,0.0908205,0.0407448,0.00833944,0.0333578,0.810096,0.0416972,0.12959,0.234936,0.0763077,0.0878205,0.00825641,0.0318415,0.0228428,0.00761427,0.00761427,0.81101,0.809877
31.csv,0.683025,0.71555,0.714562,0.777201,0.714446,0.666829,0.666763,0.801569,0.802487,0.802801,0.825641,0.801919,0.751197,0.849411,0.778506,0.795968,0.793101,0.777141,0.850274,0.849715,0.866951,0.805385,0.796917,0.715081,0.894737,1,0.646868,0.803504,0.765216,0.676655,0.961259,0.676655,0.763689,0.587239,0.714741,0.029072,0.0498046,0.103663,0.286178,0.279023,0.19289,0.366007,0.2521,0.376496,0.351954,0.715767,0.316203,0.350513,0.320989,0.374848,0.52634,0.435836,0.422027,0.310744,0.285731,0.0605513,0.715772,0.0377821,0.0532949,0.0668077,0.115336,0.0903175,0.0781685,0.0798205,0.0359829,0.00738706,0.0295482,0.714858,0.0369353,0.11409,0.208936,0.0673077,0.0768205,0.00725641,0.0282051,0.0202341,0.0067447,0.0067447,0.715772,0.714638
32.csv,0.613909,0.640601,0.640464,0.684781,0.640452,0.600887,0.600881,0.701639,0.701748,0.701767,0.722228,0.701668,0.669741,0.735696,0.680219,0.690001,0.689573,0.679995,0.735601,0.735904,0.735539,0.776303,0.777212,0.640529,0.73544,0.646868,1,0.756353,0.721958,0.908264,0.646509,0.908264,0.721204,0.797297,0.640485,0.0517055,0.0682382,0.119431,0.305777,0.299591,0.207302,0.385393,0.275524,0.390706,0.368768,0.6406,0.328659,0.362754,0.341249,0.402038,0.541183,0.452026,0.436566,0.31072,0.284477,0.0601923,0.640596,0.0390619,0.0548515,0.0700437,0.121086,0.0944188,0.0818817,0.0820961,0.0364856,0.00694939,0.0302652,0.640493,0.0379665,0.114003,0.211433,0.0741754,0.0836877,0.00872053,0.0312135,0.0220118,0.00785735,0.00785735,0.640596,0.64047
33.csv,0.740584,0.774247,0.773126,0.836015,0.772961,0.727513,0.727423,0.859231,0.860306,0.86077,0.885588,0.859716,0.810841,0.909996,0.844045,0.858058,0.854901,0.840474,0.910599,0.914304,0.905753,0.952713,0.940836,0.773747,0.903504,0.803504,0.756353,1,0.95185,0.796089,0.802009,0.796089,0.925721,0.692109,0.773339,0.0334042,0.0577266,0.119961,0.331914,0.323287,0.224431,0.429184,0.294479,0.435375,0.408684,0.774637,0.365978,0.405352,0.374122,0.435876,0.618522,0.505001,0.493109,0.360487,0.331474,0.0701026,0.774705,0.0440641,0.0620897,0.0781154,0.133761,0.105153,0.0918071,0.093641,0.0419658,0.00858364,0.0343346,0.77353,0.0429182,0.133692,0.242628,0.0786154,0.090641,0.00851282,0.0327739,0.0235117,0.00783724,0.00783724,0.774705,0.773229
34.csv,0.70972,0.740578,0.739511,0.79801,0.739354,0.695882,0.695796,0.82017,0.82119,0.821632,0.84339,0.820632,0.773977,0.866615,0.803805,0.817149,0.814174,0.800413,0.867199,0.870696,0.862583,0.907096,0.895816,0.740102,0.860454,0.765216,0.721958,0.95185,1,0.759888,0.763809,0.759888,0.965694,0.66064,0.739715,0.0318856,0.0551024,0.114508,0.316827,0.308592,0.22969,0.409676,0.281093,0.415585,0.390107,0.740952,0.349343,0.387728,0.357116,0.416925,0.59163,0.482046,0.470694,0.343321,0.31569,0.0667643,0.741017,0.0419658,0.0591331,0.0743956,0.127681,0.100373,0.087634,0.0891819,0.0400583,0.00819347,0.0327739,0.739898,0.0409674,0.127326,0.231074,0.0748718,0.0863248,0.00810745,0.0313489,0.0225321,0.00751068,0.00751068,0.741017,0.73961
35.csv,0.640992,0.668861,0.668725,0.713914,0.668713,0.628278,0.628273,0.73235,0.732459,0.732478,0.753717,0.732379,0.699285,0.767867,0.710007,0.722169,0.721746,0.709781,0.767773,0.768074,0.767707,0.799814,0.799646,0.668789,0.767608,0.676655,0.908264,0.796089,0.759888,1,0.676301,1,0.75914,0.84471,0.668746,0.0378301,0.0597131,0.118834,0.322501,0.315751,0.214827,0.408028,0.289652,0.417136,0.392401,0.668861,0.351094,0.387354,0.359598,0.419854,0.572934,0.477466,0.46385,0.322391,0.296839,0.0632752,0.668857,0.0412713,0.0554635,0.0728742,0.127121,0.100879,0.0878142,0.085821,0.03911,0.0077498,0.0320713,0.668754,0.042603,0.122241,0.22673,0.075669,0.0868179,0.00972411,0.0357717,0.0249626,0.00931765,0.00931765,0.668857,0.668731
36.csv,0.682607,0.715112,0.714544,0.77687,0.71444,0.666821,0.666759,0.801252,0.801774,0.802032,0.82394,0.801524,0.7507,0.846836,0.776797,0.79318,0.792028,0.775641,0.847934,0.847092,0.85329,0.802834,0.794479,0.714882,0.860074,0.961259,0.646509,0.802009,0.763809,0.676301,1,0.676301,0.763181,0.586986,0.714668,0.029072,0.0498046,0.103663,0.286178,0.279023,0.19289,0.366007,0.2521,0.376496,0.351954,0.715434,0.316203,0.350513,0.320989,0.374848,0.52634,0.435836,0.422027,0.310744,0.285731,0.0605513,0.715456,0.0377821,0.0532949,0.0668077,0.115336,0.0903175,0.0781685,0.0798205,0.0359829,0.00738706,0.0295482,0.714804,0.0369353,0.11409,0.208936,0.0673077,0.0768205,0.00725641,0.0282051,0.0202341,0.0067447,0.0067447,0.715456,0.714617
